Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,12671,12333,11641.86,12220.13
"Revenue 12671 12333 11641.86 12220.13  Other Revenue, Total - - - -","Revenue 12671 12333 11641.86 12220.13  Other Revenue, Total - - - -","Revenue 12671 12333 11641.86 12220.13  Other Revenue, Total - - - -","Revenue 12671 12333 11641.86 12220.13  Other Revenue, Total - - - -","Revenue 12671 12333 11641.86 12220.13  Other Revenue, Total - - - -"
Revenue,12671,12333,11641.86,12220.13
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10002,9847,9748.51,9961.7
Gross Profit,2669,2486,1893.35,2258.43
Total Operating Expenses,11960,11708,11715.1,12026.98
"Selling/General/Admin. Expenses, Total 1958 1861 1867.98 1985.98  Research & Development - - - -  Depreciation / Amortization 336 349 - -  Interest Expense (Income) - Net Operating -23 -26 - -  Unusual Expense (Income) - 110.48 98.6 79.3  Other Operating Expenses, Total -313 -323 - -","Selling/General/Admin. Expenses, Total 1958 1861 1867.98 1985.98  Research & Development - - - -  Depreciation / Amortization 336 349 - -  Interest Expense (Income) - Net Operating -23 -26 - -  Unusual Expense (Income) - 110.48 98.6 79.3  Other Operating Expenses, Total -313 -323 - -","Selling/General/Admin. Expenses, Total 1958 1861 1867.98 1985.98  Research & Development - - - -  Depreciation / Amortization 336 349 - -  Interest Expense (Income) - Net Operating -23 -26 - -  Unusual Expense (Income) - 110.48 98.6 79.3  Other Operating Expenses, Total -313 -323 - -","Selling/General/Admin. Expenses, Total 1958 1861 1867.98 1985.98  Research & Development - - - -  Depreciation / Amortization 336 349 - -  Interest Expense (Income) - Net Operating -23 -26 - -  Unusual Expense (Income) - 110.48 98.6 79.3  Other Operating Expenses, Total -313 -323 - -","Selling/General/Admin. Expenses, Total 1958 1861 1867.98 1985.98  Research & Development - - - -  Depreciation / Amortization 336 349 - -  Interest Expense (Income) - Net Operating -23 -26 - -  Unusual Expense (Income) - 110.48 98.6 79.3  Other Operating Expenses, Total -313 -323 - -"
"Selling/General/Admin. Expenses, Total",1958,1861,1867.98,1985.98
Research & Development,-,-,-,-
Depreciation / Amortization,336,349,-,-
Interest Expense (Income) - Net Operating,-23,-26,-,-
Unusual Expense (Income),-,110.48,98.6,79.3
"Other Operating Expenses, Total",-313,-323,-,-
Operating Income,711,625,-73.24,193.15
"Interest Income (Expense), Net Non-Operating",-,-6.35,-21.63,-24.37
Gain (Loss) on Sale of Assets,-,7,4.84,-
"Other, Net",81,58,44.6,12.03
Net Income Before Taxes,630,560,-45.43,180.82
Provision for Income Taxes,209,229,61.14,147.41
Net Income After Taxes,421,331,-106.57,33.41
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,421,331,-106.57,33.41
Total Extraordinary Items,-,-,-,-
Net Income,421,331,-106.57,33.41
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,421,331,-106.57,33.41
Dilution Adjustment,-,-,-,-
Diluted Net Income,421,331,-106.57,33.41
Diluted Weighted Average Shares,5.55,5.55,5.55,5.53
Diluted EPS Excluding Extraordinary Items,75.86,59.63,-19.19,6.05
DPS - Common Stock Primary Issue,17,8.3,6,8.5
Diluted Normalized EPS,81.87,73.63,-7.29,16.09
