Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,131088,117239,106182,95719
"Revenue 131088 117239 106182 95719  Other Revenue, Total - - - -","Revenue 131088 117239 106182 95719  Other Revenue, Total - - - -","Revenue 131088 117239 106182 95719  Other Revenue, Total - - - -","Revenue 131088 117239 106182 95719  Other Revenue, Total - - - -","Revenue 131088 117239 106182 95719  Other Revenue, Total - - - -"
Revenue,131088,117239,106182,95719
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",109335,96775,87321,78718
Gross Profit,21753,20464,18861,17001
Total Operating Expenses,124761,110919,100119,90865
"Selling/General/Admin. Expenses, Total 15426 12744 11512 11535  Research & Development - - - -  Depreciation / Amortization 1402 1197 1052 -  Interest Expense (Income) - Net Operating -272 -237 -215 -  Unusual Expense (Income) - 858 723 611  Other Operating Expenses, Total -1130 440 449 1","Selling/General/Admin. Expenses, Total 15426 12744 11512 11535  Research & Development - - - -  Depreciation / Amortization 1402 1197 1052 -  Interest Expense (Income) - Net Operating -272 -237 -215 -  Unusual Expense (Income) - 858 723 611  Other Operating Expenses, Total -1130 440 449 1","Selling/General/Admin. Expenses, Total 15426 12744 11512 11535  Research & Development - - - -  Depreciation / Amortization 1402 1197 1052 -  Interest Expense (Income) - Net Operating -272 -237 -215 -  Unusual Expense (Income) - 858 723 611  Other Operating Expenses, Total -1130 440 449 1","Selling/General/Admin. Expenses, Total 15426 12744 11512 11535  Research & Development - - - -  Depreciation / Amortization 1402 1197 1052 -  Interest Expense (Income) - Net Operating -272 -237 -215 -  Unusual Expense (Income) - 858 723 611  Other Operating Expenses, Total -1130 440 449 1","Selling/General/Admin. Expenses, Total 15426 12744 11512 11535  Research & Development - - - -  Depreciation / Amortization 1402 1197 1052 -  Interest Expense (Income) - Net Operating -272 -237 -215 -  Unusual Expense (Income) - 858 723 611  Other Operating Expenses, Total -1130 440 449 1"
"Selling/General/Admin. Expenses, Total",15426,12744,11512,11535
Research & Development,-,-,-,-
Depreciation / Amortization,1402,1197,1052,-
Interest Expense (Income) - Net Operating,-272,-237,-215,-
Unusual Expense (Income),-,858,723,611
"Other Operating Expenses, Total",-1130,440,449,1
Operating Income,6327,6320,6063,4854
"Interest Income (Expense), Net Non-Operating",-,14,-199,-143
Gain (Loss) on Sale of Assets,-115,202,-8,2202
"Other, Net",1025,478,718,52
Net Income Before Taxes,5417,5640,5353,6965
Provision for Income Taxes,2245,2138,1815,2226
Net Income After Taxes,3172,3502,3538,4739
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3172,3502,3538,4739
Total Extraordinary Items,-,-,-,-
Net Income,3172,3502,3538,4739
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,3172,3502,3538,4739
Dilution Adjustment,-1.09,-0.606,-0.167,-
Diluted Net Income,3173.09,3502.61,3538.17,4739
Diluted Weighted Average Shares,94.63,94.61,94.58,94.55
Diluted EPS Excluding Extraordinary Items,33.52,37.02,37.41,50.12
DPS - Common Stock Primary Issue,20,20,19.5,19.5
Diluted Normalized EPS,44.55,41.59,40.15,49.99
