Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,6354,6231,5694.01,5251.05
"Revenue 6354 6231.32 5694.01 5251.05  Other Revenue, Total - - - -","Revenue 6354 6231.32 5694.01 5251.05  Other Revenue, Total - - - -","Revenue 6354 6231.32 5694.01 5251.05  Other Revenue, Total - - - -","Revenue 6354 6231.32 5694.01 5251.05  Other Revenue, Total - - - -","Revenue 6354 6231.32 5694.01 5251.05  Other Revenue, Total - - - -"
Revenue,6354,6231.32,5694.01,5251.05
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3925,3827.94,3524.03,3208.87
Gross Profit,2429,2403.38,2169.98,2042.19
Total Operating Expenses,6296,6420.52,5939.88,5288.89
"Selling/General/Admin. Expenses, Total 2371 2211.76 2172.84 2042.86  Research & Development - - - -  Depreciation / Amortization 224 230.4 169.49 45.65  Interest Expense (Income) - Net Operating -25 - - -  Unusual Expense (Income) - 150.4 73.54 -8.45  Other Operating Expenses, Total -199 0.02 -0.01 -0.04","Selling/General/Admin. Expenses, Total 2371 2211.76 2172.84 2042.86  Research & Development - - - -  Depreciation / Amortization 224 230.4 169.49 45.65  Interest Expense (Income) - Net Operating -25 - - -  Unusual Expense (Income) - 150.4 73.54 -8.45  Other Operating Expenses, Total -199 0.02 -0.01 -0.04","Selling/General/Admin. Expenses, Total 2371 2211.76 2172.84 2042.86  Research & Development - - - -  Depreciation / Amortization 224 230.4 169.49 45.65  Interest Expense (Income) - Net Operating -25 - - -  Unusual Expense (Income) - 150.4 73.54 -8.45  Other Operating Expenses, Total -199 0.02 -0.01 -0.04","Selling/General/Admin. Expenses, Total 2371 2211.76 2172.84 2042.86  Research & Development - - - -  Depreciation / Amortization 224 230.4 169.49 45.65  Interest Expense (Income) - Net Operating -25 - - -  Unusual Expense (Income) - 150.4 73.54 -8.45  Other Operating Expenses, Total -199 0.02 -0.01 -0.04","Selling/General/Admin. Expenses, Total 2371 2211.76 2172.84 2042.86  Research & Development - - - -  Depreciation / Amortization 224 230.4 169.49 45.65  Interest Expense (Income) - Net Operating -25 - - -  Unusual Expense (Income) - 150.4 73.54 -8.45  Other Operating Expenses, Total -199 0.02 -0.01 -0.04"
"Selling/General/Admin. Expenses, Total",2371,2211.76,2172.84,2042.86
Research & Development,-,-,-,-
Depreciation / Amortization,224,230.4,169.49,45.65
Interest Expense (Income) - Net Operating,-25,-,-,-
Unusual Expense (Income),-,150.4,73.54,-8.45
"Other Operating Expenses, Total",-199,0.02,-0.01,-0.04
Operating Income,58,-189.2,-245.88,-37.84
"Interest Income (Expense), Net Non-Operating",-,-30.5,-18.5,-8.86
Gain (Loss) on Sale of Assets,-,-1.67,-,-
"Other, Net",21,1.47,-19.69,-13.1
Net Income Before Taxes,37,-219.89,-284.07,-59.8
Provision for Income Taxes,-36,3.23,3.23,78.9
Net Income After Taxes,-,-223.12,-287.3,-138.7
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,73,-223.12,-287.3,-138.7
Total Extraordinary Items,-,-,-,-
Net Income,-,-223.12,-287.3,-138.7
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,-,-223.12,-287.3,-138.7
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,-223.12,-287.3,-138.7
Diluted Weighted Average Shares,6.66,6.66,6.66,6.65
Diluted EPS Excluding Extraordinary Items,10.97,-33.52,-43.16,-20.84
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,3.1,-18.67,-35.98,-21.67
