Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,6887,5850,6362.94,6663.9
"Revenue 6887 5850 6362.94 6663.9  Other Revenue, Total - - - -","Revenue 6887 5850 6362.94 6663.9  Other Revenue, Total - - - -","Revenue 6887 5850 6362.94 6663.9  Other Revenue, Total - - - -","Revenue 6887 5850 6362.94 6663.9  Other Revenue, Total - - - -","Revenue 6887 5850 6362.94 6663.9  Other Revenue, Total - - - -"
Revenue,6887,5850,6362.94,6663.9
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5448,4631,5345.4,6386.8
Gross Profit,1439,1219,1017.54,277.11
Total Operating Expenses,6400,5484,6097.86,7567.01
"Selling/General/Admin. Expenses, Total 922 818 832.78 1111.16  Research & Development 8 15 17.68 12.42  Depreciation / Amortization 430 434 21.89 28.43  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 80 -119.89 28.21  Other Operating Expenses, Total -403 -408 - -","Selling/General/Admin. Expenses, Total 922 818 832.78 1111.16  Research & Development 8 15 17.68 12.42  Depreciation / Amortization 430 434 21.89 28.43  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 80 -119.89 28.21  Other Operating Expenses, Total -403 -408 - -","Selling/General/Admin. Expenses, Total 922 818 832.78 1111.16  Research & Development 8 15 17.68 12.42  Depreciation / Amortization 430 434 21.89 28.43  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 80 -119.89 28.21  Other Operating Expenses, Total -403 -408 - -","Selling/General/Admin. Expenses, Total 922 818 832.78 1111.16  Research & Development 8 15 17.68 12.42  Depreciation / Amortization 430 434 21.89 28.43  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 80 -119.89 28.21  Other Operating Expenses, Total -403 -408 - -","Selling/General/Admin. Expenses, Total 922 818 832.78 1111.16  Research & Development 8 15 17.68 12.42  Depreciation / Amortization 430 434 21.89 28.43  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 80 -119.89 28.21  Other Operating Expenses, Total -403 -408 - -"
"Selling/General/Admin. Expenses, Total",922,818,832.78,1111.16
Research & Development,8,15,17.68,12.42
Depreciation / Amortization,430,434,21.89,28.43
Interest Expense (Income) - Net Operating,-5,-6,-,-
Unusual Expense (Income),-,80,-119.89,28.21
"Other Operating Expenses, Total",-403,-408,-,-
Operating Income,487,366,265.08,-903.11
"Interest Income (Expense), Net Non-Operating",-,26,26.27,22.76
Gain (Loss) on Sale of Assets,-8,-4,-,-
"Other, Net",-67,3,81.78,62.03
Net Income Before Taxes,562,367,373.14,-818.32
Provision for Income Taxes,79,64,-2.04,165.08
Net Income After Taxes,483,303,375.18,-983.4
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,483,303,375.18,-983.4
Total Extraordinary Items,-,-,-,-
Net Income,483,303,375.18,-983.4
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,483,303,375.18,-983.4
Dilution Adjustment,-,-,-,-
Diluted Net Income,483,303,375.18,-983.4
Diluted Weighted Average Shares,1.66,1.71,1.72,1.73
Diluted EPS Excluding Extraordinary Items,290.53,177.47,217.77,-567.49
DPS - Common Stock Primary Issue,20,20,20,20
Diluted Normalized EPS,214.29,163.63,172.53,-556.91
