Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1223967,1060893,950722,970572
"Revenue - 1060893 950722 970572  Other Revenue, Total - - - -","Revenue - 1060893 950722 970572  Other Revenue, Total - - - -","Revenue - 1060893 950722 970572  Other Revenue, Total - - - -","Revenue - 1060893 950722 970572  Other Revenue, Total - - - -","Revenue - 1060893 950722 970572  Other Revenue, Total - - - -"
Revenue,-,1060893,950722,970572
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",941323,820056,749309,756580
Gross Profit,282644,240837,201413,213992
Total Operating Expenses,-,1012750,925994,950854
"Selling/General/Admin. Expenses, Total 229581 175862 159970 174905  Research & Development - - - -  Depreciation / Amortization 16059 12150 15718 -  Interest Expense (Income) - Net Operating -432 -270 - -  Unusual Expense (Income) - 3135 996 19367  Other Operating Expenses, Total 3913 4952 1 2","Selling/General/Admin. Expenses, Total 229581 175862 159970 174905  Research & Development - - - -  Depreciation / Amortization 16059 12150 15718 -  Interest Expense (Income) - Net Operating -432 -270 - -  Unusual Expense (Income) - 3135 996 19367  Other Operating Expenses, Total 3913 4952 1 2","Selling/General/Admin. Expenses, Total 229581 175862 159970 174905  Research & Development - - - -  Depreciation / Amortization 16059 12150 15718 -  Interest Expense (Income) - Net Operating -432 -270 - -  Unusual Expense (Income) - 3135 996 19367  Other Operating Expenses, Total 3913 4952 1 2","Selling/General/Admin. Expenses, Total 229581 175862 159970 174905  Research & Development - - - -  Depreciation / Amortization 16059 12150 15718 -  Interest Expense (Income) - Net Operating -432 -270 - -  Unusual Expense (Income) - 3135 996 19367  Other Operating Expenses, Total 3913 4952 1 2","Selling/General/Admin. Expenses, Total 229581 175862 159970 174905  Research & Development - - - -  Depreciation / Amortization 16059 12150 15718 -  Interest Expense (Income) - Net Operating -432 -270 - -  Unusual Expense (Income) - 3135 996 19367  Other Operating Expenses, Total 3913 4952 1 2"
"Selling/General/Admin. Expenses, Total",229581,175862,159970,174905
Research & Development,-,-,-,-
Depreciation / Amortization,16059,12150,15718,-
Interest Expense (Income) - Net Operating,-432,-270,-,-
Unusual Expense (Income),-,3135,996,19367
"Other Operating Expenses, Total",3913,4952,1,2
Operating Income,53063,48143,24728,19718
"Interest Income (Expense), Net Non-Operating",-,1573,206,-192
Gain (Loss) on Sale of Assets,-87,2893,92,82
"Other, Net",12435,-4792,2838,723
Net Income Before Taxes,40715,50042,27864,20331
Provision for Income Taxes,17880,15610,10905,11810
Net Income After Taxes,-,34432,16959,8521
Minority Interest,15214,21317,-1617,-909
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,20578,31523,15342,7612
Total Extraordinary Items,-,-,-,-
Net Income,20578,31523,15342,7612
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,20578,31523,15341,7612
Dilution Adjustment,-,-,-,-
Diluted Net Income,20578,31523,15341,7612
Diluted Weighted Average Shares,229.66,230.36,230.71,232.38
Diluted EPS Excluding Extraordinary Items,89.6,136.84,66.5,32.76
DPS - Common Stock Primary Issue,61,42,26,30
Diluted Normalized EPS,136.29,121.63,97.86,101.12
