Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,132364,109771,98688,120258
"Revenue 132364 109771 98688 120258  Other Revenue, Total - - - -","Revenue 132364 109771 98688 120258  Other Revenue, Total - - - -","Revenue 132364 109771 98688 120258  Other Revenue, Total - - - -","Revenue 132364 109771 98688 120258  Other Revenue, Total - - - -","Revenue 132364 109771 98688 120258  Other Revenue, Total - - - -"
Revenue,132364,109771,98688,120258
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",95623,77647,70792,88006
Gross Profit,36741,32124,27896,32252
Total Operating Expenses,119533,98868,91291,109943
"Selling/General/Admin. Expenses, Total 23910 20113 13573 15540  Research & Development - 5540 4643 5049  Depreciation / Amortization 5313 4863 1099 1160  Interest Expense (Income) - Net Operating -37 -30 - -  Unusual Expense (Income) - 27 1183 187  Other Operating Expenses, Total -9580 -9265 1 1","Selling/General/Admin. Expenses, Total 23910 20113 13573 15540  Research & Development - 5540 4643 5049  Depreciation / Amortization 5313 4863 1099 1160  Interest Expense (Income) - Net Operating -37 -30 - -  Unusual Expense (Income) - 27 1183 187  Other Operating Expenses, Total -9580 -9265 1 1","Selling/General/Admin. Expenses, Total 23910 20113 13573 15540  Research & Development - 5540 4643 5049  Depreciation / Amortization 5313 4863 1099 1160  Interest Expense (Income) - Net Operating -37 -30 - -  Unusual Expense (Income) - 27 1183 187  Other Operating Expenses, Total -9580 -9265 1 1","Selling/General/Admin. Expenses, Total 23910 20113 13573 15540  Research & Development - 5540 4643 5049  Depreciation / Amortization 5313 4863 1099 1160  Interest Expense (Income) - Net Operating -37 -30 - -  Unusual Expense (Income) - 27 1183 187  Other Operating Expenses, Total -9580 -9265 1 1","Selling/General/Admin. Expenses, Total 23910 20113 13573 15540  Research & Development - 5540 4643 5049  Depreciation / Amortization 5313 4863 1099 1160  Interest Expense (Income) - Net Operating -37 -30 - -  Unusual Expense (Income) - 27 1183 187  Other Operating Expenses, Total -9580 -9265 1 1"
"Selling/General/Admin. Expenses, Total",23910,20113,13573,15540
Research & Development,-,5540,4643,5049
Depreciation / Amortization,5313,4863,1099,1160
Interest Expense (Income) - Net Operating,-37,-30,-,-
Unusual Expense (Income),-,27,1183,187
"Other Operating Expenses, Total",-9580,-9265,1,1
Operating Income,12831,10903,7397,10315
"Interest Income (Expense), Net Non-Operating",-,604,-27,604
Gain (Loss) on Sale of Assets,-249,-195,-69,-12
"Other, Net",-1876,-606,898,165
Net Income Before Taxes,14956,11704,8199,11072
Provision for Income Taxes,3874,3116,1969,2492
Net Income After Taxes,11082,8588,6230,8580
Minority Interest,709,610,22,-28
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11023,8553,6252,8552
Total Extraordinary Items,-,-,-,-
Net Income,11023,8553,6252,8552
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,11023,8553,6252,8551
Dilution Adjustment,62,62,-20,-
Diluted Net Income,10961,8491,6232,8551
Diluted Weighted Average Shares,62.14,62.27,57.49,56.12
Diluted EPS Excluding Extraordinary Items,176.39,136.36,108.39,152.36
DPS - Common Stock Primary Issue,46,38,36,36
Diluted Normalized EPS,153.37,119.14,124.94,155.11
