Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,80495,75174,58030,67591
"Revenue 80495 75174 58030 67591  Other Revenue, Total - - - -","Revenue 80495 75174 58030 67591  Other Revenue, Total - - - -","Revenue 80495 75174 58030 67591  Other Revenue, Total - - - -","Revenue 80495 75174 58030 67591  Other Revenue, Total - - - -","Revenue 80495 75174 58030 67591  Other Revenue, Total - - - -"
Revenue,80495,75174,58030,67591
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",53670,49461,39779,45421
Gross Profit,26825,25713,18251,22170
Total Operating Expenses,74681,68422,56174,64382
"Selling/General/Admin. Expenses, Total 18802 16435 14043 16080  Research & Development 2065 2324 2216 2528  Depreciation / Amortization 3602 140 138 139  Interest Expense (Income) - Net Operating -301 - - -  Unusual Expense (Income) - 61 -4 213  Other Operating Expenses, Total -3157 1 2 1","Selling/General/Admin. Expenses, Total 18802 16435 14043 16080  Research & Development 2065 2324 2216 2528  Depreciation / Amortization 3602 140 138 139  Interest Expense (Income) - Net Operating -301 - - -  Unusual Expense (Income) - 61 -4 213  Other Operating Expenses, Total -3157 1 2 1","Selling/General/Admin. Expenses, Total 18802 16435 14043 16080  Research & Development 2065 2324 2216 2528  Depreciation / Amortization 3602 140 138 139  Interest Expense (Income) - Net Operating -301 - - -  Unusual Expense (Income) - 61 -4 213  Other Operating Expenses, Total -3157 1 2 1","Selling/General/Admin. Expenses, Total 18802 16435 14043 16080  Research & Development 2065 2324 2216 2528  Depreciation / Amortization 3602 140 138 139  Interest Expense (Income) - Net Operating -301 - - -  Unusual Expense (Income) - 61 -4 213  Other Operating Expenses, Total -3157 1 2 1","Selling/General/Admin. Expenses, Total 18802 16435 14043 16080  Research & Development 2065 2324 2216 2528  Depreciation / Amortization 3602 140 138 139  Interest Expense (Income) - Net Operating -301 - - -  Unusual Expense (Income) - 61 -4 213  Other Operating Expenses, Total -3157 1 2 1"
"Selling/General/Admin. Expenses, Total",18802,16435,14043,16080
Research & Development,2065,2324,2216,2528
Depreciation / Amortization,3602,140,138,139
Interest Expense (Income) - Net Operating,-301,-,-,-
Unusual Expense (Income),-,61,-4,213
"Other Operating Expenses, Total",-3157,1,2,1
Operating Income,5814,6752,1856,3209
"Interest Income (Expense), Net Non-Operating",-,1155,-223,117
Gain (Loss) on Sale of Assets,88,48,43,44
"Other, Net",-2358,583,402,-1
Net Income Before Taxes,8084,8538,2078,3369
Provision for Income Taxes,2059,1922,734,1368
Net Income After Taxes,6025,6616,1344,2001
Minority Interest,59,-23,3,1
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6021,6593,1347,2002
Total Extraordinary Items,-,-,-,-
Net Income,6021,6593,1347,2002
Total Adjustments to Net Income,-,-2,-1,-
Income Available to Common Excluding Extraordinary Items,6021,6591,1346,2002
Dilution Adjustment,-,-,-,-
Diluted Net Income,6021,6591,1346,2002
Diluted Weighted Average Shares,53.45,52.45,54.77,54.75
Diluted EPS Excluding Extraordinary Items,112.65,125.65,24.57,36.57
DPS - Common Stock Primary Issue,-,26,25,25
Diluted Normalized EPS,96.2,128.51,26.54,40.94
