Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3313018,3014095,2994023,3095234
"Revenue 3313018 3014095 2994023 3095234  Other Revenue, Total - - - -","Revenue 3313018 3014095 2994023 3095234  Other Revenue, Total - - - -","Revenue 3313018 3014095 2994023 3095234  Other Revenue, Total - - - -","Revenue 3313018 3014095 2994023 3095234  Other Revenue, Total - - - -","Revenue 3313018 3014095 2994023 3095234  Other Revenue, Total - - - -"
Revenue,3313018,3014095,2994023,3095234
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,2127682,2132840,2207675
Gross Profit,958248,886413,861183,887559
Total Operating Expenses,-,2881570,2840264,2967625
"Selling/General/Admin. Expenses, Total 793700 762970 732989 752690  Research & Development - 126266 - -  Depreciation / Amortization 183298 180539 - -  Interest Expense (Income) - Net Operating -17624 -8032 - -  Unusual Expense (Income) - - -8422 4030  Other Operating Expenses, Total -302555 -307855 -17143 3230","Selling/General/Admin. Expenses, Total 793700 762970 732989 752690  Research & Development - 126266 - -  Depreciation / Amortization 183298 180539 - -  Interest Expense (Income) - Net Operating -17624 -8032 - -  Unusual Expense (Income) - - -8422 4030  Other Operating Expenses, Total -302555 -307855 -17143 3230","Selling/General/Admin. Expenses, Total 793700 762970 732989 752690  Research & Development - 126266 - -  Depreciation / Amortization 183298 180539 - -  Interest Expense (Income) - Net Operating -17624 -8032 - -  Unusual Expense (Income) - - -8422 4030  Other Operating Expenses, Total -302555 -307855 -17143 3230","Selling/General/Admin. Expenses, Total 793700 762970 732989 752690  Research & Development - 126266 - -  Depreciation / Amortization 183298 180539 - -  Interest Expense (Income) - Net Operating -17624 -8032 - -  Unusual Expense (Income) - - -8422 4030  Other Operating Expenses, Total -302555 -307855 -17143 3230","Selling/General/Admin. Expenses, Total 793700 762970 732989 752690  Research & Development - 126266 - -  Depreciation / Amortization 183298 180539 - -  Interest Expense (Income) - Net Operating -17624 -8032 - -  Unusual Expense (Income) - - -8422 4030  Other Operating Expenses, Total -302555 -307855 -17143 3230"
"Selling/General/Admin. Expenses, Total",793700,762970,732989,752690
Research & Development,-,126266,-,-
Depreciation / Amortization,183298,180539,-,-
Interest Expense (Income) - Net Operating,-17624,-8032,-,-
Unusual Expense (Income),-,-,-8422,4030
"Other Operating Expenses, Total",-302555,-307855,-17143,3230
Operating Income,-,132525,153759,127609
"Interest Income (Expense), Net Non-Operating",-,11911,2424,-2915
Gain (Loss) on Sale of Assets,-,9738,3365,135
"Other, Net",-,-21649,-1717,-860
Net Income Before Taxes,-,144436,157831,123969
Provision for Income Taxes,36155,-12267,-4035,11250
Net Income After Taxes,-,156703,161866,112719
Minority Interest,288907,273139,-12260,-12752
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,114500,141277,149606,99967
Total Extraordinary Items,-,-,-,-
Net Income,114500,141277,149606,99967
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,114500,141277,149606,99967
Dilution Adjustment,2,0.777,-,-
Diluted Net Income,114498,141276.22,149606,99967
Diluted Weighted Average Shares,269.72,272.45,268.5,259.64
Diluted EPS Excluding Extraordinary Items,424.5,518.54,557.18,385.02
DPS - Common Stock Primary Issue,110,100,90,70
Diluted Normalized EPS,325.44,252.38,528.65,398.66
