Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,32776,32644,30785,38191
"Revenue 32776 32644 30785 38191  Other Revenue, Total - - - -","Revenue 32776 32644 30785 38191  Other Revenue, Total - - - -","Revenue 32776 32644 30785 38191  Other Revenue, Total - - - -","Revenue 32776 32644 30785 38191  Other Revenue, Total - - - -","Revenue 32776 32644 30785 38191  Other Revenue, Total - - - -"
Revenue,32776,32644,30785,38191
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",16708,17304,16777,23589
Gross Profit,16068,15340,14008,14602
Total Operating Expenses,28791,30578,29925,36184
"Selling/General/Admin. Expenses, Total 12780 12625 12084 11773  Research & Development - - - -  Depreciation / Amortization 1724 - - -  Interest Expense (Income) - Net Operating -145 - - -  Unusual Expense (Income) - 728 1152 798  Other Operating Expenses, Total -2276 -79 -88 24","Selling/General/Admin. Expenses, Total 12780 12625 12084 11773  Research & Development - - - -  Depreciation / Amortization 1724 - - -  Interest Expense (Income) - Net Operating -145 - - -  Unusual Expense (Income) - 728 1152 798  Other Operating Expenses, Total -2276 -79 -88 24","Selling/General/Admin. Expenses, Total 12780 12625 12084 11773  Research & Development - - - -  Depreciation / Amortization 1724 - - -  Interest Expense (Income) - Net Operating -145 - - -  Unusual Expense (Income) - 728 1152 798  Other Operating Expenses, Total -2276 -79 -88 24","Selling/General/Admin. Expenses, Total 12780 12625 12084 11773  Research & Development - - - -  Depreciation / Amortization 1724 - - -  Interest Expense (Income) - Net Operating -145 - - -  Unusual Expense (Income) - 728 1152 798  Other Operating Expenses, Total -2276 -79 -88 24","Selling/General/Admin. Expenses, Total 12780 12625 12084 11773  Research & Development - - - -  Depreciation / Amortization 1724 - - -  Interest Expense (Income) - Net Operating -145 - - -  Unusual Expense (Income) - 728 1152 798  Other Operating Expenses, Total -2276 -79 -88 24"
"Selling/General/Admin. Expenses, Total",12780,12625,12084,11773
Research & Development,-,-,-,-
Depreciation / Amortization,1724,-,-,-
Interest Expense (Income) - Net Operating,-145,-,-,-
Unusual Expense (Income),-,728,1152,798
"Other Operating Expenses, Total",-2276,-79,-88,24
Operating Income,3985,2066,860,2007
"Interest Income (Expense), Net Non-Operating",-,-162,-191,-103
Gain (Loss) on Sale of Assets,-20,-,-,-
"Other, Net",506,-1,1,-
Net Income Before Taxes,3499,1903,670,1904
Provision for Income Taxes,1310,801,977,814
Net Income After Taxes,2189,1102,-307,1090
Minority Interest,2185,-101,-66,-4
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2025,1001,-373,1086
Total Extraordinary Items,-84,-82,-622,-
Net Income,1941,919,-995,1086
Total Adjustments to Net Income,84,-1,-1,-
Income Available to Common Excluding Extraordinary Items,2025,1000,-374,1086
Dilution Adjustment,-84,-,-,-2
Diluted Net Income,2025,918,-996,1084
Diluted Weighted Average Shares,116.51,105.25,104.92,105.45
Diluted EPS Excluding Extraordinary Items,17.38,9.5,-3.56,10.28
DPS - Common Stock Primary Issue,-,7.4,7.2,7.2
Diluted Normalized EPS,19.35,13.51,3.57,14.61
