Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,117942,114713,110375,119537
"Revenue 117942 114713 110375 119537  Other Revenue, Total - - - -","Revenue 117942 114713 110375 119537  Other Revenue, Total - - - -","Revenue 117942 114713 110375 119537  Other Revenue, Total - - - -","Revenue 117942 114713 110375 119537  Other Revenue, Total - - - -","Revenue 117942 114713 110375 119537  Other Revenue, Total - - - -"
Revenue,117942,114713,110375,119537
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",94126,86858,83220,92156
Gross Profit,23816,27855,27155,27381
Total Operating Expenses,116615,110619,104440,117758
"Selling/General/Admin. Expenses, Total 22489 21850 20550 21219  Research & Development - - - -  Depreciation / Amortization 5421 - 586 694  Interest Expense (Income) - Net Operating -1051 - - -  Unusual Expense (Income) - 1911 83 3688  Other Operating Expenses, Total -4370 - 1 1","Selling/General/Admin. Expenses, Total 22489 21850 20550 21219  Research & Development - - - -  Depreciation / Amortization 5421 - 586 694  Interest Expense (Income) - Net Operating -1051 - - -  Unusual Expense (Income) - 1911 83 3688  Other Operating Expenses, Total -4370 - 1 1","Selling/General/Admin. Expenses, Total 22489 21850 20550 21219  Research & Development - - - -  Depreciation / Amortization 5421 - 586 694  Interest Expense (Income) - Net Operating -1051 - - -  Unusual Expense (Income) - 1911 83 3688  Other Operating Expenses, Total -4370 - 1 1","Selling/General/Admin. Expenses, Total 22489 21850 20550 21219  Research & Development - - - -  Depreciation / Amortization 5421 - 586 694  Interest Expense (Income) - Net Operating -1051 - - -  Unusual Expense (Income) - 1911 83 3688  Other Operating Expenses, Total -4370 - 1 1","Selling/General/Admin. Expenses, Total 22489 21850 20550 21219  Research & Development - - - -  Depreciation / Amortization 5421 - 586 694  Interest Expense (Income) - Net Operating -1051 - - -  Unusual Expense (Income) - 1911 83 3688  Other Operating Expenses, Total -4370 - 1 1"
"Selling/General/Admin. Expenses, Total",22489,21850,20550,21219
Research & Development,-,-,-,-
Depreciation / Amortization,5421,-,586,694
Interest Expense (Income) - Net Operating,-1051,-,-,-
Unusual Expense (Income),-,1911,83,3688
"Other Operating Expenses, Total",-4370,-,1,1
Operating Income,1327,4094,5935,1779
"Interest Income (Expense), Net Non-Operating",-,438,-182,-1310
Gain (Loss) on Sale of Assets,-179,-960,-1005,-1195
"Other, Net",770,-187,-79,-1002
Net Income Before Taxes,736,3385,4669,-1728
Provision for Income Taxes,755,1187,800,471
Net Income After Taxes,-19,2198,3869,-2199
Minority Interest,1808,25,-5,41
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,102,2223,3864,-2158
Total Extraordinary Items,-,-,-,-
Net Income,102,2223,3864,-2158
Total Adjustments to Net Income,-283,-302,-322,-322
Income Available to Common Excluding Extraordinary Items,-181,1921,3542,-2480
Dilution Adjustment,283,-,322,-
Diluted Net Income,-181,2223,3542,-2480
Diluted Weighted Average Shares,57.66,124.33,125.28,57.66
Diluted EPS Excluding Extraordinary Items,-3.14,17.88,28.27,-43.01
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,13.69,32.87,35.47,12.04
