Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,113569,85388,63070,39286.48
"Revenue 113569 85388 63070 39286.48  Other Revenue, Total - - - -","Revenue 113569 85388 63070 39286.48  Other Revenue, Total - - - -","Revenue 113569 85388 63070 39286.48  Other Revenue, Total - - - -","Revenue 113569 85388 63070 39286.48  Other Revenue, Total - - - -","Revenue 113569 85388 63070 39286.48  Other Revenue, Total - - - -"
Revenue,113569,85388,63070,39286.48
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",97050,73940,53208,32435.51
Gross Profit,16519,11448,9862,6850.97
Total Operating Expenses,112507,86178,61243,38211.08
"Selling/General/Admin. Expenses, Total 13317 11440 7968 5641.32  Research & Development 135 47 5 16.46  Depreciation / Amortization 4672 - - -  Interest Expense (Income) - Net Operating -334 - - -  Unusual Expense (Income) - 751 61 117.79  Other Operating Expenses, Total -2333 - 1 -","Selling/General/Admin. Expenses, Total 13317 11440 7968 5641.32  Research & Development 135 47 5 16.46  Depreciation / Amortization 4672 - - -  Interest Expense (Income) - Net Operating -334 - - -  Unusual Expense (Income) - 751 61 117.79  Other Operating Expenses, Total -2333 - 1 -","Selling/General/Admin. Expenses, Total 13317 11440 7968 5641.32  Research & Development 135 47 5 16.46  Depreciation / Amortization 4672 - - -  Interest Expense (Income) - Net Operating -334 - - -  Unusual Expense (Income) - 751 61 117.79  Other Operating Expenses, Total -2333 - 1 -","Selling/General/Admin. Expenses, Total 13317 11440 7968 5641.32  Research & Development 135 47 5 16.46  Depreciation / Amortization 4672 - - -  Interest Expense (Income) - Net Operating -334 - - -  Unusual Expense (Income) - 751 61 117.79  Other Operating Expenses, Total -2333 - 1 -","Selling/General/Admin. Expenses, Total 13317 11440 7968 5641.32  Research & Development 135 47 5 16.46  Depreciation / Amortization 4672 - - -  Interest Expense (Income) - Net Operating -334 - - -  Unusual Expense (Income) - 751 61 117.79  Other Operating Expenses, Total -2333 - 1 -"
"Selling/General/Admin. Expenses, Total",13317,11440,7968,5641.32
Research & Development,135,47,5,16.46
Depreciation / Amortization,4672,-,-,-
Interest Expense (Income) - Net Operating,-334,-,-,-
Unusual Expense (Income),-,751,61,117.79
"Other Operating Expenses, Total",-2333,-,1,-
Operating Income,1062,-790,1827,1075.4
"Interest Income (Expense), Net Non-Operating",-,-65,-67,-56.87
Gain (Loss) on Sale of Assets,-,-1,-,-2.26
"Other, Net",572,-327,-168,-116.59
Net Income Before Taxes,490,-1183,1592,899.67
Provision for Income Taxes,95,85,688,389.46
Net Income After Taxes,395,-1268,904,510.21
Minority Interest,2,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,395,-1268,904,510.21
Total Extraordinary Items,-,-,-,-
Net Income,395,-1268,904,510.21
Total Adjustments to Net Income,-,-1,-1,-0
Income Available to Common Excluding Extraordinary Items,395,-1269,903,510.21
Dilution Adjustment,-0.156,-,0.64,-
Diluted Net Income,395.16,-1269,903,510.21
Diluted Weighted Average Shares,36.97,33.56,30.72,29.77
Diluted EPS Excluding Extraordinary Items,10.69,-37.81,29.4,17.14
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,8.84,-7.25,41.73,27.33
