Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,43419,43345,51334,51228
"Revenue 43419 43345 51334 51228  Other Revenue, Total - - - -","Revenue 43419 43345 51334 51228  Other Revenue, Total - - - -","Revenue 43419 43345 51334 51228  Other Revenue, Total - - - -","Revenue 43419 43345 51334 51228  Other Revenue, Total - - - -","Revenue 43419 43345 51334 51228  Other Revenue, Total - - - -"
Revenue,43419,43345,51334,51228
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",26999,26686,26964,27539
Gross Profit,16420,16659,24370,23689
Total Operating Expenses,40443,39859,47829,49093
"Selling/General/Admin. Expenses, Total 13444 12872 19589 20497  Research & Development - 957 832 546  Depreciation / Amortization 1060 1160 320 334  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 9 122 176  Other Operating Expenses, Total -1058 -1812 2 1","Selling/General/Admin. Expenses, Total 13444 12872 19589 20497  Research & Development - 957 832 546  Depreciation / Amortization 1060 1160 320 334  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 9 122 176  Other Operating Expenses, Total -1058 -1812 2 1","Selling/General/Admin. Expenses, Total 13444 12872 19589 20497  Research & Development - 957 832 546  Depreciation / Amortization 1060 1160 320 334  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 9 122 176  Other Operating Expenses, Total -1058 -1812 2 1","Selling/General/Admin. Expenses, Total 13444 12872 19589 20497  Research & Development - 957 832 546  Depreciation / Amortization 1060 1160 320 334  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 9 122 176  Other Operating Expenses, Total -1058 -1812 2 1","Selling/General/Admin. Expenses, Total 13444 12872 19589 20497  Research & Development - 957 832 546  Depreciation / Amortization 1060 1160 320 334  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 9 122 176  Other Operating Expenses, Total -1058 -1812 2 1"
"Selling/General/Admin. Expenses, Total",13444,12872,19589,20497
Research & Development,-,957,832,546
Depreciation / Amortization,1060,1160,320,334
Interest Expense (Income) - Net Operating,-2,-4,-,-
Unusual Expense (Income),-,9,122,176
"Other Operating Expenses, Total",-1058,-1812,2,1
Operating Income,2976,3486,3505,2135
"Interest Income (Expense), Net Non-Operating",-,136,46,9
Gain (Loss) on Sale of Assets,-,24,-1,-13
"Other, Net",-200,-218,58,50
Net Income Before Taxes,3176,3680,3608,2181
Provision for Income Taxes,999,976,1102,698
Net Income After Taxes,2177,2704,2506,1483
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2177,2704,2506,1483
Total Extraordinary Items,-,-,-,-
Net Income,2177,2704,2506,1483
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,2177,2704,2506,1482
Dilution Adjustment,-,-,-,-
Diluted Net Income,2177,2704,2506,1482
Diluted Weighted Average Shares,9.82,9.94,10.13,10.42
Diluted EPS Excluding Extraordinary Items,221.62,272.12,247.39,142.18
DPS - Common Stock Primary Issue,40,40,42,36
Diluted Normalized EPS,202.33,230.52,255.82,154.51
