Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1096,963,822.42,664.85
"Revenue 1096.83 963.78 822.42 664.85  Other Revenue, Total - - - -","Revenue 1096.83 963.78 822.42 664.85  Other Revenue, Total - - - -","Revenue 1096.83 963.78 822.42 664.85  Other Revenue, Total - - - -","Revenue 1096.83 963.78 822.42 664.85  Other Revenue, Total - - - -","Revenue 1096.83 963.78 822.42 664.85  Other Revenue, Total - - - -"
Revenue,1096.83,963.78,822.42,664.85
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",400,364.27,341.75,312.38
Gross Profit,697.04,599.5,480.68,352.46
Total Operating Expenses,864.53,765.27,688.11,697.64
"Selling/General/Admin. Expenses, Total 464.74 366.63 341.21 322.83  Research & Development - 4.96 5.15 5.05  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -1.9 - - -  Unusual Expense (Income) - 29.4 - 57.38  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 464.74 366.63 341.21 322.83  Research & Development - 4.96 5.15 5.05  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -1.9 - - -  Unusual Expense (Income) - 29.4 - 57.38  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 464.74 366.63 341.21 322.83  Research & Development - 4.96 5.15 5.05  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -1.9 - - -  Unusual Expense (Income) - 29.4 - 57.38  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 464.74 366.63 341.21 322.83  Research & Development - 4.96 5.15 5.05  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -1.9 - - -  Unusual Expense (Income) - 29.4 - 57.38  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 464.74 366.63 341.21 322.83  Research & Development - 4.96 5.15 5.05  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -1.9 - - -  Unusual Expense (Income) - 29.4 - 57.38  Other Operating Expenses, Total -43 - - -"
"Selling/General/Admin. Expenses, Total",464.74,366.63,341.21,322.83
Research & Development,-,4.96,5.15,5.05
Depreciation / Amortization,38,-,-,-
Interest Expense (Income) - Net Operating,-1.9,-,-,-
Unusual Expense (Income),-,29.4,-,57.38
"Other Operating Expenses, Total",-43,-,-,-
Operating Income,232,198.51,134.32,-32.79
"Interest Income (Expense), Net Non-Operating",-,-6.33,-2.38,-4.29
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",11,0.04,-18.85,-0.1
Net Income Before Taxes,221,192.22,113.08,-37.18
Provision for Income Taxes,37,3.47,-12.14,1.21
Net Income After Taxes,184.55,188.75,125.22,-38.39
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,184.55,188.75,125.22,-38.39
Total Extraordinary Items,-,-,-,-
Net Income,184,188.75,125.22,-38.39
Total Adjustments to Net Income,-,-0,-,-0
Income Available to Common Excluding Extraordinary Items,184.55,188.75,125.22,-38.39
Dilution Adjustment,-0.572,-,-,-
Diluted Net Income,184.57,188.75,125.22,-38.39
Diluted Weighted Average Shares,5.87,5.88,4.38,1.77
Diluted EPS Excluding Extraordinary Items,31.44,32.11,28.56,-21.65
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,23.85,37.02,28.56,-0.62
