Period Ending:,202328/02,202231/08,202228/02,202131/08
Total Revenue,4598,4516,9273.61,4889
"Revenue 4598 4516 - 8950.02  Other Revenue, Total 419.13 351.72 1559.73 2637","Revenue 4598 4516 - 8950.02  Other Revenue, Total 419.13 351.72 1559.73 2637","Revenue 4598 4516 - 8950.02  Other Revenue, Total 419.13 351.72 1559.73 2637","Revenue 4598 4516 - 8950.02  Other Revenue, Total 419.13 351.72 1559.73 2637","Revenue 4598 4516 - 8950.02  Other Revenue, Total 419.13 351.72 1559.73 2637"
Revenue,4598,4516,-,8950.02
"Other Revenue, Total",419.13,351.72,1559.73,2637
"Cost of Revenue, Total",2381,2252,-,3815.45
Gross Profit,2217,2264,-,5134.57
Total Operating Expenses,2463,2332,-,4797.37
"Selling/General/Admin. Expenses, Total 29 29 - 179.49  Research & Development - - - -  Depreciation / Amortization 600 576 - -  Interest Expense (Income) - Net Operating -299 -295 - -  Unusual Expense (Income) - - - 802.43  Other Operating Expenses, Total -248.97 -774.91 - -","Selling/General/Admin. Expenses, Total 29 29 - 179.49  Research & Development - - - -  Depreciation / Amortization 600 576 - -  Interest Expense (Income) - Net Operating -299 -295 - -  Unusual Expense (Income) - - - 802.43  Other Operating Expenses, Total -248.97 -774.91 - -","Selling/General/Admin. Expenses, Total 29 29 - 179.49  Research & Development - - - -  Depreciation / Amortization 600 576 - -  Interest Expense (Income) - Net Operating -299 -295 - -  Unusual Expense (Income) - - - 802.43  Other Operating Expenses, Total -248.97 -774.91 - -","Selling/General/Admin. Expenses, Total 29 29 - 179.49  Research & Development - - - -  Depreciation / Amortization 600 576 - -  Interest Expense (Income) - Net Operating -299 -295 - -  Unusual Expense (Income) - - - 802.43  Other Operating Expenses, Total -248.97 -774.91 - -","Selling/General/Admin. Expenses, Total 29 29 - 179.49  Research & Development - - - -  Depreciation / Amortization 600 576 - -  Interest Expense (Income) - Net Operating -299 -295 - -  Unusual Expense (Income) - - - 802.43  Other Operating Expenses, Total -248.97 -774.91 - -"
"Selling/General/Admin. Expenses, Total",29,29,-,179.49
Research & Development,-,-,-,-
Depreciation / Amortization,600,576,-,-
Interest Expense (Income) - Net Operating,-299,-295,-,-
Unusual Expense (Income),-,-,-,802.43
"Other Operating Expenses, Total",-248.97,-774.91,-,-
Operating Income,2135,2184,-,4152.65
"Interest Income (Expense), Net Non-Operating",-,-,-,-497.6
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",899.53,898.08,-,-18.36
Net Income Before Taxes,1836,1882,-,3636.69
Provision for Income Taxes,0.622,0.965,-,1.79
Net Income After Taxes,1836,1882,-,3634.9
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1836,1882,-,3634.9
Total Extraordinary Items,-,-,-,-
Net Income,1836,1882,-,3634.9
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1836,1882,-,3634.9
Dilution Adjustment,-,-,-,-
Diluted Net Income,1836,1882,-,3634.9
Diluted Weighted Average Shares,0.268,0.268,-,0.24
Diluted EPS Excluding Extraordinary Items,13850.5,14430.51,-,15151.22
DPS - Common Stock Primary Issue,13962,-,-,15151
Diluted Normalized EPS,8665.91,9030.7,-,18494.32
