Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,10596695,8424585,7862572,9878866
"Revenue 9572870 7392856 6842548 9878866  Other Revenue, Total 1023825 1031729 1020024 -","Revenue 9572870 7392856 6842548 9878866  Other Revenue, Total 1023825 1031729 1020024 -","Revenue 9572870 7392856 6842548 9878866  Other Revenue, Total 1023825 1031729 1020024 -","Revenue 9572870 7392856 6842548 9878866  Other Revenue, Total 1023825 1031729 1020024 -","Revenue 9572870 7392856 6842548 9878866  Other Revenue, Total 1023825 1031729 1020024 -"
Revenue,9572870,7392856,6842548,9878866
"Other Revenue, Total",1023825,1031729,1020024,-
"Cost of Revenue, Total",8882846,7070531,6811747,8442905
Gross Profit,1713849,1354054,1050825,1435961
Total Operating Expenses,10219586,8177278,8013223,10541626
"Selling/General/Admin. Expenses, Total 1277072 1049357 1146257 1411284  Research & Development - 484065 503486 -  Depreciation / Amortization 335242 296911 258414 65146  Interest Expense (Income) - Net Operating -63045 -55949 -36483 -  Unusual Expense (Income) - 30478 134941 622291  Other Operating Expenses, Total -212529 -667637 -670198 -","Selling/General/Admin. Expenses, Total 1277072 1049357 1146257 1411284  Research & Development - 484065 503486 -  Depreciation / Amortization 335242 296911 258414 65146  Interest Expense (Income) - Net Operating -63045 -55949 -36483 -  Unusual Expense (Income) - 30478 134941 622291  Other Operating Expenses, Total -212529 -667637 -670198 -","Selling/General/Admin. Expenses, Total 1277072 1049357 1146257 1411284  Research & Development - 484065 503486 -  Depreciation / Amortization 335242 296911 258414 65146  Interest Expense (Income) - Net Operating -63045 -55949 -36483 -  Unusual Expense (Income) - 30478 134941 622291  Other Operating Expenses, Total -212529 -667637 -670198 -","Selling/General/Admin. Expenses, Total 1277072 1049357 1146257 1411284  Research & Development - 484065 503486 -  Depreciation / Amortization 335242 296911 258414 65146  Interest Expense (Income) - Net Operating -63045 -55949 -36483 -  Unusual Expense (Income) - 30478 134941 622291  Other Operating Expenses, Total -212529 -667637 -670198 -","Selling/General/Admin. Expenses, Total 1277072 1049357 1146257 1411284  Research & Development - 484065 503486 -  Depreciation / Amortization 335242 296911 258414 65146  Interest Expense (Income) - Net Operating -63045 -55949 -36483 -  Unusual Expense (Income) - 30478 134941 622291  Other Operating Expenses, Total -212529 -667637 -670198 -"
"Selling/General/Admin. Expenses, Total",1277072,1049357,1146257,1411284
Research & Development,-,484065,503486,-
Depreciation / Amortization,335242,296911,258414,65146
Interest Expense (Income) - Net Operating,-63045,-55949,-36483,-
Unusual Expense (Income),-,30478,134941,622291
"Other Operating Expenses, Total",-212529,-667637,-670198,-
Operating Income,377109,247307,-150651,-662760
"Interest Income (Expense), Net Non-Operating",-,142047,-67868,100736
Gain (Loss) on Sale of Assets,-43536,94108,3071,5220
"Other, Net",18209,-231011,185612,-16218
Net Income Before Taxes,402436,384210,-339334,-573022
Provision for Income Taxes,161237,145440,92595,93156
Net Income After Taxes,241199,238770,-431929,-666178
Minority Interest,480218,448983,395233,-5038
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,221900,215533,-448697,-671216
Total Extraordinary Items,-,-,-,-
Net Income,221900,215533,-448697,-671216
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,221900,215533,-448697,-671216
Dilution Adjustment,15.29,-14.72,-,-
Diluted Net Income,221884.71,215547.72,-448697,-671216
Diluted Weighted Average Shares,3915.38,3914.07,3912.9,3912.97
Diluted EPS Excluding Extraordinary Items,56.67,55.07,-114.67,-171.54
DPS - Common Stock Primary Issue,10,5,-,10
Diluted Normalized EPS,77.35,42.94,-39.62,-68.6
