Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,238664,199646,181287,188327
"Revenue 238664 199646 181287 188327  Other Revenue, Total - - - -","Revenue 238664 199646 181287 188327  Other Revenue, Total - - - -","Revenue 238664 199646 181287 188327  Other Revenue, Total - - - -","Revenue 238664 199646 181287 188327  Other Revenue, Total - - - -","Revenue 238664 199646 181287 188327  Other Revenue, Total - - - -"
Revenue,238664,199646,181287,188327
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",101243,83157,74326,74135
Gross Profit,137421,116489,106961,114192
Total Operating Expenses,205122,171504,161937,168372
"Selling/General/Admin. Expenses, Total 90475 76302 74023 82529  Research & Development 11065 8740 7903 7050  Depreciation / Amortization 7418 2097 1810 2104  Interest Expense (Income) - Net Operating -247 - - -  Unusual Expense (Income) - 1207 3640 2601  Other Operating Expenses, Total -4832 1 235 -47","Selling/General/Admin. Expenses, Total 90475 76302 74023 82529  Research & Development 11065 8740 7903 7050  Depreciation / Amortization 7418 2097 1810 2104  Interest Expense (Income) - Net Operating -247 - - -  Unusual Expense (Income) - 1207 3640 2601  Other Operating Expenses, Total -4832 1 235 -47","Selling/General/Admin. Expenses, Total 90475 76302 74023 82529  Research & Development 11065 8740 7903 7050  Depreciation / Amortization 7418 2097 1810 2104  Interest Expense (Income) - Net Operating -247 - - -  Unusual Expense (Income) - 1207 3640 2601  Other Operating Expenses, Total -4832 1 235 -47","Selling/General/Admin. Expenses, Total 90475 76302 74023 82529  Research & Development 11065 8740 7903 7050  Depreciation / Amortization 7418 2097 1810 2104  Interest Expense (Income) - Net Operating -247 - - -  Unusual Expense (Income) - 1207 3640 2601  Other Operating Expenses, Total -4832 1 235 -47","Selling/General/Admin. Expenses, Total 90475 76302 74023 82529  Research & Development 11065 8740 7903 7050  Depreciation / Amortization 7418 2097 1810 2104  Interest Expense (Income) - Net Operating -247 - - -  Unusual Expense (Income) - 1207 3640 2601  Other Operating Expenses, Total -4832 1 235 -47"
"Selling/General/Admin. Expenses, Total",90475,76302,74023,82529
Research & Development,11065,8740,7903,7050
Depreciation / Amortization,7418,2097,1810,2104
Interest Expense (Income) - Net Operating,-247,-,-,-
Unusual Expense (Income),-,1207,3640,2601
"Other Operating Expenses, Total",-4832,1,235,-47
Operating Income,33542,28142,19350,19955
"Interest Income (Expense), Net Non-Operating",-,722,1812,1859
Gain (Loss) on Sale of Assets,549,-,2707,153
"Other, Net",-1297,-911,-863,-237
Net Income Before Taxes,34290,27953,23006,21730
Provision for Income Taxes,7861,6803,6236,6448
Net Income After Taxes,26429,21150,16770,15282
Minority Interest,5508,5543,-27,127
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,26377,21019,16743,15409
Total Extraordinary Items,-,-,-,-
Net Income,26377,21019,16743,15409
Total Adjustments to Net Income,-,-1,-,1
Income Available to Common Excluding Extraordinary Items,26377,21018,16743,15410
Dilution Adjustment,-1.12,-,-,-
Diluted Net Income,26378.12,21018,16743,15410
Diluted Weighted Average Shares,228.8,228.8,228.8,228.79
Diluted EPS Excluding Extraordinary Items,115.29,91.86,73.18,67.36
DPS - Common Stock Primary Issue,11,18,14,13
Diluted Normalized EPS,94.58,78.87,65.2,62.66
