Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,209111,199194,161697,171142
"Revenue 209111 199194 161697 171142  Other Revenue, Total - - - -","Revenue 209111 199194 161697 171142  Other Revenue, Total - - - -","Revenue 209111 199194 161697 171142  Other Revenue, Total - - - -","Revenue 209111 199194 161697 171142  Other Revenue, Total - - - -","Revenue 209111 199194 161697 171142  Other Revenue, Total - - - -"
Revenue,209111,199194,161697,171142
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",183307,173837,139937,147409
Gross Profit,25804,25357,21760,23733
Total Operating Expenses,198636,190033,155217,163079
"Selling/General/Admin. Expenses, Total 15329 15318 12316 13302  Research & Development - - 1094 1040  Depreciation / Amortization 3497 - 758 781  Interest Expense (Income) - Net Operating -520 - - -  Unusual Expense (Income) - 878 1110 546  Other Operating Expenses, Total -2216 - 2 1","Selling/General/Admin. Expenses, Total 15329 15318 12316 13302  Research & Development - - 1094 1040  Depreciation / Amortization 3497 - 758 781  Interest Expense (Income) - Net Operating -520 - - -  Unusual Expense (Income) - 878 1110 546  Other Operating Expenses, Total -2216 - 2 1","Selling/General/Admin. Expenses, Total 15329 15318 12316 13302  Research & Development - - 1094 1040  Depreciation / Amortization 3497 - 758 781  Interest Expense (Income) - Net Operating -520 - - -  Unusual Expense (Income) - 878 1110 546  Other Operating Expenses, Total -2216 - 2 1","Selling/General/Admin. Expenses, Total 15329 15318 12316 13302  Research & Development - - 1094 1040  Depreciation / Amortization 3497 - 758 781  Interest Expense (Income) - Net Operating -520 - - -  Unusual Expense (Income) - 878 1110 546  Other Operating Expenses, Total -2216 - 2 1","Selling/General/Admin. Expenses, Total 15329 15318 12316 13302  Research & Development - - 1094 1040  Depreciation / Amortization 3497 - 758 781  Interest Expense (Income) - Net Operating -520 - - -  Unusual Expense (Income) - 878 1110 546  Other Operating Expenses, Total -2216 - 2 1"
"Selling/General/Admin. Expenses, Total",15329,15318,12316,13302
Research & Development,-,-,1094,1040
Depreciation / Amortization,3497,-,758,781
Interest Expense (Income) - Net Operating,-520,-,-,-
Unusual Expense (Income),-,878,1110,546
"Other Operating Expenses, Total",-2216,-,2,1
Operating Income,10475,9161,6480,8063
"Interest Income (Expense), Net Non-Operating",-,374,57,-373
Gain (Loss) on Sale of Assets,877,2266,51,-
"Other, Net",-3157,-489,142,-295
Net Income Before Taxes,12755,11312,6730,7395
Provision for Income Taxes,3072,1850,1569,2023
Net Income After Taxes,9683,9462,5161,5372
Minority Interest,885,-108,-195,93
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9410,9354,4966,5465
Total Extraordinary Items,-,-,-,-
Net Income,9410,9354,4966,5465
Total Adjustments to Net Income,-,-1,-,-
Income Available to Common Excluding Extraordinary Items,9410,9353,4966,5465
Dilution Adjustment,-,-,-,-
Diluted Net Income,9410,9353,4966,5465
Diluted Weighted Average Shares,29.87,29.84,29.83,29.82
Diluted EPS Excluding Extraordinary Items,314.98,313.43,166.48,183.25
DPS - Common Stock Primary Issue,60,50,20,15
Diluted Normalized EPS,209.3,274.52,193.71,196.55
