Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,14757,16063,13885.76,17081.55
"Revenue 14757.24 16063 13885.76 17081.55  Other Revenue, Total - - - -","Revenue 14757.24 16063 13885.76 17081.55  Other Revenue, Total - - - -","Revenue 14757.24 16063 13885.76 17081.55  Other Revenue, Total - - - -","Revenue 14757.24 16063 13885.76 17081.55  Other Revenue, Total - - - -","Revenue 14757.24 16063 13885.76 17081.55  Other Revenue, Total - - - -"
Revenue,14757.24,16063,13885.76,17081.55
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11257.63,11942,10263.82,12751.85
Gross Profit,3499.61,4121,3621.94,4329.7
Total Operating Expenses,13255.5,13908,12032.73,14871.41
"Selling/General/Admin. Expenses, Total 1959.28 1978 1827.93 2127.93  Research & Development - 2 - -  Depreciation / Amortization 597 546 - -  Interest Expense (Income) - Net Operating -67.84 -59 1.38 1.42  Unusual Expense (Income) - - -46.7 -4.67  Other Operating Expenses, Total -540 -501 -13.69 -5.13","Selling/General/Admin. Expenses, Total 1959.28 1978 1827.93 2127.93  Research & Development - 2 - -  Depreciation / Amortization 597 546 - -  Interest Expense (Income) - Net Operating -67.84 -59 1.38 1.42  Unusual Expense (Income) - - -46.7 -4.67  Other Operating Expenses, Total -540 -501 -13.69 -5.13","Selling/General/Admin. Expenses, Total 1959.28 1978 1827.93 2127.93  Research & Development - 2 - -  Depreciation / Amortization 597 546 - -  Interest Expense (Income) - Net Operating -67.84 -59 1.38 1.42  Unusual Expense (Income) - - -46.7 -4.67  Other Operating Expenses, Total -540 -501 -13.69 -5.13","Selling/General/Admin. Expenses, Total 1959.28 1978 1827.93 2127.93  Research & Development - 2 - -  Depreciation / Amortization 597 546 - -  Interest Expense (Income) - Net Operating -67.84 -59 1.38 1.42  Unusual Expense (Income) - - -46.7 -4.67  Other Operating Expenses, Total -540 -501 -13.69 -5.13","Selling/General/Admin. Expenses, Total 1959.28 1978 1827.93 2127.93  Research & Development - 2 - -  Depreciation / Amortization 597 546 - -  Interest Expense (Income) - Net Operating -67.84 -59 1.38 1.42  Unusual Expense (Income) - - -46.7 -4.67  Other Operating Expenses, Total -540 -501 -13.69 -5.13"
"Selling/General/Admin. Expenses, Total",1959.28,1978,1827.93,2127.93
Research & Development,-,2,-,-
Depreciation / Amortization,597,546,-,-
Interest Expense (Income) - Net Operating,-67.84,-59,1.38,1.42
Unusual Expense (Income),-,-,-46.7,-4.67
"Other Operating Expenses, Total",-540,-501,-13.69,-5.13
Operating Income,1501.74,2155,1853.03,2210.14
"Interest Income (Expense), Net Non-Operating",-,-71.95,-56.75,-58.52
Gain (Loss) on Sale of Assets,-,9,-,-
"Other, Net",67.15,83,-12.14,-12.31
Net Income Before Taxes,1434.58,2063,1784.14,2139.31
Provision for Income Taxes,448.69,651,541.24,671.53
Net Income After Taxes,985.9,1412,1242.9,1467.78
Minority Interest,6.54,27,-11.1,-0.5
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1007.79,1452,1231.81,1467.27
Total Extraordinary Items,-,-,-,-
Net Income,1007.79,1452,1231.81,1467.27
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,1007.79,1452,1231.81,1467.27
Dilution Adjustment,-0.044,-0.868,-0.797,-
Diluted Net Income,1007.83,1452.87,1231.8,1467.27
Diluted Weighted Average Shares,13.9,13.79,14.14,14.08
Diluted EPS Excluding Extraordinary Items,72.49,105.3,87.09,104.21
DPS - Common Stock Primary Issue,32,43,35,44
Diluted Normalized EPS,66.07,97.21,78.19,103.98
