Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,11581,11525,11679.18,11050.44
"Revenue 11581 11525 11679.18 11050.44  Other Revenue, Total - - - -","Revenue 11581 11525 11679.18 11050.44  Other Revenue, Total - - - -","Revenue 11581 11525 11679.18 11050.44  Other Revenue, Total - - - -","Revenue 11581 11525 11679.18 11050.44  Other Revenue, Total - - - -","Revenue 11581 11525 11679.18 11050.44  Other Revenue, Total - - - -"
Revenue,11581,11525,11679.18,11050.44
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9127,8896,9016.11,8639.44
Gross Profit,2454,2629,2663.07,2411.01
Total Operating Expenses,11360,11236,11272.52,10397.48
"Selling/General/Admin. Expenses, Total 2233 2340 2256.41 1758.04  Research & Development - - - -  Depreciation / Amortization 127 124 - -  Interest Expense (Income) - Net Operating -1 -2 - -  Unusual Expense (Income) - 19.32 - -  Other Operating Expenses, Total -126 -122 - -","Selling/General/Admin. Expenses, Total 2233 2340 2256.41 1758.04  Research & Development - - - -  Depreciation / Amortization 127 124 - -  Interest Expense (Income) - Net Operating -1 -2 - -  Unusual Expense (Income) - 19.32 - -  Other Operating Expenses, Total -126 -122 - -","Selling/General/Admin. Expenses, Total 2233 2340 2256.41 1758.04  Research & Development - - - -  Depreciation / Amortization 127 124 - -  Interest Expense (Income) - Net Operating -1 -2 - -  Unusual Expense (Income) - 19.32 - -  Other Operating Expenses, Total -126 -122 - -","Selling/General/Admin. Expenses, Total 2233 2340 2256.41 1758.04  Research & Development - - - -  Depreciation / Amortization 127 124 - -  Interest Expense (Income) - Net Operating -1 -2 - -  Unusual Expense (Income) - 19.32 - -  Other Operating Expenses, Total -126 -122 - -","Selling/General/Admin. Expenses, Total 2233 2340 2256.41 1758.04  Research & Development - - - -  Depreciation / Amortization 127 124 - -  Interest Expense (Income) - Net Operating -1 -2 - -  Unusual Expense (Income) - 19.32 - -  Other Operating Expenses, Total -126 -122 - -"
"Selling/General/Admin. Expenses, Total",2233,2340,2256.41,1758.04
Research & Development,-,-,-,-
Depreciation / Amortization,127,124,-,-
Interest Expense (Income) - Net Operating,-1,-2,-,-
Unusual Expense (Income),-,19.32,-,-
"Other Operating Expenses, Total",-126,-122,-,-
Operating Income,221,289,406.66,652.97
"Interest Income (Expense), Net Non-Operating",-,1.92,0.18,-1.21
Gain (Loss) on Sale of Assets,22,-19,-,-
"Other, Net",-48,35,1.69,7.29
Net Income Before Taxes,247,273,408.53,659.05
Provision for Income Taxes,93,105,153.76,227.78
Net Income After Taxes,154,168,254.77,431.27
Minority Interest,-,7.17,17.76,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,154,175,272.53,431.27
Total Extraordinary Items,-,-,-,-
Net Income,154,175,272.53,431.27
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,154,175,272.53,431.27
Dilution Adjustment,-,-,-,0.02
Diluted Net Income,154,175,272.53,431.27
Diluted Weighted Average Shares,5.93,5.92,5.89,5.87
Diluted EPS Excluding Extraordinary Items,25.98,29.56,46.29,73.51
DPS - Common Stock Primary Issue,15,15,25,30
Diluted Normalized EPS,23.94,32.01,46.29,73.51
