Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,9155,8117,7899.93,8775.35
"Revenue 9155 8117 7899.93 8775.35  Other Revenue, Total - - - -","Revenue 9155 8117 7899.93 8775.35  Other Revenue, Total - - - -","Revenue 9155 8117 7899.93 8775.35  Other Revenue, Total - - - -","Revenue 9155 8117 7899.93 8775.35  Other Revenue, Total - - - -","Revenue 9155 8117 7899.93 8775.35  Other Revenue, Total - - - -"
Revenue,9155,8117,7899.93,8775.35
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5562,5200,5043.02,5458.49
Gross Profit,3593,2917,2856.91,3316.86
Total Operating Expenses,7972,7553,7303.76,7782.87
"Selling/General/Admin. Expenses, Total 2410 1999 1882 1942.8  Research & Development 530 354 374.14 421.83  Depreciation / Amortization 277 286 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - - 4.59 -40.24  Other Operating Expenses, Total -274 -283 - -","Selling/General/Admin. Expenses, Total 2410 1999 1882 1942.8  Research & Development 530 354 374.14 421.83  Depreciation / Amortization 277 286 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - - 4.59 -40.24  Other Operating Expenses, Total -274 -283 - -","Selling/General/Admin. Expenses, Total 2410 1999 1882 1942.8  Research & Development 530 354 374.14 421.83  Depreciation / Amortization 277 286 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - - 4.59 -40.24  Other Operating Expenses, Total -274 -283 - -","Selling/General/Admin. Expenses, Total 2410 1999 1882 1942.8  Research & Development 530 354 374.14 421.83  Depreciation / Amortization 277 286 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - - 4.59 -40.24  Other Operating Expenses, Total -274 -283 - -","Selling/General/Admin. Expenses, Total 2410 1999 1882 1942.8  Research & Development 530 354 374.14 421.83  Depreciation / Amortization 277 286 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - - 4.59 -40.24  Other Operating Expenses, Total -274 -283 - -"
"Selling/General/Admin. Expenses, Total",2410,1999,1882,1942.8
Research & Development,530,354,374.14,421.83
Depreciation / Amortization,277,286,-,-
Interest Expense (Income) - Net Operating,-3,-3,-,-
Unusual Expense (Income),-,-,4.59,-40.24
"Other Operating Expenses, Total",-274,-283,-,-
Operating Income,1183,564,596.17,992.48
"Interest Income (Expense), Net Non-Operating",-,52.13,35.61,28.06
Gain (Loss) on Sale of Assets,-,-,-0.4,-2.17
"Other, Net",-65,-86,4.03,12.08
Net Income Before Taxes,1248,650,635.41,1030.44
Provision for Income Taxes,385,244,201.98,252.49
Net Income After Taxes,863,406,433.44,777.96
Minority Interest,14,9,-0.88,1.28
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,860,406,432.55,779.24
Total Extraordinary Items,-,-,-,-
Net Income,860,406,432.55,779.24
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,860,406,432.55,779.24
Dilution Adjustment,-0.422,-0.08,-,-
Diluted Net Income,860.42,406.08,432.55,779.24
Diluted Weighted Average Shares,7.46,7.44,7.41,7.4
Diluted EPS Excluding Extraordinary Items,115.4,54.61,58.35,105.24
DPS - Common Stock Primary Issue,47,38,24,34
Diluted Normalized EPS,104.71,54.63,58.81,101.36
