Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Revenue,5878,5240,5532.22,7165.77
"Revenue 5878 5240 5532.22 7165.77  Other Revenue, Total - - - -","Revenue 5878 5240 5532.22 7165.77  Other Revenue, Total - - - -","Revenue 5878 5240 5532.22 7165.77  Other Revenue, Total - - - -","Revenue 5878 5240 5532.22 7165.77  Other Revenue, Total - - - -","Revenue 5878 5240 5532.22 7165.77  Other Revenue, Total - - - -"
Revenue,5878,5240,5532.22,7165.77
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5214,4492,5192.05,5801.22
Gross Profit,664,748,340.17,1364.55
Total Operating Expenses,6139,5385,6980.61,6986.68
"Selling/General/Admin. Expenses, Total 925 893 1155.52 1161.27  Research & Development - - - -  Depreciation / Amortization 141 158 - -  Interest Expense (Income) - Net Operating -37 -42 - -  Unusual Expense (Income) - 221.01 633.05 24.19  Other Operating Expenses, Total -104 -116 - -","Selling/General/Admin. Expenses, Total 925 893 1155.52 1161.27  Research & Development - - - -  Depreciation / Amortization 141 158 - -  Interest Expense (Income) - Net Operating -37 -42 - -  Unusual Expense (Income) - 221.01 633.05 24.19  Other Operating Expenses, Total -104 -116 - -","Selling/General/Admin. Expenses, Total 925 893 1155.52 1161.27  Research & Development - - - -  Depreciation / Amortization 141 158 - -  Interest Expense (Income) - Net Operating -37 -42 - -  Unusual Expense (Income) - 221.01 633.05 24.19  Other Operating Expenses, Total -104 -116 - -","Selling/General/Admin. Expenses, Total 925 893 1155.52 1161.27  Research & Development - - - -  Depreciation / Amortization 141 158 - -  Interest Expense (Income) - Net Operating -37 -42 - -  Unusual Expense (Income) - 221.01 633.05 24.19  Other Operating Expenses, Total -104 -116 - -","Selling/General/Admin. Expenses, Total 925 893 1155.52 1161.27  Research & Development - - - -  Depreciation / Amortization 141 158 - -  Interest Expense (Income) - Net Operating -37 -42 - -  Unusual Expense (Income) - 221.01 633.05 24.19  Other Operating Expenses, Total -104 -116 - -"
"Selling/General/Admin. Expenses, Total",925,893,1155.52,1161.27
Research & Development,-,-,-,-
Depreciation / Amortization,141,158,-,-
Interest Expense (Income) - Net Operating,-37,-42,-,-
Unusual Expense (Income),-,221.01,633.05,24.19
"Other Operating Expenses, Total",-104,-116,-,-
Operating Income,-261,-145,-1448.4,179.09
"Interest Income (Expense), Net Non-Operating",-,-40.31,-41.99,-46.22
Gain (Loss) on Sale of Assets,-,154,-,29.66
"Other, Net",-347,-45,13.9,3.63
Net Income Before Taxes,86,-254,-1476.48,166.17
Provision for Income Taxes,54,27,104.28,-2.03
Net Income After Taxes,32,-281,-1580.77,168.2
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,32,-281,-1580.77,168.2
Total Extraordinary Items,-,-,-,-
Net Income,32,-281,-1580.77,168.2
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,32,-281,-1580.77,168.2
Dilution Adjustment,-,-,-,-
Diluted Net Income,32,-281,-1580.77,168.2
Diluted Weighted Average Shares,13.18,13.17,8.18,7.77
Diluted EPS Excluding Extraordinary Items,2.43,-21.34,-193.14,21.66
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-10.44,-8.87,-140.68,21.65
