Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,103261,110179,102995,101799
"Revenue 103261 110179 102995 101799  Other Revenue, Total - - - -","Revenue 103261 110179 102995 101799  Other Revenue, Total - - - -","Revenue 103261 110179 102995 101799  Other Revenue, Total - - - -","Revenue 103261 110179 102995 101799  Other Revenue, Total - - - -","Revenue 103261 110179 102995 101799  Other Revenue, Total - - - -"
Revenue,103261,110179,102995,101799
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",48146,50626,48203,49882
Gross Profit,55115,59553,54792,51917
Total Operating Expenses,94753,95787,91244,95983
"Selling/General/Admin. Expenses, Total 46607 32866 31939 31228  Research & Development - 12295 10849 11884  Depreciation / Amortization 2672 2689 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 728 252 2991  Other Operating Expenses, Total -2672 -2689 1 -2","Selling/General/Admin. Expenses, Total 46607 32866 31939 31228  Research & Development - 12295 10849 11884  Depreciation / Amortization 2672 2689 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 728 252 2991  Other Operating Expenses, Total -2672 -2689 1 -2","Selling/General/Admin. Expenses, Total 46607 32866 31939 31228  Research & Development - 12295 10849 11884  Depreciation / Amortization 2672 2689 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 728 252 2991  Other Operating Expenses, Total -2672 -2689 1 -2","Selling/General/Admin. Expenses, Total 46607 32866 31939 31228  Research & Development - 12295 10849 11884  Depreciation / Amortization 2672 2689 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 728 252 2991  Other Operating Expenses, Total -2672 -2689 1 -2","Selling/General/Admin. Expenses, Total 46607 32866 31939 31228  Research & Development - 12295 10849 11884  Depreciation / Amortization 2672 2689 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 728 252 2991  Other Operating Expenses, Total -2672 -2689 1 -2"
"Selling/General/Admin. Expenses, Total",46607,32866,31939,31228
Research & Development,-,12295,10849,11884
Depreciation / Amortization,2672,2689,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,728,252,2991
"Other Operating Expenses, Total",-2672,-2689,1,-2
Operating Income,8508,14392,11751,5816
"Interest Income (Expense), Net Non-Operating",-,812,155,239
Gain (Loss) on Sale of Assets,-54,521,-108,108
"Other, Net",-482,-720,102,110
Net Income Before Taxes,9044,14591,11900,6273
Provision for Income Taxes,2395,4022,3312,1675
Net Income After Taxes,6649,10569,8588,4598
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6649,10569,8588,4598
Total Extraordinary Items,-,-,-,-
Net Income,6649,10569,8588,4598
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,6649,10569,8587,4598
Dilution Adjustment,-,-,-,-
Diluted Net Income,6649,10569,8587,4598
Diluted Weighted Average Shares,37.16,38.1,38.63,39.12
Diluted EPS Excluding Extraordinary Items,178.92,277.39,222.27,117.55
DPS - Common Stock Primary Issue,80,90,90,80
Diluted Normalized EPS,152.8,242.74,229,171.58
