Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,13761,9404,6036.23,6597.22
"Revenue 13761 9404 6036.23 6597.22  Other Revenue, Total - - - -","Revenue 13761 9404 6036.23 6597.22  Other Revenue, Total - - - -","Revenue 13761 9404 6036.23 6597.22  Other Revenue, Total - - - -","Revenue 13761 9404 6036.23 6597.22  Other Revenue, Total - - - -","Revenue 13761 9404 6036.23 6597.22  Other Revenue, Total - - - -"
Revenue,13761,9404,6036.23,6597.22
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10457,6902,4470.26,4802.55
Gross Profit,3304,2502,1565.97,1794.67
Total Operating Expenses,13099,8917,5892.28,6065.14
"Selling/General/Admin. Expenses, Total 2517 1915 1368.91 1232.62  Research & Development - - - -  Depreciation / Amortization 118 96 52.52 29.65  Interest Expense (Income) - Net Operating -18 -14 - -  Unusual Expense (Income) - 8.42 0.59 0.32  Other Operating Expenses, Total 25 18 - -","Selling/General/Admin. Expenses, Total 2517 1915 1368.91 1232.62  Research & Development - - - -  Depreciation / Amortization 118 96 52.52 29.65  Interest Expense (Income) - Net Operating -18 -14 - -  Unusual Expense (Income) - 8.42 0.59 0.32  Other Operating Expenses, Total 25 18 - -","Selling/General/Admin. Expenses, Total 2517 1915 1368.91 1232.62  Research & Development - - - -  Depreciation / Amortization 118 96 52.52 29.65  Interest Expense (Income) - Net Operating -18 -14 - -  Unusual Expense (Income) - 8.42 0.59 0.32  Other Operating Expenses, Total 25 18 - -","Selling/General/Admin. Expenses, Total 2517 1915 1368.91 1232.62  Research & Development - - - -  Depreciation / Amortization 118 96 52.52 29.65  Interest Expense (Income) - Net Operating -18 -14 - -  Unusual Expense (Income) - 8.42 0.59 0.32  Other Operating Expenses, Total 25 18 - -","Selling/General/Admin. Expenses, Total 2517 1915 1368.91 1232.62  Research & Development - - - -  Depreciation / Amortization 118 96 52.52 29.65  Interest Expense (Income) - Net Operating -18 -14 - -  Unusual Expense (Income) - 8.42 0.59 0.32  Other Operating Expenses, Total 25 18 - -"
"Selling/General/Admin. Expenses, Total",2517,1915,1368.91,1232.62
Research & Development,-,-,-,-
Depreciation / Amortization,118,96,52.52,29.65
Interest Expense (Income) - Net Operating,-18,-14,-,-
Unusual Expense (Income),-,8.42,0.59,0.32
"Other Operating Expenses, Total",25,18,-,-
Operating Income,662,487,143.96,532.09
"Interest Income (Expense), Net Non-Operating",-,-13.54,-1.16,-0.19
Gain (Loss) on Sale of Assets,-11,-8,-,17.38
"Other, Net",-12,-78,52.41,41.54
Net Income Before Taxes,685,573,195.22,590.81
Provision for Income Taxes,241,237,58.04,199.56
Net Income After Taxes,444,336,137.17,391.25
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,444,336,137.17,391.25
Total Extraordinary Items,-,-,-,-
Net Income,444,336,137.17,391.25
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,444,336,137.17,391.25
Dilution Adjustment,-,-,-,-
Diluted Net Income,444,336,137.17,391.25
Diluted Weighted Average Shares,22.39,21.48,21.21,20.31
Diluted EPS Excluding Extraordinary Items,19.83,15.64,6.47,19.27
DPS - Common Stock Primary Issue,5.8,4.58,4,3.12
Diluted Normalized EPS,19.68,16.9,6.49,18.71
