Period Ending:,202315/05,202215/05,202115/05,202015/05
Total Revenue,87481,82905,83240,89304
"Revenue - 82905 83240 89304  Other Revenue, Total - - - -","Revenue - 82905 83240 89304  Other Revenue, Total - - - -","Revenue - 82905 83240 89304  Other Revenue, Total - - - -","Revenue - 82905 83240 89304  Other Revenue, Total - - - -","Revenue - 82905 83240 89304  Other Revenue, Total - - - -"
Revenue,-,82905,83240,89304
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,62862,62757,67698
Gross Profit,-,20043,20483,21606
Total Operating Expenses,-,82157,82599,88995
"Selling/General/Admin. Expenses, Total - 18147 18739 19623  Research & Development - - - -  Depreciation / Amortization 1279 1204 1171 1162  Interest Expense (Income) - Net Operating - -92 -62 -  Unusual Expense (Income) - - 373 511  Other Operating Expenses, Total -1153 36 -6 1","Selling/General/Admin. Expenses, Total - 18147 18739 19623  Research & Development - - - -  Depreciation / Amortization 1279 1204 1171 1162  Interest Expense (Income) - Net Operating - -92 -62 -  Unusual Expense (Income) - - 373 511  Other Operating Expenses, Total -1153 36 -6 1","Selling/General/Admin. Expenses, Total - 18147 18739 19623  Research & Development - - - -  Depreciation / Amortization 1279 1204 1171 1162  Interest Expense (Income) - Net Operating - -92 -62 -  Unusual Expense (Income) - - 373 511  Other Operating Expenses, Total -1153 36 -6 1","Selling/General/Admin. Expenses, Total - 18147 18739 19623  Research & Development - - - -  Depreciation / Amortization 1279 1204 1171 1162  Interest Expense (Income) - Net Operating - -92 -62 -  Unusual Expense (Income) - - 373 511  Other Operating Expenses, Total -1153 36 -6 1","Selling/General/Admin. Expenses, Total - 18147 18739 19623  Research & Development - - - -  Depreciation / Amortization 1279 1204 1171 1162  Interest Expense (Income) - Net Operating - -92 -62 -  Unusual Expense (Income) - - 373 511  Other Operating Expenses, Total -1153 36 -6 1"
"Selling/General/Admin. Expenses, Total",-,18147,18739,19623
Research & Development,-,-,-,-
Depreciation / Amortization,1279,1204,1171,1162
Interest Expense (Income) - Net Operating,-,-92,-62,-
Unusual Expense (Income),-,-,373,511
"Other Operating Expenses, Total",-1153,36,-6,1
Operating Income,300,748,641,309
"Interest Income (Expense), Net Non-Operating",-,-,-3,-45
Gain (Loss) on Sale of Assets,65,41,740,78
"Other, Net",59,278,-1072,110
Net Income Before Taxes,176,429,973,452
Provision for Income Taxes,78,102,393,349
Net Income After Taxes,-,327,580,103
Minority Interest,-,91,44,12
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,316,574,115
Total Extraordinary Items,-,-,-,-
Net Income,-,316,574,115
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-,316,574,115
Dilution Adjustment,-0.25,-0.941,-0.777,-
Diluted Net Income,87.25,316.94,574.78,115
Diluted Weighted Average Shares,13.81,13.79,13.79,13.78
Diluted EPS Excluding Extraordinary Items,-,22.92,41.64,8.34
DPS - Common Stock Primary Issue,10,9.34,9.33,9.33
Diluted Normalized EPS,12.33,35,27.04,28.76
