Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,29047,34161,35362,36748.51
"Revenue 29047 34161 35362 36748.51  Other Revenue, Total - - - -","Revenue 29047 34161 35362 36748.51  Other Revenue, Total - - - -","Revenue 29047 34161 35362 36748.51  Other Revenue, Total - - - -","Revenue 29047 34161 35362 36748.51  Other Revenue, Total - - - -","Revenue 29047 34161 35362 36748.51  Other Revenue, Total - - - -"
Revenue,29047,34161,35362,36748.51
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",23459,27754,28722,29816.85
Gross Profit,5588,6407,6640,6931.67
Total Operating Expenses,28081,32228,32983,34108.15
"Selling/General/Admin. Expenses, Total 4622 3788 3588 3638.64  Research & Development - 522 502 480.82  Depreciation / Amortization 1009 918 774 166.72  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 14.21 7.56 5.12  Other Operating Expenses, Total -827 -753 -603 -","Selling/General/Admin. Expenses, Total 4622 3788 3588 3638.64  Research & Development - 522 502 480.82  Depreciation / Amortization 1009 918 774 166.72  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 14.21 7.56 5.12  Other Operating Expenses, Total -827 -753 -603 -","Selling/General/Admin. Expenses, Total 4622 3788 3588 3638.64  Research & Development - 522 502 480.82  Depreciation / Amortization 1009 918 774 166.72  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 14.21 7.56 5.12  Other Operating Expenses, Total -827 -753 -603 -","Selling/General/Admin. Expenses, Total 4622 3788 3588 3638.64  Research & Development - 522 502 480.82  Depreciation / Amortization 1009 918 774 166.72  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 14.21 7.56 5.12  Other Operating Expenses, Total -827 -753 -603 -","Selling/General/Admin. Expenses, Total 4622 3788 3588 3638.64  Research & Development - 522 502 480.82  Depreciation / Amortization 1009 918 774 166.72  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 14.21 7.56 5.12  Other Operating Expenses, Total -827 -753 -603 -"
"Selling/General/Admin. Expenses, Total",4622,3788,3588,3638.64
Research & Development,-,522,502,480.82
Depreciation / Amortization,1009,918,774,166.72
Interest Expense (Income) - Net Operating,-,-1,-,-
Unusual Expense (Income),-,14.21,7.56,5.12
"Other Operating Expenses, Total",-827,-753,-603,-
Operating Income,966,1933,2379,2640.37
"Interest Income (Expense), Net Non-Operating",-,525.93,5.21,188.01
Gain (Loss) on Sale of Assets,309,259,-7,-
"Other, Net",-1131,-880,-36,17.06
Net Income Before Taxes,1788,2554,2422,2845.44
Provision for Income Taxes,454,693,770,852.36
Net Income After Taxes,1334,1861,1652,1993.08
Minority Interest,668,596,565,-50.68
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1267,1813,1620,1942.39
Total Extraordinary Items,-,-,-,-
Net Income,1267,1813,1620,1942.39
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1267,1813,1620,1942.39
Dilution Adjustment,-,-,-,-
Diluted Net Income,1267,1813,1620,1942.39
Diluted Weighted Average Shares,16.22,16.42,16.4,16.4
Diluted EPS Excluding Extraordinary Items,78.12,110.39,98.78,118.44
DPS - Common Stock Primary Issue,30,34,30,36
Diluted Normalized EPS,52.86,84.42,90.62,118.66
