Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,19532,20183,20439.27,20282.54
"Revenue 19532 20183 20439.27 20282.54  Other Revenue, Total - - - -","Revenue 19532 20183 20439.27 20282.54  Other Revenue, Total - - - -","Revenue 19532 20183 20439.27 20282.54  Other Revenue, Total - - - -","Revenue 19532 20183 20439.27 20282.54  Other Revenue, Total - - - -","Revenue 19532 20183 20439.27 20282.54  Other Revenue, Total - - - -"
Revenue,19532,20183,20439.27,20282.54
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",14503,14554,14860.83,14954.88
Gross Profit,5029,5629,5578.43,5327.66
Total Operating Expenses,19185,19278,19949.05,19843.44
"Selling/General/Admin. Expenses, Total 4288 4294 4420.74 4461.18  Research & Development 394 430 377 365.12  Depreciation / Amortization 944 991 - -  Interest Expense (Income) - Net Operating -10 -7 - -  Unusual Expense (Income) - 194.41 290.48 62.26  Other Operating Expenses, Total -934 -984 - -","Selling/General/Admin. Expenses, Total 4288 4294 4420.74 4461.18  Research & Development 394 430 377 365.12  Depreciation / Amortization 944 991 - -  Interest Expense (Income) - Net Operating -10 -7 - -  Unusual Expense (Income) - 194.41 290.48 62.26  Other Operating Expenses, Total -934 -984 - -","Selling/General/Admin. Expenses, Total 4288 4294 4420.74 4461.18  Research & Development 394 430 377 365.12  Depreciation / Amortization 944 991 - -  Interest Expense (Income) - Net Operating -10 -7 - -  Unusual Expense (Income) - 194.41 290.48 62.26  Other Operating Expenses, Total -934 -984 - -","Selling/General/Admin. Expenses, Total 4288 4294 4420.74 4461.18  Research & Development 394 430 377 365.12  Depreciation / Amortization 944 991 - -  Interest Expense (Income) - Net Operating -10 -7 - -  Unusual Expense (Income) - 194.41 290.48 62.26  Other Operating Expenses, Total -934 -984 - -","Selling/General/Admin. Expenses, Total 4288 4294 4420.74 4461.18  Research & Development 394 430 377 365.12  Depreciation / Amortization 944 991 - -  Interest Expense (Income) - Net Operating -10 -7 - -  Unusual Expense (Income) - 194.41 290.48 62.26  Other Operating Expenses, Total -934 -984 - -"
"Selling/General/Admin. Expenses, Total",4288,4294,4420.74,4461.18
Research & Development,394,430,377,365.12
Depreciation / Amortization,944,991,-,-
Interest Expense (Income) - Net Operating,-10,-7,-,-
Unusual Expense (Income),-,194.41,290.48,62.26
"Other Operating Expenses, Total",-934,-984,-,-
Operating Income,347,905,490.21,439.1
"Interest Income (Expense), Net Non-Operating",-,43.72,311.82,-60.76
Gain (Loss) on Sale of Assets,-8,-12,39.83,-
"Other, Net",-39,128,36.2,31.26
Net Income Before Taxes,394,789,878.07,409.6
Provision for Income Taxes,163,219,285.97,173.69
Net Income After Taxes,231,570,592.1,235.91
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,231,570,592.1,235.91
Total Extraordinary Items,-,-,-,-
Net Income,231,570,592.1,235.91
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,231,570,592.1,235.91
Dilution Adjustment,-,-,-,-
Diluted Net Income,231,570,592.1,235.91
Diluted Weighted Average Shares,8.25,8.24,8.28,8.28
Diluted EPS Excluding Extraordinary Items,28.02,69.16,71.53,28.5
DPS - Common Stock Primary Issue,20,20,20,18
Diluted Normalized EPS,34.56,74.47,91.94,32.83
