Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,48144,43813,39073,37896
"Revenue 48144 43813 39073 37896  Other Revenue, Total - - - -","Revenue 48144 43813 39073 37896  Other Revenue, Total - - - -","Revenue 48144 43813 39073 37896  Other Revenue, Total - - - -","Revenue 48144 43813 39073 37896  Other Revenue, Total - - - -","Revenue 48144 43813 39073 37896  Other Revenue, Total - - - -"
Revenue,48144,43813,39073,37896
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",30778,27227,24479,25116
Gross Profit,17366,16586,14594,12780
Total Operating Expenses,37585,33556,30403,31346
"Selling/General/Admin. Expenses, Total 5417 5040 4583 4982  Research & Development 1143 1080 1068 974  Depreciation / Amortization 2987 2783 2771 273  Interest Expense (Income) - Net Operating -5 -8 -11 -  Unusual Expense (Income) - 1 338 -  Other Operating Expenses, Total -2735 -2566 -2487 1","Selling/General/Admin. Expenses, Total 5417 5040 4583 4982  Research & Development 1143 1080 1068 974  Depreciation / Amortization 2987 2783 2771 273  Interest Expense (Income) - Net Operating -5 -8 -11 -  Unusual Expense (Income) - 1 338 -  Other Operating Expenses, Total -2735 -2566 -2487 1","Selling/General/Admin. Expenses, Total 5417 5040 4583 4982  Research & Development 1143 1080 1068 974  Depreciation / Amortization 2987 2783 2771 273  Interest Expense (Income) - Net Operating -5 -8 -11 -  Unusual Expense (Income) - 1 338 -  Other Operating Expenses, Total -2735 -2566 -2487 1","Selling/General/Admin. Expenses, Total 5417 5040 4583 4982  Research & Development 1143 1080 1068 974  Depreciation / Amortization 2987 2783 2771 273  Interest Expense (Income) - Net Operating -5 -8 -11 -  Unusual Expense (Income) - 1 338 -  Other Operating Expenses, Total -2735 -2566 -2487 1","Selling/General/Admin. Expenses, Total 5417 5040 4583 4982  Research & Development 1143 1080 1068 974  Depreciation / Amortization 2987 2783 2771 273  Interest Expense (Income) - Net Operating -5 -8 -11 -  Unusual Expense (Income) - 1 338 -  Other Operating Expenses, Total -2735 -2566 -2487 1"
"Selling/General/Admin. Expenses, Total",5417,5040,4583,4982
Research & Development,1143,1080,1068,974
Depreciation / Amortization,2987,2783,2771,273
Interest Expense (Income) - Net Operating,-5,-8,-11,-
Unusual Expense (Income),-,1,338,-
"Other Operating Expenses, Total",-2735,-2566,-2487,1
Operating Income,10559,10257,8670,6550
"Interest Income (Expense), Net Non-Operating",-,226,9,-23
Gain (Loss) on Sale of Assets,-14,-122,-10,-17
"Other, Net",-414,-68,114,284
Net Income Before Taxes,10987,10447,8566,6794
Provision for Income Taxes,3150,3091,2675,2038
Net Income After Taxes,7837,7356,5891,4756
Minority Interest,3804,3360,2690,-351
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7350,6909,5463,4405
Total Extraordinary Items,-,-,-,-
Net Income,7350,6909,5463,4405
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,7350,6909,5463,4404
Dilution Adjustment,-,-,-,-
Diluted Net Income,7350,6909,5463,4404
Diluted Weighted Average Shares,60.84,60.81,60.79,60.79
Diluted EPS Excluding Extraordinary Items,120.82,113.62,89.86,72.44
DPS - Common Stock Primary Issue,50,45,35,25
Diluted Normalized EPS,105.01,101.29,84.6,72.64
