Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,34852,57129,32217,44133
"Revenue 34852 57129 32217 44133  Other Revenue, Total - - - -","Revenue 34852 57129 32217 44133  Other Revenue, Total - - - -","Revenue 34852 57129 32217 44133  Other Revenue, Total - - - -","Revenue 34852 57129 32217 44133  Other Revenue, Total - - - -","Revenue 34852 57129 32217 44133  Other Revenue, Total - - - -"
Revenue,34852,57129,32217,44133
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",45144,48962,30056,42968
Gross Profit,-10292,8167,2161,1165
Total Operating Expenses,47440,52719,34655,46045
"Selling/General/Admin. Expenses, Total 2296 3360 2579 3037  Research & Development - 276 75 6  Depreciation / Amortization 289 256 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 396 1945 33  Other Operating Expenses, Total -649 -532 - 1","Selling/General/Admin. Expenses, Total 2296 3360 2579 3037  Research & Development - 276 75 6  Depreciation / Amortization 289 256 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 396 1945 33  Other Operating Expenses, Total -649 -532 - 1","Selling/General/Admin. Expenses, Total 2296 3360 2579 3037  Research & Development - 276 75 6  Depreciation / Amortization 289 256 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 396 1945 33  Other Operating Expenses, Total -649 -532 - 1","Selling/General/Admin. Expenses, Total 2296 3360 2579 3037  Research & Development - 276 75 6  Depreciation / Amortization 289 256 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 396 1945 33  Other Operating Expenses, Total -649 -532 - 1","Selling/General/Admin. Expenses, Total 2296 3360 2579 3037  Research & Development - 276 75 6  Depreciation / Amortization 289 256 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 396 1945 33  Other Operating Expenses, Total -649 -532 - 1"
"Selling/General/Admin. Expenses, Total",2296,3360,2579,3037
Research & Development,-,276,75,6
Depreciation / Amortization,289,256,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,396,1945,33
"Other Operating Expenses, Total",-649,-532,-,1
Operating Income,-12588,4807,-2438,-1912
"Interest Income (Expense), Net Non-Operating",-,8412,3930,2731
Gain (Loss) on Sale of Assets,352,-,1,-25
"Other, Net",-8653,-8178,-94,143
Net Income Before Taxes,-4287,12793,1399,937
Provision for Income Taxes,739,1415,219,286
Net Income After Taxes,-5026,11378,1180,651
Minority Interest,287,-10,-17,-25
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-5026,11368,1163,626
Total Extraordinary Items,-,-,-,-
Net Income,-5026,11370,1163,626
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,-5026,11368,1162,625
Dilution Adjustment,-,-,-,-
Diluted Net Income,-5026,11368,1162,625
Diluted Weighted Average Shares,19.5,19.5,19.5,19.5
Diluted EPS Excluding Extraordinary Items,-257.71,582.88,59.58,32.04
DPS - Common Stock Primary Issue,-,175,20,20
Diluted Normalized EPS,-158.99,600.94,143.65,34.11
