Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,10712,9511,7865,8933.91
"Revenue 10712 9511 7865 8933.91  Other Revenue, Total - - - -","Revenue 10712 9511 7865 8933.91  Other Revenue, Total - - - -","Revenue 10712 9511 7865 8933.91  Other Revenue, Total - - - -","Revenue 10712 9511 7865 8933.91  Other Revenue, Total - - - -","Revenue 10712 9511 7865 8933.91  Other Revenue, Total - - - -"
Revenue,10712,9511,7865,8933.91
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7974,7363,6486,7343.27
Gross Profit,2738,2148,1379,1590.64
Total Operating Expenses,9363,8715,7816,8773.89
"Selling/General/Admin. Expenses, Total 1389 1269 1254 1391.12  Research & Development - 339 305 -  Depreciation / Amortization 625 661 648 11.69  Interest Expense (Income) - Net Operating -43 -49 -40 -  Unusual Expense (Income) - 3.49 122.2 27.81  Other Operating Expenses, Total -582 -868 -837 -","Selling/General/Admin. Expenses, Total 1389 1269 1254 1391.12  Research & Development - 339 305 -  Depreciation / Amortization 625 661 648 11.69  Interest Expense (Income) - Net Operating -43 -49 -40 -  Unusual Expense (Income) - 3.49 122.2 27.81  Other Operating Expenses, Total -582 -868 -837 -","Selling/General/Admin. Expenses, Total 1389 1269 1254 1391.12  Research & Development - 339 305 -  Depreciation / Amortization 625 661 648 11.69  Interest Expense (Income) - Net Operating -43 -49 -40 -  Unusual Expense (Income) - 3.49 122.2 27.81  Other Operating Expenses, Total -582 -868 -837 -","Selling/General/Admin. Expenses, Total 1389 1269 1254 1391.12  Research & Development - 339 305 -  Depreciation / Amortization 625 661 648 11.69  Interest Expense (Income) - Net Operating -43 -49 -40 -  Unusual Expense (Income) - 3.49 122.2 27.81  Other Operating Expenses, Total -582 -868 -837 -","Selling/General/Admin. Expenses, Total 1389 1269 1254 1391.12  Research & Development - 339 305 -  Depreciation / Amortization 625 661 648 11.69  Interest Expense (Income) - Net Operating -43 -49 -40 -  Unusual Expense (Income) - 3.49 122.2 27.81  Other Operating Expenses, Total -582 -868 -837 -"
"Selling/General/Admin. Expenses, Total",1389,1269,1254,1391.12
Research & Development,-,339,305,-
Depreciation / Amortization,625,661,648,11.69
Interest Expense (Income) - Net Operating,-43,-49,-40,-
Unusual Expense (Income),-,3.49,122.2,27.81
"Other Operating Expenses, Total",-582,-868,-837,-
Operating Income,1349,796,49,160.02
"Interest Income (Expense), Net Non-Operating",-,57.07,-14.82,-94.01
Gain (Loss) on Sale of Assets,-9,13,-3,1.71
"Other, Net",-151,-114,-28,9.1
Net Income Before Taxes,1509,897,80,76.82
Provision for Income Taxes,335,267,241,35.33
Net Income After Taxes,1174,630,-161,41.49
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1174,630,-161,41.49
Total Extraordinary Items,-,-,-,-
Net Income,1174,630,-161,41.49
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1174,630,-161,41.49
Dilution Adjustment,-,-,-,-
Diluted Net Income,1174,630,-161,41.49
Diluted Weighted Average Shares,1.42,1.46,1.55,1.55
Diluted EPS Excluding Extraordinary Items,827.08,432.4,-104.07,26.77
DPS - Common Stock Primary Issue,60,30,20,30
Diluted Normalized EPS,668.39,379.63,81.61,35.87
