Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1130397,911426,863381,996101
"Revenue 1130397 911426 863381 996101  Other Revenue, Total - - - -","Revenue 1130397 911426 863381 996101  Other Revenue, Total - - - -","Revenue 1130397 911426 863381 996101  Other Revenue, Total - - - -","Revenue 1130397 911426 863381 996101  Other Revenue, Total - - - -","Revenue 1130397 911426 863381 996101  Other Revenue, Total - - - -"
Revenue,1130397,911426,863381,996101
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",644453,518689,488726,529780
Gross Profit,485944,392737,374655,466321
Total Operating Expenses,1105377,923890,878431,987890
"Selling/General/Admin. Expenses, Total 456204 404890 389672 443071  Research & Development 63800 62600 65000 -  Depreciation / Amortization 75295 75754 77568 -  Interest Expense (Income) - Net Operating -10675 -6564 -7865 -  Unusual Expense (Income) - 7360 -2 14356  Other Operating Expenses, Total -130505 -131479 -134670 683","Selling/General/Admin. Expenses, Total 456204 404890 389672 443071  Research & Development 63800 62600 65000 -  Depreciation / Amortization 75295 75754 77568 -  Interest Expense (Income) - Net Operating -10675 -6564 -7865 -  Unusual Expense (Income) - 7360 -2 14356  Other Operating Expenses, Total -130505 -131479 -134670 683","Selling/General/Admin. Expenses, Total 456204 404890 389672 443071  Research & Development 63800 62600 65000 -  Depreciation / Amortization 75295 75754 77568 -  Interest Expense (Income) - Net Operating -10675 -6564 -7865 -  Unusual Expense (Income) - 7360 -2 14356  Other Operating Expenses, Total -130505 -131479 -134670 683","Selling/General/Admin. Expenses, Total 456204 404890 389672 443071  Research & Development 63800 62600 65000 -  Depreciation / Amortization 75295 75754 77568 -  Interest Expense (Income) - Net Operating -10675 -6564 -7865 -  Unusual Expense (Income) - 7360 -2 14356  Other Operating Expenses, Total -130505 -131479 -134670 683","Selling/General/Admin. Expenses, Total 456204 404890 389672 443071  Research & Development 63800 62600 65000 -  Depreciation / Amortization 75295 75754 77568 -  Interest Expense (Income) - Net Operating -10675 -6564 -7865 -  Unusual Expense (Income) - 7360 -2 14356  Other Operating Expenses, Total -130505 -131479 -134670 683"
"Selling/General/Admin. Expenses, Total",456204,404890,389672,443071
Research & Development,63800,62600,65000,-
Depreciation / Amortization,75295,75754,77568,-
Interest Expense (Income) - Net Operating,-10675,-6564,-7865,-
Unusual Expense (Income),-,7360,-2,14356
"Other Operating Expenses, Total",-130505,-131479,-134670,683
Operating Income,25020,-12464,-15050,8211
"Interest Income (Expense), Net Non-Operating",-,-1319,-3239,-7755
Gain (Loss) on Sale of Assets,-1108,-70,-168,-
"Other, Net",128000,11223,5118,-172
Net Income Before Taxes,-101872,-23617,-20000,284
Provision for Income Taxes,1944,2589,-5349,3371
Net Income After Taxes,-103816,-26206,-14651,-3087
Minority Interest,12453,11690,10814,12
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-103153,-26123,-15211,-3075
Total Extraordinary Items,-,-,-,-
Net Income,-103153,-26123,-15211,-3075
Total Adjustments to Net Income,-,-,-,2
Income Available to Common Excluding Extraordinary Items,-103153,-26123,-15211,-3073
Dilution Adjustment,0.137,2.19,2.72,-
Diluted Net Income,-103153.14,-26125.19,-15213.72,-3073
Diluted Weighted Average Shares,493.82,493.58,494.76,494.79
Diluted EPS Excluding Extraordinary Items,-208.89,-52.93,-30.75,-6.21
DPS - Common Stock Primary Issue,10,30,25,25
Diluted Normalized EPS,24.47,-14.65,-15.45,12.65
