Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,143932,131080,118249,121916
"Revenue 143932 131080 118249 121916  Other Revenue, Total - - - -","Revenue 143932 131080 118249 121916  Other Revenue, Total - - - -","Revenue 143932 131080 118249 121916  Other Revenue, Total - - - -","Revenue 143932 131080 118249 121916  Other Revenue, Total - - - -","Revenue 143932 131080 118249 121916  Other Revenue, Total - - - -"
Revenue,143932,131080,118249,121916
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",112194,102314,94192,96513
Gross Profit,31738,28766,24057,25403
Total Operating Expenses,138612,125607,114219,117771
"Selling/General/Admin. Expenses, Total 27169 21607 18305 19439  Research & Development - - - -  Depreciation / Amortization 2137 2084 2158 1983  Interest Expense (Income) - Net Operating -311 -78 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -786 -320 -436 -164","Selling/General/Admin. Expenses, Total 27169 21607 18305 19439  Research & Development - - - -  Depreciation / Amortization 2137 2084 2158 1983  Interest Expense (Income) - Net Operating -311 -78 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -786 -320 -436 -164","Selling/General/Admin. Expenses, Total 27169 21607 18305 19439  Research & Development - - - -  Depreciation / Amortization 2137 2084 2158 1983  Interest Expense (Income) - Net Operating -311 -78 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -786 -320 -436 -164","Selling/General/Admin. Expenses, Total 27169 21607 18305 19439  Research & Development - - - -  Depreciation / Amortization 2137 2084 2158 1983  Interest Expense (Income) - Net Operating -311 -78 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -786 -320 -436 -164","Selling/General/Admin. Expenses, Total 27169 21607 18305 19439  Research & Development - - - -  Depreciation / Amortization 2137 2084 2158 1983  Interest Expense (Income) - Net Operating -311 -78 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -786 -320 -436 -164"
"Selling/General/Admin. Expenses, Total",27169,21607,18305,19439
Research & Development,-,-,-,-
Depreciation / Amortization,2137,2084,2158,1983
Interest Expense (Income) - Net Operating,-311,-78,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-786,-320,-436,-164
Operating Income,5320,5473,4030,4145
"Interest Income (Expense), Net Non-Operating",-,-178,-98,-118
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",175,180,-144,30
Net Income Before Taxes,5145,5293,3788,4057
Provision for Income Taxes,1686,1439,1110,1344
Net Income After Taxes,3459,3854,2678,2713
Minority Interest,1238,1723,-314,-331
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3236,3286,2364,2382
Total Extraordinary Items,-,-,-,-
Net Income,3236,3286,2364,2382
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,3236,3286,2363,2380
Dilution Adjustment,-,-0.197,-,-
Diluted Net Income,3236,3286.2,2363,2380
Diluted Weighted Average Shares,22.8,22.7,22.6,22.72
Diluted EPS Excluding Extraordinary Items,141.95,144.76,104.55,104.74
DPS - Common Stock Primary Issue,-,34,24,23
Diluted Normalized EPS,131.27,120.71,104.55,104.74
