Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,38430,41306,33189.37,29881.95
"Revenue - 41306 33189.37 29881.95  Other Revenue, Total - - - -","Revenue - 41306 33189.37 29881.95  Other Revenue, Total - - - -","Revenue - 41306 33189.37 29881.95  Other Revenue, Total - - - -","Revenue - 41306 33189.37 29881.95  Other Revenue, Total - - - -","Revenue - 41306 33189.37 29881.95  Other Revenue, Total - - - -"
Revenue,-,41306,33189.37,29881.95
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",26788,29082,24867.81,23443.86
Gross Profit,11642,12224,8321.56,6438.09
Total Operating Expenses,34220,36111,31348.49,29659.18
"Selling/General/Admin. Expenses, Total 7432 4858 4184.47 4253.21  Research & Development - 2171 2048.06 1907.16  Depreciation / Amortization 4069 3570 - -  Interest Expense (Income) - Net Operating -209 -131 - -  Unusual Expense (Income) - 494.91 248.15 54.94  Other Operating Expenses, Total -3860 -3439 - -","Selling/General/Admin. Expenses, Total 7432 4858 4184.47 4253.21  Research & Development - 2171 2048.06 1907.16  Depreciation / Amortization 4069 3570 - -  Interest Expense (Income) - Net Operating -209 -131 - -  Unusual Expense (Income) - 494.91 248.15 54.94  Other Operating Expenses, Total -3860 -3439 - -","Selling/General/Admin. Expenses, Total 7432 4858 4184.47 4253.21  Research & Development - 2171 2048.06 1907.16  Depreciation / Amortization 4069 3570 - -  Interest Expense (Income) - Net Operating -209 -131 - -  Unusual Expense (Income) - 494.91 248.15 54.94  Other Operating Expenses, Total -3860 -3439 - -","Selling/General/Admin. Expenses, Total 7432 4858 4184.47 4253.21  Research & Development - 2171 2048.06 1907.16  Depreciation / Amortization 4069 3570 - -  Interest Expense (Income) - Net Operating -209 -131 - -  Unusual Expense (Income) - 494.91 248.15 54.94  Other Operating Expenses, Total -3860 -3439 - -","Selling/General/Admin. Expenses, Total 7432 4858 4184.47 4253.21  Research & Development - 2171 2048.06 1907.16  Depreciation / Amortization 4069 3570 - -  Interest Expense (Income) - Net Operating -209 -131 - -  Unusual Expense (Income) - 494.91 248.15 54.94  Other Operating Expenses, Total -3860 -3439 - -"
"Selling/General/Admin. Expenses, Total",7432,4858,4184.47,4253.21
Research & Development,-,2171,2048.06,1907.16
Depreciation / Amortization,4069,3570,-,-
Interest Expense (Income) - Net Operating,-209,-131,-,-
Unusual Expense (Income),-,494.91,248.15,54.94
"Other Operating Expenses, Total",-3860,-3439,-,-
Operating Income,4210,5195,1840.88,222.77
"Interest Income (Expense), Net Non-Operating",-,1286.11,416.42,-146.7
Gain (Loss) on Sale of Assets,59,14,9.08,504.28
"Other, Net",-975,-884,77.46,307.83
Net Income Before Taxes,5126,6065,2343.84,888.18
Provision for Income Taxes,1577,1163,661.36,333.32
Net Income After Taxes,3549,4902,1682.48,554.86
Minority Interest,7281,7109,-459.08,-278.5
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3208,3848,1223.4,276.36
Total Extraordinary Items,-,-,-,-
Net Income,3208,3848,1223.4,276.36
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,3208,3848,1223.4,276.36
Dilution Adjustment,-,-,-,-
Diluted Net Income,3208,3848,1223.4,276.36
Diluted Weighted Average Shares,32.28,32.28,32.28,32.29
Diluted EPS Excluding Extraordinary Items,99.38,119.21,37.89,8.56
DPS - Common Stock Primary Issue,-,18.25,8.75,2.5
Diluted Normalized EPS,88.26,94.09,43.21,-0.13
