Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,21212,21087,22884,18826.07
"Revenue 21212 21087 22884 18826.07  Other Revenue, Total - - - -","Revenue 21212 21087 22884 18826.07  Other Revenue, Total - - - -","Revenue 21212 21087 22884 18826.07  Other Revenue, Total - - - -","Revenue 21212 21087 22884 18826.07  Other Revenue, Total - - - -","Revenue 21212 21087 22884 18826.07  Other Revenue, Total - - - -"
Revenue,21212,21087,22884,18826.07
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",15465,15310,16404,14156.46
Gross Profit,5747,5777,6480,4669.62
Total Operating Expenses,19765,19724,20875,18692.97
"Selling/General/Admin. Expenses, Total 3246 3232 3468 3704.06  Research & Development 725 863 672 552.67  Depreciation / Amortization 865 958 828 232.3  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.96 15.21 47.48  Other Operating Expenses, Total -536 -639 -497 -","Selling/General/Admin. Expenses, Total 3246 3232 3468 3704.06  Research & Development 725 863 672 552.67  Depreciation / Amortization 865 958 828 232.3  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.96 15.21 47.48  Other Operating Expenses, Total -536 -639 -497 -","Selling/General/Admin. Expenses, Total 3246 3232 3468 3704.06  Research & Development 725 863 672 552.67  Depreciation / Amortization 865 958 828 232.3  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.96 15.21 47.48  Other Operating Expenses, Total -536 -639 -497 -","Selling/General/Admin. Expenses, Total 3246 3232 3468 3704.06  Research & Development 725 863 672 552.67  Depreciation / Amortization 865 958 828 232.3  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.96 15.21 47.48  Other Operating Expenses, Total -536 -639 -497 -","Selling/General/Admin. Expenses, Total 3246 3232 3468 3704.06  Research & Development 725 863 672 552.67  Depreciation / Amortization 865 958 828 232.3  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.96 15.21 47.48  Other Operating Expenses, Total -536 -639 -497 -"
"Selling/General/Admin. Expenses, Total",3246,3232,3468,3704.06
Research & Development,725,863,672,552.67
Depreciation / Amortization,865,958,828,232.3
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,35.96,15.21,47.48
"Other Operating Expenses, Total",-536,-639,-497,-
Operating Income,1447,1363,2009,133.1
"Interest Income (Expense), Net Non-Operating",-,42.49,38,43.67
Gain (Loss) on Sale of Assets,94,83,26,1.2
"Other, Net",-298,-224,-49,-2.21
Net Income Before Taxes,1651,1504,2032,175.76
Provision for Income Taxes,441,431,566,59.43
Net Income After Taxes,1210,1073,1466,116.33
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1210,1073,1466,116.33
Total Extraordinary Items,-,-,-,-
Net Income,1210,1073,1466,116.33
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1210,1073,1466,116.33
Dilution Adjustment,-,-,-,-
Diluted Net Income,1210,1073,1466,116.33
Diluted Weighted Average Shares,16.19,16.18,16.18,16.18
Diluted EPS Excluding Extraordinary Items,74.76,66.3,90.58,7.19
DPS - Common Stock Primary Issue,-,22,22,22
Diluted Normalized EPS,60.32,56.19,77.97,9.08
