Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,79431,80515,70572,72967
"Revenue 79431 80515 70572 72967  Other Revenue, Total - - - -","Revenue 79431 80515 70572 72967  Other Revenue, Total - - - -","Revenue 79431 80515 70572 72967  Other Revenue, Total - - - -","Revenue 79431 80515 70572 72967  Other Revenue, Total - - - -","Revenue 79431 80515 70572 72967  Other Revenue, Total - - - -"
Revenue,79431,80515,70572,72967
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",67859,62544,53884,57014
Gross Profit,11572,17971,16688,15953
Total Operating Expenses,82338,77561,67316,70509
"Selling/General/Admin. Expenses, Total 14479 11192 9811 9880  Research & Development - 3100 3247 3041  Depreciation / Amortization 4477 375 373 457  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - 350 1 116  Other Operating Expenses, Total -3836 - - 1","Selling/General/Admin. Expenses, Total 14479 11192 9811 9880  Research & Development - 3100 3247 3041  Depreciation / Amortization 4477 375 373 457  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - 350 1 116  Other Operating Expenses, Total -3836 - - 1","Selling/General/Admin. Expenses, Total 14479 11192 9811 9880  Research & Development - 3100 3247 3041  Depreciation / Amortization 4477 375 373 457  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - 350 1 116  Other Operating Expenses, Total -3836 - - 1","Selling/General/Admin. Expenses, Total 14479 11192 9811 9880  Research & Development - 3100 3247 3041  Depreciation / Amortization 4477 375 373 457  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - 350 1 116  Other Operating Expenses, Total -3836 - - 1","Selling/General/Admin. Expenses, Total 14479 11192 9811 9880  Research & Development - 3100 3247 3041  Depreciation / Amortization 4477 375 373 457  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - 350 1 116  Other Operating Expenses, Total -3836 - - 1"
"Selling/General/Admin. Expenses, Total",14479,11192,9811,9880
Research & Development,-,3100,3247,3041
Depreciation / Amortization,4477,375,373,457
Interest Expense (Income) - Net Operating,-224,-,-,-
Unusual Expense (Income),-,350,1,116
"Other Operating Expenses, Total",-3836,-,-,1
Operating Income,-2907,2954,3256,2458
"Interest Income (Expense), Net Non-Operating",-,393,411,536
Gain (Loss) on Sale of Assets,1078,-279,-130,-153
"Other, Net",668,-127,305,281
Net Income Before Taxes,-4653,2941,3842,3122
Provision for Income Taxes,883,1132,1460,1004
Net Income After Taxes,-5536,1809,2382,2118
Minority Interest,2426,-305,-212,-385
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-4941,1504,2170,1733
Total Extraordinary Items,-,-,-,-
Net Income,-4941,1504,2170,1733
Total Adjustments to Net Income,-,-2,-1,-1
Income Available to Common Excluding Extraordinary Items,-4941,1502,2169,1732
Dilution Adjustment,-,-,-,-
Diluted Net Income,-4941,1502,2169,1732
Diluted Weighted Average Shares,19.84,19.84,19.84,20.29
Diluted EPS Excluding Extraordinary Items,-249.06,75.71,109.33,85.35
DPS - Common Stock Primary Issue,48,48,46,44
Diluted Normalized EPS,-54.69,99.04,122.75,108.18
