Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,166629,158192,149304,149899
"Revenue 166629 158192 149304 149899  Other Revenue, Total - - - -","Revenue 166629 158192 149304 149899  Other Revenue, Total - - - -","Revenue 166629 158192 149304 149899  Other Revenue, Total - - - -","Revenue 166629 158192 149304 149899  Other Revenue, Total - - - -","Revenue 166629 158192 149304 149899  Other Revenue, Total - - - -"
Revenue,166629,158192,149304,149899
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",116738,111351,105828,105392
Gross Profit,49891,46841,43476,44507
Total Operating Expenses,163094,153760,155872,147012
"Selling/General/Admin. Expenses, Total 43919 40379 39218 39619  Research & Development 1612 - - -  Depreciation / Amortization 6103 2314 2174 2142  Interest Expense (Income) - Net Operating -665 - - -  Unusual Expense (Income) - -285 8652 -142  Other Operating Expenses, Total -4613 1 - 1","Selling/General/Admin. Expenses, Total 43919 40379 39218 39619  Research & Development 1612 - - -  Depreciation / Amortization 6103 2314 2174 2142  Interest Expense (Income) - Net Operating -665 - - -  Unusual Expense (Income) - -285 8652 -142  Other Operating Expenses, Total -4613 1 - 1","Selling/General/Admin. Expenses, Total 43919 40379 39218 39619  Research & Development 1612 - - -  Depreciation / Amortization 6103 2314 2174 2142  Interest Expense (Income) - Net Operating -665 - - -  Unusual Expense (Income) - -285 8652 -142  Other Operating Expenses, Total -4613 1 - 1","Selling/General/Admin. Expenses, Total 43919 40379 39218 39619  Research & Development 1612 - - -  Depreciation / Amortization 6103 2314 2174 2142  Interest Expense (Income) - Net Operating -665 - - -  Unusual Expense (Income) - -285 8652 -142  Other Operating Expenses, Total -4613 1 - 1","Selling/General/Admin. Expenses, Total 43919 40379 39218 39619  Research & Development 1612 - - -  Depreciation / Amortization 6103 2314 2174 2142  Interest Expense (Income) - Net Operating -665 - - -  Unusual Expense (Income) - -285 8652 -142  Other Operating Expenses, Total -4613 1 - 1"
"Selling/General/Admin. Expenses, Total",43919,40379,39218,39619
Research & Development,1612,-,-,-
Depreciation / Amortization,6103,2314,2174,2142
Interest Expense (Income) - Net Operating,-665,-,-,-
Unusual Expense (Income),-,-285,8652,-142
"Other Operating Expenses, Total",-4613,1,-,1
Operating Income,3535,4432,-6568,2887
"Interest Income (Expense), Net Non-Operating",-,-216,-823,-1677
Gain (Loss) on Sale of Assets,3460,-9,-124,-113
"Other, Net",-5181,159,401,205
Net Income Before Taxes,5256,4366,-7114,1302
Provision for Income Taxes,1049,1133,-1510,560
Net Income After Taxes,4207,3233,-5604,742
Minority Interest,4330,-36,-36,-18
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4119,3197,-5640,724
Total Extraordinary Items,-,-,-,-
Net Income,4119,3197,-5640,724
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,4119,3196,-5641,723
Dilution Adjustment,-,-0.818,-,-
Diluted Net Income,4119,3196.82,-5641,723
Diluted Weighted Average Shares,22.62,22.62,22.6,22.62
Diluted EPS Excluding Extraordinary Items,182.08,141.31,-249.56,31.96
DPS - Common Stock Primary Issue,30,30,-,30
Diluted Normalized EPS,93.61,122.34,2.89,31.32
