Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,25263,20827,17825,14015.88
"Revenue 25263 20827 17825 14015.88  Other Revenue, Total - - - -","Revenue 25263 20827 17825 14015.88  Other Revenue, Total - - - -","Revenue 25263 20827 17825 14015.88  Other Revenue, Total - - - -","Revenue 25263 20827 17825 14015.88  Other Revenue, Total - - - -","Revenue 25263 20827 17825 14015.88  Other Revenue, Total - - - -"
Revenue,25263,20827,17825,14015.88
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,16992,119,102.13
Gross Profit,25263,3835,17706,13913.75
Total Operating Expenses,18208,17003,14360,12478.6
"Selling/General/Admin. Expenses, Total 13412 - 6124 5202.41  Research & Development - - - -  Depreciation / Amortization - 1294 1316 854.74  Interest Expense (Income) - Net Operating -226 -38 - -  Unusual Expense (Income) - - -498 100.13  Other Operating Expenses, Total 5022 -1245 7299 6219.19","Selling/General/Admin. Expenses, Total 13412 - 6124 5202.41  Research & Development - - - -  Depreciation / Amortization - 1294 1316 854.74  Interest Expense (Income) - Net Operating -226 -38 - -  Unusual Expense (Income) - - -498 100.13  Other Operating Expenses, Total 5022 -1245 7299 6219.19","Selling/General/Admin. Expenses, Total 13412 - 6124 5202.41  Research & Development - - - -  Depreciation / Amortization - 1294 1316 854.74  Interest Expense (Income) - Net Operating -226 -38 - -  Unusual Expense (Income) - - -498 100.13  Other Operating Expenses, Total 5022 -1245 7299 6219.19","Selling/General/Admin. Expenses, Total 13412 - 6124 5202.41  Research & Development - - - -  Depreciation / Amortization - 1294 1316 854.74  Interest Expense (Income) - Net Operating -226 -38 - -  Unusual Expense (Income) - - -498 100.13  Other Operating Expenses, Total 5022 -1245 7299 6219.19","Selling/General/Admin. Expenses, Total 13412 - 6124 5202.41  Research & Development - - - -  Depreciation / Amortization - 1294 1316 854.74  Interest Expense (Income) - Net Operating -226 -38 - -  Unusual Expense (Income) - - -498 100.13  Other Operating Expenses, Total 5022 -1245 7299 6219.19"
"Selling/General/Admin. Expenses, Total",13412,-,6124,5202.41
Research & Development,-,-,-,-
Depreciation / Amortization,-,1294,1316,854.74
Interest Expense (Income) - Net Operating,-226,-38,-,-
Unusual Expense (Income),-,-,-498,100.13
"Other Operating Expenses, Total",5022,-1245,7299,6219.19
Operating Income,7055,3824,3465,1537.28
"Interest Income (Expense), Net Non-Operating",-,189,-29,1092.51
Gain (Loss) on Sale of Assets,-,3,-,0.26
"Other, Net",1711,-196,27,-26.35
Net Income Before Taxes,5344,4017,3463,2603.7
Provision for Income Taxes,1330,1053,1070,1151.76
Net Income After Taxes,4014,2964,2393,1451.93
Minority Interest,31,103,-10,13.77
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4005,2941,2383,1465.71
Total Extraordinary Items,-,-,-,-
Net Income,4005,2941,2383,1465
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,4005,2941,2383,1465.71
Dilution Adjustment,-,-0.246,0.075,-0.684
Diluted Net Income,4005,2941.25,2382.92,1465.68
Diluted Weighted Average Shares,38.71,38.81,38.74,39.87
Diluted EPS Excluding Extraordinary Items,103.45,75.79,61.52,36.76
DPS - Common Stock Primary Issue,21,17,15.33,14.67
Diluted Normalized EPS,86.04,64.05,47.95,10.56
