Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,27239,22964,22507,26864.86
"Revenue 27239 22964 22507 26864.86  Other Revenue, Total - - - -","Revenue 27239 22964 22507 26864.86  Other Revenue, Total - - - -","Revenue 27239 22964 22507 26864.86  Other Revenue, Total - - - -","Revenue 27239 22964 22507 26864.86  Other Revenue, Total - - - -","Revenue 27239 22964 22507 26864.86  Other Revenue, Total - - - -"
Revenue,27239,22964,22507,26864.86
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",22439,18998,18659,22455.94
Gross Profit,4800,3966,3848,4408.92
Total Operating Expenses,25714,21918,21552,25679.49
"Selling/General/Admin. Expenses, Total 3254 2903 2848 3173.09  Research & Development - - - -  Depreciation / Amortization 25 22 48 50.47  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -3 -5 -3 -","Selling/General/Admin. Expenses, Total 3254 2903 2848 3173.09  Research & Development - - - -  Depreciation / Amortization 25 22 48 50.47  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -3 -5 -3 -","Selling/General/Admin. Expenses, Total 3254 2903 2848 3173.09  Research & Development - - - -  Depreciation / Amortization 25 22 48 50.47  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -3 -5 -3 -","Selling/General/Admin. Expenses, Total 3254 2903 2848 3173.09  Research & Development - - - -  Depreciation / Amortization 25 22 48 50.47  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -3 -5 -3 -","Selling/General/Admin. Expenses, Total 3254 2903 2848 3173.09  Research & Development - - - -  Depreciation / Amortization 25 22 48 50.47  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -3 -5 -3 -"
"Selling/General/Admin. Expenses, Total",3254,2903,2848,3173.09
Research & Development,-,-,-,-
Depreciation / Amortization,25,22,48,50.47
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-3,-5,-3,-
Operating Income,1525,1046,955,1185.36
"Interest Income (Expense), Net Non-Operating",-,8.2,17.45,1.74
Gain (Loss) on Sale of Assets,-,-,-6,-
"Other, Net",-11,-21,-41,10.47
Net Income Before Taxes,1536,1067,1002,1197.57
Provision for Income Taxes,513,338,318,383.45
Net Income After Taxes,1023,729,684,814.13
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1023,729,684,814.13
Total Extraordinary Items,-,-,-,-
Net Income,1023,729,684,814.13
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1023,729,684,814.13
Dilution Adjustment,-,-,-,-
Diluted Net Income,1023,729,684,814.13
Diluted Weighted Average Shares,5.91,5.91,5.93,5.98
Diluted EPS Excluding Extraordinary Items,173.11,123.36,115.41,136.18
DPS - Common Stock Primary Issue,-,55,55,55
Diluted Normalized EPS,162.45,112.84,106.3,136.18
