Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,13308,13919,11838,8818.07
"Revenue 13308 13919 11838 8818.07  Other Revenue, Total - - - -","Revenue 13308 13919 11838 8818.07  Other Revenue, Total - - - -","Revenue 13308 13919 11838 8818.07  Other Revenue, Total - - - -","Revenue 13308 13919 11838 8818.07  Other Revenue, Total - - - -","Revenue 13308 13919 11838 8818.07  Other Revenue, Total - - - -"
Revenue,13308,13919,11838,8818.07
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7099,8200,7156,5150.58
Gross Profit,6209,5719,4682,3667.48
Total Operating Expenses,12158,13066,11196,8457.66
"Selling/General/Admin. Expenses, Total 5059 4866 4040 3306.27  Research & Development 9 6 5 -  Depreciation / Amortization 204 196 133 -  Interest Expense (Income) - Net Operating -14 -15 -10 -  Unusual Expense (Income) - 6.77 - 0.8  Other Operating Expenses, Total -199 -187 -128 -","Selling/General/Admin. Expenses, Total 5059 4866 4040 3306.27  Research & Development 9 6 5 -  Depreciation / Amortization 204 196 133 -  Interest Expense (Income) - Net Operating -14 -15 -10 -  Unusual Expense (Income) - 6.77 - 0.8  Other Operating Expenses, Total -199 -187 -128 -","Selling/General/Admin. Expenses, Total 5059 4866 4040 3306.27  Research & Development 9 6 5 -  Depreciation / Amortization 204 196 133 -  Interest Expense (Income) - Net Operating -14 -15 -10 -  Unusual Expense (Income) - 6.77 - 0.8  Other Operating Expenses, Total -199 -187 -128 -","Selling/General/Admin. Expenses, Total 5059 4866 4040 3306.27  Research & Development 9 6 5 -  Depreciation / Amortization 204 196 133 -  Interest Expense (Income) - Net Operating -14 -15 -10 -  Unusual Expense (Income) - 6.77 - 0.8  Other Operating Expenses, Total -199 -187 -128 -","Selling/General/Admin. Expenses, Total 5059 4866 4040 3306.27  Research & Development 9 6 5 -  Depreciation / Amortization 204 196 133 -  Interest Expense (Income) - Net Operating -14 -15 -10 -  Unusual Expense (Income) - 6.77 - 0.8  Other Operating Expenses, Total -199 -187 -128 -"
"Selling/General/Admin. Expenses, Total",5059,4866,4040,3306.27
Research & Development,9,6,5,-
Depreciation / Amortization,204,196,133,-
Interest Expense (Income) - Net Operating,-14,-15,-10,-
Unusual Expense (Income),-,6.77,-,0.8
"Other Operating Expenses, Total",-199,-187,-128,-
Operating Income,1150,853,642,360.41
"Interest Income (Expense), Net Non-Operating",-,-15.01,4.12,-3.17
Gain (Loss) on Sale of Assets,10,-4,13,0.87
"Other, Net",-283,-11,-81,24.17
Net Income Before Taxes,1423,868,710,382.29
Provision for Income Taxes,521,342,295,116.12
Net Income After Taxes,902,526,415,266.16
Minority Interest,2,12,18,0.33
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,911,531,403,266.49
Total Extraordinary Items,-,-,-,-
Net Income,911,531,403,266.49
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,911,531,403,266.49
Dilution Adjustment,-,-0.839,-0.265,-
Diluted Net Income,911,531.84,403.26,266.49
Diluted Weighted Average Shares,6.78,6.81,6.75,6.56
Diluted EPS Excluding Extraordinary Items,134.27,78.08,59.75,40.65
DPS - Common Stock Primary Issue,-,26,22.5,15
Diluted Normalized EPS,106.52,80.93,62.77,40.64
