Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,709956,682507,596369,626815
"Revenue 709956 682507 596369 626815  Other Revenue, Total - - - -","Revenue 709956 682507 596369 626815  Other Revenue, Total - - - -","Revenue 709956 682507 596369 626815  Other Revenue, Total - - - -","Revenue 709956 682507 596369 626815  Other Revenue, Total - - - -","Revenue 709956 682507 596369 626815  Other Revenue, Total - - - -"
Revenue,709956,682507,596369,626815
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",604383,567186,504345,529828
Gross Profit,105573,115321,92024,96987
Total Operating Expenses,694576,651170,581901,625871
"Selling/General/Admin. Expenses, Total 90193 73574 67503 73660  Research & Development - 10410 10053 11298  Depreciation / Amortization 45758 42591 40664 -  Interest Expense (Income) - Net Operating -2802 -1721 -2147 -  Unusual Expense (Income) - 1750 9378 11084  Other Operating Expenses, Total -42956 -40870 -38517 1","Selling/General/Admin. Expenses, Total 90193 73574 67503 73660  Research & Development - 10410 10053 11298  Depreciation / Amortization 45758 42591 40664 -  Interest Expense (Income) - Net Operating -2802 -1721 -2147 -  Unusual Expense (Income) - 1750 9378 11084  Other Operating Expenses, Total -42956 -40870 -38517 1","Selling/General/Admin. Expenses, Total 90193 73574 67503 73660  Research & Development - 10410 10053 11298  Depreciation / Amortization 45758 42591 40664 -  Interest Expense (Income) - Net Operating -2802 -1721 -2147 -  Unusual Expense (Income) - 1750 9378 11084  Other Operating Expenses, Total -42956 -40870 -38517 1","Selling/General/Admin. Expenses, Total 90193 73574 67503 73660  Research & Development - 10410 10053 11298  Depreciation / Amortization 45758 42591 40664 -  Interest Expense (Income) - Net Operating -2802 -1721 -2147 -  Unusual Expense (Income) - 1750 9378 11084  Other Operating Expenses, Total -42956 -40870 -38517 1","Selling/General/Admin. Expenses, Total 90193 73574 67503 73660  Research & Development - 10410 10053 11298  Depreciation / Amortization 45758 42591 40664 -  Interest Expense (Income) - Net Operating -2802 -1721 -2147 -  Unusual Expense (Income) - 1750 9378 11084  Other Operating Expenses, Total -42956 -40870 -38517 1"
"Selling/General/Admin. Expenses, Total",90193,73574,67503,73660
Research & Development,-,10410,10053,11298
Depreciation / Amortization,45758,42591,40664,-
Interest Expense (Income) - Net Operating,-2802,-1721,-2147,-
Unusual Expense (Income),-,1750,9378,11084
"Other Operating Expenses, Total",-42956,-40870,-38517,1
Operating Income,15380,31337,14468,944
"Interest Income (Expense), Net Non-Operating",-,13080,2539,1565
Gain (Loss) on Sale of Assets,3673,859,-1027,208
"Other, Net",-16031,-14799,7500,4163
Net Income Before Taxes,27738,45277,7995,6880
Provision for Income Taxes,10614,14499,6756,8581
Net Income After Taxes,17124,30778,1239,-1701
Minority Interest,54920,52092,44761,-517
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,13320,25835,-1361,-2218
Total Extraordinary Items,-,-,-,-
Net Income,13320,25835,-1361,-2218
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,13320,25835,-1361,-2218
Dilution Adjustment,-,-,-,-
Diluted Net Income,13320,25835,-1361,-2218
Diluted Weighted Average Shares,171.76,172.97,172.97,172.97
Diluted EPS Excluding Extraordinary Items,77.55,149.36,-7.87,-12.82
DPS - Common Stock Primary Issue,75,60,25,37.5
Diluted Normalized EPS,74.48,138.25,51.23,28.05
