Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,166258,155252,150514,158340
"Revenue 166258 155252 150514 158340  Other Revenue, Total - - - -","Revenue 166258 155252 150514 158340  Other Revenue, Total - - - -","Revenue 166258 155252 150514 158340  Other Revenue, Total - - - -","Revenue 166258 155252 150514 158340  Other Revenue, Total - - - -","Revenue 166258 155252 150514 158340  Other Revenue, Total - - - -"
Revenue,166258,155252,150514,158340
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",73927,66478,65248,67364
Gross Profit,92331,88774,85266,90976
Total Operating Expenses,139752,129301,125859,134554
"Selling/General/Admin. Expenses, Total 54065 52188 50843 56920  Research & Development 8327 7522 7338 7110  Depreciation / Amortization 4360 3973 1141 1287  Interest Expense (Income) - Net Operating -18 -18 - -  Unusual Expense (Income) - 459 1288 1872  Other Operating Expenses, Total -909 -842 1 1","Selling/General/Admin. Expenses, Total 54065 52188 50843 56920  Research & Development 8327 7522 7338 7110  Depreciation / Amortization 4360 3973 1141 1287  Interest Expense (Income) - Net Operating -18 -18 - -  Unusual Expense (Income) - 459 1288 1872  Other Operating Expenses, Total -909 -842 1 1","Selling/General/Admin. Expenses, Total 54065 52188 50843 56920  Research & Development 8327 7522 7338 7110  Depreciation / Amortization 4360 3973 1141 1287  Interest Expense (Income) - Net Operating -18 -18 - -  Unusual Expense (Income) - 459 1288 1872  Other Operating Expenses, Total -909 -842 1 1","Selling/General/Admin. Expenses, Total 54065 52188 50843 56920  Research & Development 8327 7522 7338 7110  Depreciation / Amortization 4360 3973 1141 1287  Interest Expense (Income) - Net Operating -18 -18 - -  Unusual Expense (Income) - 459 1288 1872  Other Operating Expenses, Total -909 -842 1 1","Selling/General/Admin. Expenses, Total 54065 52188 50843 56920  Research & Development 8327 7522 7338 7110  Depreciation / Amortization 4360 3973 1141 1287  Interest Expense (Income) - Net Operating -18 -18 - -  Unusual Expense (Income) - 459 1288 1872  Other Operating Expenses, Total -909 -842 1 1"
"Selling/General/Admin. Expenses, Total",54065,52188,50843,56920
Research & Development,8327,7522,7338,7110
Depreciation / Amortization,4360,3973,1141,1287
Interest Expense (Income) - Net Operating,-18,-18,-,-
Unusual Expense (Income),-,459,1288,1872
"Other Operating Expenses, Total",-909,-842,1,1
Operating Income,26506,25951,24655,23786
"Interest Income (Expense), Net Non-Operating",-,1052,771,1179
Gain (Loss) on Sale of Assets,-141,14,-64,460
"Other, Net",-1302,-1698,1273,1379
Net Income Before Taxes,27949,27635,26635,26804
Provision for Income Taxes,7927,7920,7430,7665
Net Income After Taxes,20022,19715,19205,19139
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,20022,19715,19205,19139
Total Extraordinary Items,-,-,-,-
Net Income,20022,19715,19205,19139
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,20022,19715,19205,19139
Dilution Adjustment,-,-,-,-
Diluted Net Income,20022,19715,19205,19139
Diluted Weighted Average Shares,77.13,78.12,78.16,78.42
Diluted EPS Excluding Extraordinary Items,259.59,252.35,245.7,244.07
DPS - Common Stock Primary Issue,-,83,77,73
Diluted Normalized EPS,229.16,224.1,261.62,261.98
