Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,606890,428401,433970,480809
"Revenue 606890 428401 433970 480809  Other Revenue, Total - - - -","Revenue 606890 428401 433970 480809  Other Revenue, Total - - - -","Revenue 606890 428401 433970 480809  Other Revenue, Total - - - -","Revenue 606890 428401 433970 480809  Other Revenue, Total - - - -","Revenue 606890 428401 433970 480809  Other Revenue, Total - - - -"
Revenue,606890,428401,433970,480809
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",540164,383029,390188,437460
Gross Profit,66726,45372,43782,43349
Total Operating Expenses,570190,465800,415996,461684
"Selling/General/Admin. Expenses, Total 30026 19739 15631 17719  Research & Development - - 5270 5395  Depreciation / Amortization 7839 - - -  Interest Expense (Income) - Net Operating -1162 - - -  Unusual Expense (Income) - 58087 4906 1109  Other Operating Expenses, Total -6677 -6783 1 1","Selling/General/Admin. Expenses, Total 30026 19739 15631 17719  Research & Development - - 5270 5395  Depreciation / Amortization 7839 - - -  Interest Expense (Income) - Net Operating -1162 - - -  Unusual Expense (Income) - 58087 4906 1109  Other Operating Expenses, Total -6677 -6783 1 1","Selling/General/Admin. Expenses, Total 30026 19739 15631 17719  Research & Development - - 5270 5395  Depreciation / Amortization 7839 - - -  Interest Expense (Income) - Net Operating -1162 - - -  Unusual Expense (Income) - 58087 4906 1109  Other Operating Expenses, Total -6677 -6783 1 1","Selling/General/Admin. Expenses, Total 30026 19739 15631 17719  Research & Development - - 5270 5395  Depreciation / Amortization 7839 - - -  Interest Expense (Income) - Net Operating -1162 - - -  Unusual Expense (Income) - 58087 4906 1109  Other Operating Expenses, Total -6677 -6783 1 1","Selling/General/Admin. Expenses, Total 30026 19739 15631 17719  Research & Development - - 5270 5395  Depreciation / Amortization 7839 - - -  Interest Expense (Income) - Net Operating -1162 - - -  Unusual Expense (Income) - 58087 4906 1109  Other Operating Expenses, Total -6677 -6783 1 1"
"Selling/General/Admin. Expenses, Total",30026,19739,15631,17719
Research & Development,-,-,5270,5395
Depreciation / Amortization,7839,-,-,-
Interest Expense (Income) - Net Operating,-1162,-,-,-
Unusual Expense (Income),-,58087,4906,1109
"Other Operating Expenses, Total",-6677,-6783,1,1
Operating Income,36700,-37399,17974,19125
"Interest Income (Expense), Net Non-Operating",-,9085,4010,10634
Gain (Loss) on Sale of Assets,-1002,-,-,-964
"Other, Net",-11108,1054,460,-2852
Net Income Before Taxes,48810,-27260,22444,25943
Provision for Income Taxes,18763,8236,17235,21685
Net Income After Taxes,30047,-35497,5209,4258
Minority Interest,637,-54,-67,-140
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,30665,-35551,5142,4118
Total Extraordinary Items,-,-,-,-
Net Income,30665,-35551,5142,4118
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,30665,-35551,5141,4117
Dilution Adjustment,-,-,-,-
Diluted Net Income,30665,-35551,5141,4117
Diluted Weighted Average Shares,250.8,252.54,252.43,252.34
Diluted EPS Excluding Extraordinary Items,122.27,-140.77,20.37,16.32
DPS - Common Stock Primary Issue,-,15,12,12
Diluted Normalized EPS,128.46,8.73,33,21.66
