Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,292449,192442,164776,135563
"Revenue 292449 192442 164776 135563  Other Revenue, Total - - - -","Revenue 292449 192442 164776 135563  Other Revenue, Total - - - -","Revenue 292449 192442 164776 135563  Other Revenue, Total - - - -","Revenue 292449 192442 164776 135563  Other Revenue, Total - - - -","Revenue 292449 192442 164776 135563  Other Revenue, Total - - - -"
Revenue,292449,192442,164776,135563
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",262993,157783,131962,109372
Gross Profit,29456,34659,32814,26191
Total Operating Expenses,272569,165604,139207,117543
"Selling/General/Admin. Expenses, Total 8138 6984 6565 6399  Research & Development - 358 320 350  Depreciation / Amortization 3313 2689 2538 425  Interest Expense (Income) - Net Operating -797 -116 -84 45  Unusual Expense (Income) - 596 682 872  Other Operating Expenses, Total -2816 -2094 -2094 80","Selling/General/Admin. Expenses, Total 8138 6984 6565 6399  Research & Development - 358 320 350  Depreciation / Amortization 3313 2689 2538 425  Interest Expense (Income) - Net Operating -797 -116 -84 45  Unusual Expense (Income) - 596 682 872  Other Operating Expenses, Total -2816 -2094 -2094 80","Selling/General/Admin. Expenses, Total 8138 6984 6565 6399  Research & Development - 358 320 350  Depreciation / Amortization 3313 2689 2538 425  Interest Expense (Income) - Net Operating -797 -116 -84 45  Unusual Expense (Income) - 596 682 872  Other Operating Expenses, Total -2816 -2094 -2094 80","Selling/General/Admin. Expenses, Total 8138 6984 6565 6399  Research & Development - 358 320 350  Depreciation / Amortization 3313 2689 2538 425  Interest Expense (Income) - Net Operating -797 -116 -84 45  Unusual Expense (Income) - 596 682 872  Other Operating Expenses, Total -2816 -2094 -2094 80","Selling/General/Admin. Expenses, Total 8138 6984 6565 6399  Research & Development - 358 320 350  Depreciation / Amortization 3313 2689 2538 425  Interest Expense (Income) - Net Operating -797 -116 -84 45  Unusual Expense (Income) - 596 682 872  Other Operating Expenses, Total -2816 -2094 -2094 80"
"Selling/General/Admin. Expenses, Total",8138,6984,6565,6399
Research & Development,-,358,320,350
Depreciation / Amortization,3313,2689,2538,425
Interest Expense (Income) - Net Operating,-797,-116,-84,45
Unusual Expense (Income),-,596,682,872
"Other Operating Expenses, Total",-2816,-2094,-2094,80
Operating Income,19880,26838,25569,18020
"Interest Income (Expense), Net Non-Operating",-,-271,52,-307
Gain (Loss) on Sale of Assets,-,-116,289,-63
"Other, Net",3828,583,-856,-53
Net Income Before Taxes,16052,26371,26136,17650
Provision for Income Taxes,5123,7636,411,6230
Net Income After Taxes,10929,18735,25725,11420
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10929,18735,25725,11420
Total Extraordinary Items,-,-,-,-1573
Net Income,10929,18735,25725,9847
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,10929,18735,25725,11419
Dilution Adjustment,-,-218,-0.579,-
Diluted Net Income,10929,18953,25725.58,9846
Diluted Weighted Average Shares,84.91,88.52,79.67,79.24
Diluted EPS Excluding Extraordinary Items,128.72,214.12,322.92,144.11
DPS - Common Stock Primary Issue,-,90,85,65
Diluted Normalized EPS,118.16,194.51,203.23,151.74
