Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,5421,4090,6147.1,18828.29
"Revenue 5421 4090.55 6147.1 18828.29  Other Revenue, Total - - - -","Revenue 5421 4090.55 6147.1 18828.29  Other Revenue, Total - - - -","Revenue 5421 4090.55 6147.1 18828.29  Other Revenue, Total - - - -","Revenue 5421 4090.55 6147.1 18828.29  Other Revenue, Total - - - -","Revenue 5421 4090.55 6147.1 18828.29  Other Revenue, Total - - - -"
Revenue,5421,4090.55,6147.1,18828.29
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2472,1727.31,4505.62,22920.14
Gross Profit,2949,2363.25,1641.48,-4091.85
Total Operating Expenses,4775,3830.99,7131.69,32933.71
"Selling/General/Admin. Expenses, Total 2303 2062.4 2304.7 5549.19  Research & Development 4 0.86 1.23 30.18  Depreciation / Amortization 82 - - 1530.91  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 40.43 320.14 2903.28  Other Operating Expenses, Total -79 - - -","Selling/General/Admin. Expenses, Total 2303 2062.4 2304.7 5549.19  Research & Development 4 0.86 1.23 30.18  Depreciation / Amortization 82 - - 1530.91  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 40.43 320.14 2903.28  Other Operating Expenses, Total -79 - - -","Selling/General/Admin. Expenses, Total 2303 2062.4 2304.7 5549.19  Research & Development 4 0.86 1.23 30.18  Depreciation / Amortization 82 - - 1530.91  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 40.43 320.14 2903.28  Other Operating Expenses, Total -79 - - -","Selling/General/Admin. Expenses, Total 2303 2062.4 2304.7 5549.19  Research & Development 4 0.86 1.23 30.18  Depreciation / Amortization 82 - - 1530.91  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 40.43 320.14 2903.28  Other Operating Expenses, Total -79 - - -","Selling/General/Admin. Expenses, Total 2303 2062.4 2304.7 5549.19  Research & Development 4 0.86 1.23 30.18  Depreciation / Amortization 82 - - 1530.91  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 40.43 320.14 2903.28  Other Operating Expenses, Total -79 - - -"
"Selling/General/Admin. Expenses, Total",2303,2062.4,2304.7,5549.19
Research & Development,4,0.86,1.23,30.18
Depreciation / Amortization,82,-,-,1530.91
Interest Expense (Income) - Net Operating,-7,-,-,-
Unusual Expense (Income),-,40.43,320.14,2903.28
"Other Operating Expenses, Total",-79,-,-,-
Operating Income,646,259.56,-984.59,-14105.42
"Interest Income (Expense), Net Non-Operating",-,54.14,-23.62,-260.03
Gain (Loss) on Sale of Assets,-69,-0.08,4.94,60.51
"Other, Net",116,8.57,-6.32,-191.44
Net Income Before Taxes,599,322.18,-1009.59,-14496.38
Provision for Income Taxes,-120,-51.73,-2.26,91.44
Net Income After Taxes,719,373.91,-1007.33,-14587.83
Minority Interest,1,-,-,51.16
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,719,373.91,-1007.33,-14536.66
Total Extraordinary Items,-,-,-,-
Net Income,719,373.91,-1007.33,-14536.66
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,719,373.91,-1007.33,-14536.66
Dilution Adjustment,-,-,-,-
Diluted Net Income,719,373.91,-1007.33,-14536.66
Diluted Weighted Average Shares,89.95,90.67,90.41,89.12
Diluted EPS Excluding Extraordinary Items,7.99,4.12,-11.14,-163.11
DPS - Common Stock Primary Issue,2,1,-,-
Diluted Normalized EPS,4.62,4.41,-8.88,-124.1
