Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,38745,39870,41656.59,46802.98
"Revenue 38745 39870.15 41656.59 46802.98  Other Revenue, Total - - - -","Revenue 38745 39870.15 41656.59 46802.98  Other Revenue, Total - - - -","Revenue 38745 39870.15 41656.59 46802.98  Other Revenue, Total - - - -","Revenue 38745 39870.15 41656.59 46802.98  Other Revenue, Total - - - -","Revenue 38745 39870.15 41656.59 46802.98  Other Revenue, Total - - - -"
Revenue,38745,39870.15,41656.59,46802.98
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",34562,35296.11,37451.82,41516.85
Gross Profit,4183,4574.04,4204.77,5286.12
Total Operating Expenses,39577,40256.75,42258.01,46134.35
"Selling/General/Admin. Expenses, Total 5015 4801.27 4356.68 4576.88  Research & Development - - - -  Depreciation / Amortization 693 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 159.37 449.51 40.62  Other Operating Expenses, Total -684 - - -","Selling/General/Admin. Expenses, Total 5015 4801.27 4356.68 4576.88  Research & Development - - - -  Depreciation / Amortization 693 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 159.37 449.51 40.62  Other Operating Expenses, Total -684 - - -","Selling/General/Admin. Expenses, Total 5015 4801.27 4356.68 4576.88  Research & Development - - - -  Depreciation / Amortization 693 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 159.37 449.51 40.62  Other Operating Expenses, Total -684 - - -","Selling/General/Admin. Expenses, Total 5015 4801.27 4356.68 4576.88  Research & Development - - - -  Depreciation / Amortization 693 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 159.37 449.51 40.62  Other Operating Expenses, Total -684 - - -","Selling/General/Admin. Expenses, Total 5015 4801.27 4356.68 4576.88  Research & Development - - - -  Depreciation / Amortization 693 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 159.37 449.51 40.62  Other Operating Expenses, Total -684 - - -"
"Selling/General/Admin. Expenses, Total",5015,4801.27,4356.68,4576.88
Research & Development,-,-,-,-
Depreciation / Amortization,693,-,-,-
Interest Expense (Income) - Net Operating,-9,-,-,-
Unusual Expense (Income),-,159.37,449.51,40.62
"Other Operating Expenses, Total",-684,-,-,-
Operating Income,-832,-386.6,-601.42,668.63
"Interest Income (Expense), Net Non-Operating",-,263.51,583.79,574.1
Gain (Loss) on Sale of Assets,1402,2.75,270.53,76.62
"Other, Net",-3218,450.89,530.11,502.59
Net Income Before Taxes,984,330.56,783.01,1821.95
Provision for Income Taxes,541,400.98,432.74,773.59
Net Income After Taxes,443,-70.42,350.27,1048.36
Minority Interest,74,38.91,-32.09,-39.42
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,436,-31.51,318.18,1008.94
Total Extraordinary Items,-,-,-,-
Net Income,436,-31.51,318.18,1008.94
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,436,-31.51,318.18,1008.94
Dilution Adjustment,-,-,-,-
Diluted Net Income,436,-31.51,318.18,1008.94
Diluted Weighted Average Shares,16.31,16.43,16.64,16.9
Diluted EPS Excluding Extraordinary Items,26.73,-1.92,19.12,59.71
DPS - Common Stock Primary Issue,30,10,18,24
Diluted Normalized EPS,-12.96,13.43,32.97,67.39
