Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,125774,126908,127779,119459
"Revenue 125774 126908 127779 119459  Other Revenue, Total - - - -","Revenue 125774 126908 127779 119459  Other Revenue, Total - - - -","Revenue 125774 126908 127779 119459  Other Revenue, Total - - - -","Revenue 125774 126908 127779 119459  Other Revenue, Total - - - -","Revenue 125774 126908 127779 119459  Other Revenue, Total - - - -"
Revenue,125774,126908,127779,119459
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",101296,107677,111869,102165
Gross Profit,24478,19231,15910,17294
Total Operating Expenses,111429,116481,120405,110193
"Selling/General/Admin. Expenses, Total 10133 8804 8536 7825  Research & Development - 81 144 18  Depreciation / Amortization 1688 1705 1689 -  Interest Expense (Income) - Net Operating -51 -35 -34 -  Unusual Expense (Income) - 803 35 184  Other Operating Expenses, Total -1637 -1751 -1799 1","Selling/General/Admin. Expenses, Total 10133 8804 8536 7825  Research & Development - 81 144 18  Depreciation / Amortization 1688 1705 1689 -  Interest Expense (Income) - Net Operating -51 -35 -34 -  Unusual Expense (Income) - 803 35 184  Other Operating Expenses, Total -1637 -1751 -1799 1","Selling/General/Admin. Expenses, Total 10133 8804 8536 7825  Research & Development - 81 144 18  Depreciation / Amortization 1688 1705 1689 -  Interest Expense (Income) - Net Operating -51 -35 -34 -  Unusual Expense (Income) - 803 35 184  Other Operating Expenses, Total -1637 -1751 -1799 1","Selling/General/Admin. Expenses, Total 10133 8804 8536 7825  Research & Development - 81 144 18  Depreciation / Amortization 1688 1705 1689 -  Interest Expense (Income) - Net Operating -51 -35 -34 -  Unusual Expense (Income) - 803 35 184  Other Operating Expenses, Total -1637 -1751 -1799 1","Selling/General/Admin. Expenses, Total 10133 8804 8536 7825  Research & Development - 81 144 18  Depreciation / Amortization 1688 1705 1689 -  Interest Expense (Income) - Net Operating -51 -35 -34 -  Unusual Expense (Income) - 803 35 184  Other Operating Expenses, Total -1637 -1751 -1799 1"
"Selling/General/Admin. Expenses, Total",10133,8804,8536,7825
Research & Development,-,81,144,18
Depreciation / Amortization,1688,1705,1689,-
Interest Expense (Income) - Net Operating,-51,-35,-34,-
Unusual Expense (Income),-,803,35,184
"Other Operating Expenses, Total",-1637,-1751,-1799,1
Operating Income,14345,10427,7374,9266
"Interest Income (Expense), Net Non-Operating",-,783,533,87
Gain (Loss) on Sale of Assets,80,123,456,17
"Other, Net",-1144,-2222,-1841,49
Net Income Before Taxes,15409,12526,8759,9419
Provision for Income Taxes,4744,4018,2851,3129
Net Income After Taxes,10665,8508,5908,6290
Minority Interest,1308,1256,1176,-99
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10619,8406,5613,6191
Total Extraordinary Items,-,-,-,-
Net Income,10619,8406,5613,6191
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,10619,8406,5613,6190
Dilution Adjustment,-,-,-,-
Diluted Net Income,10619,8406,5613,6190
Diluted Weighted Average Shares,19.02,19,19,18.94
Diluted EPS Excluding Extraordinary Items,558.36,442.45,295.49,326.74
DPS - Common Stock Primary Issue,120,100,80,70
Diluted Normalized EPS,493.52,426.84,258.65,333.89
