Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,31956,30864,23712,21500.96
"Revenue - 30864 23712 21500.96  Other Revenue, Total - - - -","Revenue - 30864 23712 21500.96  Other Revenue, Total - - - -","Revenue - 30864 23712 21500.96  Other Revenue, Total - - - -","Revenue - 30864 23712 21500.96  Other Revenue, Total - - - -","Revenue - 30864 23712 21500.96  Other Revenue, Total - - - -"
Revenue,-,30864,23712,21500.96
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",21936,21390,17754,16049.18
Gross Profit,10020,9474,5958,5451.77
Total Operating Expenses,27980,26966,22503,20904.64
"Selling/General/Admin. Expenses, Total 6044 5245 4460 4081.1  Research & Development - 464 457 403.21  Depreciation / Amortization 1645 1311 1208 289.3  Interest Expense (Income) - Net Operating -66 -34 -42 -  Unusual Expense (Income) - 59.78 17.87 81.85  Other Operating Expenses, Total -1579 -1410 -1334 -","Selling/General/Admin. Expenses, Total 6044 5245 4460 4081.1  Research & Development - 464 457 403.21  Depreciation / Amortization 1645 1311 1208 289.3  Interest Expense (Income) - Net Operating -66 -34 -42 -  Unusual Expense (Income) - 59.78 17.87 81.85  Other Operating Expenses, Total -1579 -1410 -1334 -","Selling/General/Admin. Expenses, Total 6044 5245 4460 4081.1  Research & Development - 464 457 403.21  Depreciation / Amortization 1645 1311 1208 289.3  Interest Expense (Income) - Net Operating -66 -34 -42 -  Unusual Expense (Income) - 59.78 17.87 81.85  Other Operating Expenses, Total -1579 -1410 -1334 -","Selling/General/Admin. Expenses, Total 6044 5245 4460 4081.1  Research & Development - 464 457 403.21  Depreciation / Amortization 1645 1311 1208 289.3  Interest Expense (Income) - Net Operating -66 -34 -42 -  Unusual Expense (Income) - 59.78 17.87 81.85  Other Operating Expenses, Total -1579 -1410 -1334 -","Selling/General/Admin. Expenses, Total 6044 5245 4460 4081.1  Research & Development - 464 457 403.21  Depreciation / Amortization 1645 1311 1208 289.3  Interest Expense (Income) - Net Operating -66 -34 -42 -  Unusual Expense (Income) - 59.78 17.87 81.85  Other Operating Expenses, Total -1579 -1410 -1334 -"
"Selling/General/Admin. Expenses, Total",6044,5245,4460,4081.1
Research & Development,-,464,457,403.21
Depreciation / Amortization,1645,1311,1208,289.3
Interest Expense (Income) - Net Operating,-66,-34,-42,-
Unusual Expense (Income),-,59.78,17.87,81.85
"Other Operating Expenses, Total",-1579,-1410,-1334,-
Operating Income,3976,3898,1209,596.31
"Interest Income (Expense), Net Non-Operating",-,169.48,-70.01,-38.03
Gain (Loss) on Sale of Assets,-186,266,-17,-2.59
"Other, Net",1175,-781,56,36.09
Net Income Before Taxes,2987,4413,1170,591.78
Provision for Income Taxes,808,1256,237,174.46
Net Income After Taxes,2179,3157,933,417.32
Minority Interest,-,-,-,0.19
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2179,3157,933,417.51
Total Extraordinary Items,-,-,-,-
Net Income,2179,3157,933,417.51
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,2179,3157,933,417.51
Dilution Adjustment,-,-,-,-
Diluted Net Income,2179,3157,933,417.51
Diluted Weighted Average Shares,-,10.94,10.93,10.99
Diluted EPS Excluding Extraordinary Items,198.62,288.58,85.37,37.98
DPS - Common Stock Primary Issue,56,44,36,40
Diluted Normalized EPS,226.68,235.61,68.91,43.39
