Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,140043,129546,130883,123248
"Revenue 140043 129546 130883 123248  Other Revenue, Total - - - -","Revenue 140043 129546 130883 123248  Other Revenue, Total - - - -","Revenue 140043 129546 130883 123248  Other Revenue, Total - - - -","Revenue 140043 129546 130883 123248  Other Revenue, Total - - - -","Revenue 140043 129546 130883 123248  Other Revenue, Total - - - -"
Revenue,140043,129546,130883,123248
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",71762,63081,55949,50748
Gross Profit,68281,66465,74934,72500
Total Operating Expenses,119127,107627,111914,105216
"Selling/General/Admin. Expenses, Total 47365 44088 48917 47353  Research & Development - - 6631 6270  Depreciation / Amortization 10101 - - -  Interest Expense (Income) - Net Operating -398 - - -  Unusual Expense (Income) - 457 413 844  Other Operating Expenses, Total -9703 1 4 1","Selling/General/Admin. Expenses, Total 47365 44088 48917 47353  Research & Development - - 6631 6270  Depreciation / Amortization 10101 - - -  Interest Expense (Income) - Net Operating -398 - - -  Unusual Expense (Income) - 457 413 844  Other Operating Expenses, Total -9703 1 4 1","Selling/General/Admin. Expenses, Total 47365 44088 48917 47353  Research & Development - - 6631 6270  Depreciation / Amortization 10101 - - -  Interest Expense (Income) - Net Operating -398 - - -  Unusual Expense (Income) - 457 413 844  Other Operating Expenses, Total -9703 1 4 1","Selling/General/Admin. Expenses, Total 47365 44088 48917 47353  Research & Development - - 6631 6270  Depreciation / Amortization 10101 - - -  Interest Expense (Income) - Net Operating -398 - - -  Unusual Expense (Income) - 457 413 844  Other Operating Expenses, Total -9703 1 4 1","Selling/General/Admin. Expenses, Total 47365 44088 48917 47353  Research & Development - - 6631 6270  Depreciation / Amortization 10101 - - -  Interest Expense (Income) - Net Operating -398 - - -  Unusual Expense (Income) - 457 413 844  Other Operating Expenses, Total -9703 1 4 1"
"Selling/General/Admin. Expenses, Total",47365,44088,48917,47353
Research & Development,-,-,6631,6270
Depreciation / Amortization,10101,-,-,-
Interest Expense (Income) - Net Operating,-398,-,-,-
Unusual Expense (Income),-,457,413,844
"Other Operating Expenses, Total",-9703,1,4,1
Operating Income,20916,21919,18969,18032
"Interest Income (Expense), Net Non-Operating",-,3106,923,846
Gain (Loss) on Sale of Assets,-,2,-,4
"Other, Net",-2102,536,564,341
Net Income Before Taxes,23018,25563,20456,19223
Provision for Income Taxes,5632,6167,5715,5266
Net Income After Taxes,17386,19396,14741,13957
Minority Interest,20199,18339,591,-191
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16482,18837,15332,13766
Total Extraordinary Items,-,-,-,-
Net Income,16482,18837,15332,13766
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,16482,18836,15332,13765
Dilution Adjustment,-,-,-,-
Diluted Net Income,16482,18836,15332,13765
Diluted Weighted Average Shares,76.44,76.51,76.51,76.49
Diluted EPS Excluding Extraordinary Items,215.63,246.2,200.4,179.96
DPS - Common Stock Primary Issue,64,64,64,64
Diluted Normalized EPS,179.92,256.54,209.58,187.94
