Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,21790,22495,19142,21261.35
"Revenue 21790 22495 19142 21261.35  Other Revenue, Total - - - -","Revenue 21790 22495 19142 21261.35  Other Revenue, Total - - - -","Revenue 21790 22495 19142 21261.35  Other Revenue, Total - - - -","Revenue 21790 22495 19142 21261.35  Other Revenue, Total - - - -","Revenue 21790 22495 19142 21261.35  Other Revenue, Total - - - -"
Revenue,21790,22495,19142,21261.35
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13976,14229,13289,13104.54
Gross Profit,7814,8266,5853,8156.81
Total Operating Expenses,19965,20098,18528,18380.51
"Selling/General/Admin. Expenses, Total 5647 5598 5060 5163.17  Research & Development - - - -  Depreciation / Amortization 502 351 300 104.46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 143.55 8.34  Other Operating Expenses, Total -160 -80 -121 -","Selling/General/Admin. Expenses, Total 5647 5598 5060 5163.17  Research & Development - - - -  Depreciation / Amortization 502 351 300 104.46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 143.55 8.34  Other Operating Expenses, Total -160 -80 -121 -","Selling/General/Admin. Expenses, Total 5647 5598 5060 5163.17  Research & Development - - - -  Depreciation / Amortization 502 351 300 104.46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 143.55 8.34  Other Operating Expenses, Total -160 -80 -121 -","Selling/General/Admin. Expenses, Total 5647 5598 5060 5163.17  Research & Development - - - -  Depreciation / Amortization 502 351 300 104.46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 143.55 8.34  Other Operating Expenses, Total -160 -80 -121 -","Selling/General/Admin. Expenses, Total 5647 5598 5060 5163.17  Research & Development - - - -  Depreciation / Amortization 502 351 300 104.46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 143.55 8.34  Other Operating Expenses, Total -160 -80 -121 -"
"Selling/General/Admin. Expenses, Total",5647,5598,5060,5163.17
Research & Development,-,-,-,-
Depreciation / Amortization,502,351,300,104.46
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,143.55,8.34
"Other Operating Expenses, Total",-160,-80,-121,-
Operating Income,1825,2397,614,2880.84
"Interest Income (Expense), Net Non-Operating",-,0.06,0.28,1.17
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",14,-5,110,2.26
Net Income Before Taxes,1811,2402,504,2884.27
Provision for Income Taxes,560,822,251,987.25
Net Income After Taxes,1251,1580,253,1897.02
Minority Interest,18,16,14,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1249,1578,253,1897.02
Total Extraordinary Items,-,-,-,-
Net Income,1249,1578,253,1897.02
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1249,1578,253,1897.02
Dilution Adjustment,-,-,-,-
Diluted Net Income,1249,1578,253,1897.02
Diluted Weighted Average Shares,54.29,54.29,54.29,54.29
Diluted EPS Excluding Extraordinary Items,23.01,29.07,4.66,34.94
DPS - Common Stock Primary Issue,23,26,26,26
Diluted Normalized EPS,21.06,27.62,7.46,35.04
