Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,24390,23864,24021,24751
"Revenue 24390 23864 24021 24751  Other Revenue, Total - - - -","Revenue 24390 23864 24021 24751  Other Revenue, Total - - - -","Revenue 24390 23864 24021 24751  Other Revenue, Total - - - -","Revenue 24390 23864 24021 24751  Other Revenue, Total - - - -","Revenue 24390 23864 24021 24751  Other Revenue, Total - - - -"
Revenue,24390,23864,24021,24751
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18656,17602,17576,18122
Gross Profit,5734,6262,6445,6629
Total Operating Expenses,25059,24673,24501,25308
"Selling/General/Admin. Expenses, Total 6352 6829 6823 7098  Research & Development 157 - - -  Depreciation / Amortization 575 65 84 87  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 176 18 -  Other Operating Expenses, Total -654 1 - 1","Selling/General/Admin. Expenses, Total 6352 6829 6823 7098  Research & Development 157 - - -  Depreciation / Amortization 575 65 84 87  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 176 18 -  Other Operating Expenses, Total -654 1 - 1","Selling/General/Admin. Expenses, Total 6352 6829 6823 7098  Research & Development 157 - - -  Depreciation / Amortization 575 65 84 87  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 176 18 -  Other Operating Expenses, Total -654 1 - 1","Selling/General/Admin. Expenses, Total 6352 6829 6823 7098  Research & Development 157 - - -  Depreciation / Amortization 575 65 84 87  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 176 18 -  Other Operating Expenses, Total -654 1 - 1","Selling/General/Admin. Expenses, Total 6352 6829 6823 7098  Research & Development 157 - - -  Depreciation / Amortization 575 65 84 87  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 176 18 -  Other Operating Expenses, Total -654 1 - 1"
"Selling/General/Admin. Expenses, Total",6352,6829,6823,7098
Research & Development,157,-,-,-
Depreciation / Amortization,575,65,84,87
Interest Expense (Income) - Net Operating,-27,-,-,-
Unusual Expense (Income),-,176,18,-
"Other Operating Expenses, Total",-654,1,-,1
Operating Income,-669,-809,-480,-557
"Interest Income (Expense), Net Non-Operating",-,-4,46,-5
Gain (Loss) on Sale of Assets,691,-28,-23,-20
"Other, Net",-254,142,137,75
Net Income Before Taxes,-1106,-699,-320,-507
Provision for Income Taxes,39,39,47,43
Net Income After Taxes,-1145,-738,-367,-550
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1145,-738,-367,-550
Total Extraordinary Items,-,-,-,-
Net Income,-1145,-738,-367,-550
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,-1145,-739,-368,-551
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1145,-739,-368,-551
Diluted Weighted Average Shares,6.92,6.92,6.92,6.92
Diluted EPS Excluding Extraordinary Items,-165.38,-106.74,-53.15,-79.58
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-49.2,-87.58,-49.3,-77.7
