Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,33105,32358,24437,26839
"Revenue 33105 32358 24437 26839  Other Revenue, Total - - - -","Revenue 33105 32358 24437 26839  Other Revenue, Total - - - -","Revenue 33105 32358 24437 26839  Other Revenue, Total - - - -","Revenue 33105 32358 24437 26839  Other Revenue, Total - - - -","Revenue 33105 32358 24437 26839  Other Revenue, Total - - - -"
Revenue,33105,32358,24437,26839
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",28687,26473,19879,22029
Gross Profit,4418,5885,4558,4810
Total Operating Expenses,33544,31155,24337,26477
"Selling/General/Admin. Expenses, Total 4857 3858 3558 3651  Research & Development - 824 711 730  Depreciation / Amortization 710 766 - -  Interest Expense (Income) - Net Operating -51 -44 - -  Unusual Expense (Income) - 527 187 66  Other Operating Expenses, Total -659 -722 2 1","Selling/General/Admin. Expenses, Total 4857 3858 3558 3651  Research & Development - 824 711 730  Depreciation / Amortization 710 766 - -  Interest Expense (Income) - Net Operating -51 -44 - -  Unusual Expense (Income) - 527 187 66  Other Operating Expenses, Total -659 -722 2 1","Selling/General/Admin. Expenses, Total 4857 3858 3558 3651  Research & Development - 824 711 730  Depreciation / Amortization 710 766 - -  Interest Expense (Income) - Net Operating -51 -44 - -  Unusual Expense (Income) - 527 187 66  Other Operating Expenses, Total -659 -722 2 1","Selling/General/Admin. Expenses, Total 4857 3858 3558 3651  Research & Development - 824 711 730  Depreciation / Amortization 710 766 - -  Interest Expense (Income) - Net Operating -51 -44 - -  Unusual Expense (Income) - 527 187 66  Other Operating Expenses, Total -659 -722 2 1","Selling/General/Admin. Expenses, Total 4857 3858 3558 3651  Research & Development - 824 711 730  Depreciation / Amortization 710 766 - -  Interest Expense (Income) - Net Operating -51 -44 - -  Unusual Expense (Income) - 527 187 66  Other Operating Expenses, Total -659 -722 2 1"
"Selling/General/Admin. Expenses, Total",4857,3858,3558,3651
Research & Development,-,824,711,730
Depreciation / Amortization,710,766,-,-
Interest Expense (Income) - Net Operating,-51,-44,-,-
Unusual Expense (Income),-,527,187,66
"Other Operating Expenses, Total",-659,-722,2,1
Operating Income,-439,1203,100,362
"Interest Income (Expense), Net Non-Operating",-,150,503,251
Gain (Loss) on Sale of Assets,-20,-132,-,-
"Other, Net",-188,406,77,28
Net Income Before Taxes,-231,929,680,641
Provision for Income Taxes,166,49,126,117
Net Income After Taxes,-397,880,554,524
Minority Interest,1088,1062,-52,-63
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-444,811,502,461
Total Extraordinary Items,-,-,-,-
Net Income,-444,812,502,461
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,-444,811,501,460
Dilution Adjustment,-,-,-,-
Diluted Net Income,-444,811,501,460
Diluted Weighted Average Shares,37.28,37.28,37.28,37.29
Diluted EPS Excluding Extraordinary Items,-11.91,21.75,13.44,12.34
DPS - Common Stock Primary Issue,-,5,3,3
Diluted Normalized EPS,0.785,24.77,17.52,13.78
