Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,142290,121558,107744,144573
"Revenue 142290 121558 107744 144573  Other Revenue, Total - - - -","Revenue 142290 121558 107744 144573  Other Revenue, Total - - - -","Revenue 142290 121558 107744 144573  Other Revenue, Total - - - -","Revenue 142290 121558 107744 144573  Other Revenue, Total - - - -","Revenue 142290 121558 107744 144573  Other Revenue, Total - - - -"
Revenue,142290,121558,107744,144573
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",92976,88159,78709,88261
Gross Profit,49314,33399,29035,56312
Total Operating Expenses,115384,113582,106202,121022
"Selling/General/Admin. Expenses, Total 22408 23163 13774 20080  Research & Development - - 9949 12680  Depreciation / Amortization 8801 - - -  Interest Expense (Income) - Net Operating -384 - - -  Unusual Expense (Income) - 2259 3769 -  Other Operating Expenses, Total -8417 1 1 1","Selling/General/Admin. Expenses, Total 22408 23163 13774 20080  Research & Development - - 9949 12680  Depreciation / Amortization 8801 - - -  Interest Expense (Income) - Net Operating -384 - - -  Unusual Expense (Income) - 2259 3769 -  Other Operating Expenses, Total -8417 1 1 1","Selling/General/Admin. Expenses, Total 22408 23163 13774 20080  Research & Development - - 9949 12680  Depreciation / Amortization 8801 - - -  Interest Expense (Income) - Net Operating -384 - - -  Unusual Expense (Income) - 2259 3769 -  Other Operating Expenses, Total -8417 1 1 1","Selling/General/Admin. Expenses, Total 22408 23163 13774 20080  Research & Development - - 9949 12680  Depreciation / Amortization 8801 - - -  Interest Expense (Income) - Net Operating -384 - - -  Unusual Expense (Income) - 2259 3769 -  Other Operating Expenses, Total -8417 1 1 1","Selling/General/Admin. Expenses, Total 22408 23163 13774 20080  Research & Development - - 9949 12680  Depreciation / Amortization 8801 - - -  Interest Expense (Income) - Net Operating -384 - - -  Unusual Expense (Income) - 2259 3769 -  Other Operating Expenses, Total -8417 1 1 1"
"Selling/General/Admin. Expenses, Total",22408,23163,13774,20080
Research & Development,-,-,9949,12680
Depreciation / Amortization,8801,-,-,-
Interest Expense (Income) - Net Operating,-384,-,-,-
Unusual Expense (Income),-,2259,3769,-
"Other Operating Expenses, Total",-8417,1,1,1
Operating Income,26906,7976,1542,23551
"Interest Income (Expense), Net Non-Operating",-,-101,162,-185
Gain (Loss) on Sale of Assets,-151,215,-189,712
"Other, Net",426,118,514,-48
Net Income Before Taxes,26631,8208,2029,24030
Provision for Income Taxes,5946,6015,1164,8157
Net Income After Taxes,20685,2193,865,15873
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,20685,2193,865,15873
Total Extraordinary Items,-,-,-,-
Net Income,-,2193,865,15873
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,20685,2193,865,15872
Dilution Adjustment,-,-,-,-
Diluted Net Income,20685,2193,865,15872
Diluted Weighted Average Shares,98.63,98.63,98.64,98.64
Diluted EPS Excluding Extraordinary Items,209.72,22.23,8.77,160.91
DPS - Common Stock Primary Issue,80,80,80,80
Diluted Normalized EPS,169.71,35.7,25.88,156.14
