Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1879547,1612688,1211725,1349522
"Revenue 1879547 1612688 1211725 1349522  Other Revenue, Total - - - -","Revenue 1879547 1612688 1211725 1349522  Other Revenue, Total - - - -","Revenue 1879547 1612688 1211725 1349522  Other Revenue, Total - - - -","Revenue 1879547 1612688 1211725 1349522  Other Revenue, Total - - - -","Revenue 1879547 1612688 1211725 1349522  Other Revenue, Total - - - -"
Revenue,1879547,1612688,1211725,1349522
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1498054,1233948,917883,1051139
Gross Profit,-,378740,293842,298383
Total Operating Expenses,1772242,1479925,1130598,1284953
"Selling/General/Admin. Expenses, Total 284589 195593 168245 226592  Research & Development - 38124 33802 36368  Depreciation / Amortization 92080 84222 76621 -  Interest Expense (Income) - Net Operating -17398 -4083 -4811 -4512  Unusual Expense (Income) - - 9596 6819  Other Operating Expenses, Total -71699 -67879 -61142 4915","Selling/General/Admin. Expenses, Total 284589 195593 168245 226592  Research & Development - 38124 33802 36368  Depreciation / Amortization 92080 84222 76621 -  Interest Expense (Income) - Net Operating -17398 -4083 -4811 -4512  Unusual Expense (Income) - - 9596 6819  Other Operating Expenses, Total -71699 -67879 -61142 4915","Selling/General/Admin. Expenses, Total 284589 195593 168245 226592  Research & Development - 38124 33802 36368  Depreciation / Amortization 92080 84222 76621 -  Interest Expense (Income) - Net Operating -17398 -4083 -4811 -4512  Unusual Expense (Income) - - 9596 6819  Other Operating Expenses, Total -71699 -67879 -61142 4915","Selling/General/Admin. Expenses, Total 284589 195593 168245 226592  Research & Development - 38124 33802 36368  Depreciation / Amortization 92080 84222 76621 -  Interest Expense (Income) - Net Operating -17398 -4083 -4811 -4512  Unusual Expense (Income) - - 9596 6819  Other Operating Expenses, Total -71699 -67879 -61142 4915","Selling/General/Admin. Expenses, Total 284589 195593 168245 226592  Research & Development - 38124 33802 36368  Depreciation / Amortization 92080 84222 76621 -  Interest Expense (Income) - Net Operating -17398 -4083 -4811 -4512  Unusual Expense (Income) - - 9596 6819  Other Operating Expenses, Total -71699 -67879 -61142 4915"
"Selling/General/Admin. Expenses, Total",284589,195593,168245,226592
Research & Development,-,38124,33802,36368
Depreciation / Amortization,92080,84222,76621,-
Interest Expense (Income) - Net Operating,-17398,-4083,-4811,-4512
Unusual Expense (Income),-,-,9596,6819
"Other Operating Expenses, Total",-71699,-67879,-61142,4915
Operating Income,107305,132763,81127,64569
"Interest Income (Expense), Net Non-Operating",-,-6036,-2659,-876
Gain (Loss) on Sale of Assets,-,-10028,-3395,-4473
"Other, Net",-9973,1517,10279,-2869
Net Income Before Taxes,117278,141274,74243,60824
Provision for Income Taxes,27140,22723,10024,18205
Net Income After Taxes,90138,118551,64219,42619
Minority Interest,96476,94468,74236,-8649
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,82936,109990,57873,33970
Total Extraordinary Items,-,-,-,-
Net Income,82936,109990,57873,33970
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,82936,109990,57873,33970
Dilution Adjustment,-,-,-,-
Diluted Net Income,82936,109990,57873,33970
Diluted Weighted Average Shares,192.35,194.52,194.2,194.65
Diluted EPS Excluding Extraordinary Items,431.17,565.45,298,174.52
DPS - Common Stock Primary Issue,120,115,100,100
Diluted Normalized EPS,343.63,470.85,244.75,199.07
