Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,25007,24596,23383,24514
"Revenue 25007 24596 23383 24514  Other Revenue, Total - - - -","Revenue 25007 24596 23383 24514  Other Revenue, Total - - - -","Revenue 25007 24596 23383 24514  Other Revenue, Total - - - -","Revenue 25007 24596 23383 24514  Other Revenue, Total - - - -","Revenue 25007 24596 23383 24514  Other Revenue, Total - - - -"
Revenue,25007,24596,23383,24514
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",20536,20181,19214,20758
Gross Profit,4471,4415,4169,3756
Total Operating Expenses,23566,23196,22114,23607
"Selling/General/Admin. Expenses, Total 3030 3008 2844 2847  Research & Development 84 - - -  Depreciation / Amortization 387 - - -  Interest Expense (Income) - Net Operating -33 - - -  Unusual Expense (Income) - 6 56 -  Other Operating Expenses, Total -438 1 - 2","Selling/General/Admin. Expenses, Total 3030 3008 2844 2847  Research & Development 84 - - -  Depreciation / Amortization 387 - - -  Interest Expense (Income) - Net Operating -33 - - -  Unusual Expense (Income) - 6 56 -  Other Operating Expenses, Total -438 1 - 2","Selling/General/Admin. Expenses, Total 3030 3008 2844 2847  Research & Development 84 - - -  Depreciation / Amortization 387 - - -  Interest Expense (Income) - Net Operating -33 - - -  Unusual Expense (Income) - 6 56 -  Other Operating Expenses, Total -438 1 - 2","Selling/General/Admin. Expenses, Total 3030 3008 2844 2847  Research & Development 84 - - -  Depreciation / Amortization 387 - - -  Interest Expense (Income) - Net Operating -33 - - -  Unusual Expense (Income) - 6 56 -  Other Operating Expenses, Total -438 1 - 2","Selling/General/Admin. Expenses, Total 3030 3008 2844 2847  Research & Development 84 - - -  Depreciation / Amortization 387 - - -  Interest Expense (Income) - Net Operating -33 - - -  Unusual Expense (Income) - 6 56 -  Other Operating Expenses, Total -438 1 - 2"
"Selling/General/Admin. Expenses, Total",3030,3008,2844,2847
Research & Development,84,-,-,-
Depreciation / Amortization,387,-,-,-
Interest Expense (Income) - Net Operating,-33,-,-,-
Unusual Expense (Income),-,6,56,-
"Other Operating Expenses, Total",-438,1,-,2
Operating Income,1441,1400,1269,907
"Interest Income (Expense), Net Non-Operating",-,56,54,80
Gain (Loss) on Sale of Assets,64,-,-,-
"Other, Net",-234,84,24,19
Net Income Before Taxes,1611,1540,1347,1006
Provision for Income Taxes,529,484,307,306
Net Income After Taxes,1082,1056,1040,700
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1082,1056,1040,700
Total Extraordinary Items,-,-,-,-
Net Income,1082,1056,1040,700
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,1082,1056,1039,700
Dilution Adjustment,-,-,-,-
Diluted Net Income,1082,1056,1039,700
Diluted Weighted Average Shares,12.13,12.12,12.1,12.08
Diluted EPS Excluding Extraordinary Items,89.19,87.16,85.86,57.94
DPS - Common Stock Primary Issue,30,25,25,20
Diluted Normalized EPS,79.7,89.4,91.33,59.85
