Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,49355,39515,32494,46415.33
"Revenue 49355 39515 32494 46415.33  Other Revenue, Total - - - -","Revenue 49355 39515 32494 46415.33  Other Revenue, Total - - - -","Revenue 49355 39515 32494 46415.33  Other Revenue, Total - - - -","Revenue 49355 39515 32494 46415.33  Other Revenue, Total - - - -","Revenue 49355 39515 32494 46415.33  Other Revenue, Total - - - -"
Revenue,49355,39515,32494,46415.33
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5273,4545,3304,3036.48
Gross Profit,44082,34970,29190,43378.85
Total Operating Expenses,37817,33912,25182,32020.62
"Selling/General/Admin. Expenses, Total 32544 29367 21878 28514.06  Research & Development - 12 158 241.88  Depreciation / Amortization 2731 2452 1999 268.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 324.85 5361.39 -40.53  Other Operating Expenses, Total -2731 -2464 -2157 -","Selling/General/Admin. Expenses, Total 32544 29367 21878 28514.06  Research & Development - 12 158 241.88  Depreciation / Amortization 2731 2452 1999 268.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 324.85 5361.39 -40.53  Other Operating Expenses, Total -2731 -2464 -2157 -","Selling/General/Admin. Expenses, Total 32544 29367 21878 28514.06  Research & Development - 12 158 241.88  Depreciation / Amortization 2731 2452 1999 268.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 324.85 5361.39 -40.53  Other Operating Expenses, Total -2731 -2464 -2157 -","Selling/General/Admin. Expenses, Total 32544 29367 21878 28514.06  Research & Development - 12 158 241.88  Depreciation / Amortization 2731 2452 1999 268.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 324.85 5361.39 -40.53  Other Operating Expenses, Total -2731 -2464 -2157 -","Selling/General/Admin. Expenses, Total 32544 29367 21878 28514.06  Research & Development - 12 158 241.88  Depreciation / Amortization 2731 2452 1999 268.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 324.85 5361.39 -40.53  Other Operating Expenses, Total -2731 -2464 -2157 -"
"Selling/General/Admin. Expenses, Total",32544,29367,21878,28514.06
Research & Development,-,12,158,241.88
Depreciation / Amortization,2731,2452,1999,268.73
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,324.85,5361.39,-40.53
"Other Operating Expenses, Total",-2731,-2464,-2157,-
Operating Income,11538,5603,7312,14394.71
"Interest Income (Expense), Net Non-Operating",-,-102.96,-722.79,3.48
Gain (Loss) on Sale of Assets,-229,-,-5564,-152.6
"Other, Net",594,607,11738,36.03
Net Income Before Taxes,11173,4996,1138,14281.62
Provision for Income Taxes,3237,1510,531,4269.18
Net Income After Taxes,7936,3486,607,10012.45
Minority Interest,17,16,16,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7935,3487,607,10012.45
Total Extraordinary Items,-,-,-,-
Net Income,7935,3487,607,10012.45
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,7935,3487,607,10012.45
Dilution Adjustment,-0.68,-0.257,-,-
Diluted Net Income,7935.68,3487.26,607,10012.45
Diluted Weighted Average Shares,56.02,55.7,54.81,54.49
Diluted EPS Excluding Extraordinary Items,141.65,62.61,11.07,183.76
DPS - Common Stock Primary Issue,72,61,56,56
Diluted Normalized EPS,129.37,59.73,74.11,185.2
