Period Ending:,202230/09,202130/09,202131/03,202031/03
Total Revenue,145205,99752,243813,224011
"Revenue 145205 99752 243813 224011  Other Revenue, Total - - - -","Revenue 145205 99752 243813 224011  Other Revenue, Total - - - -","Revenue 145205 99752 243813 224011  Other Revenue, Total - - - -","Revenue 145205 99752 243813 224011  Other Revenue, Total - - - -","Revenue 145205 99752 243813 224011  Other Revenue, Total - - - -"
Revenue,145205,99752,243813,224011
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",109741,77069,196541,170886
Gross Profit,35464,22683,47272,53125
Total Operating Expenses,124569,85527,213997,191402
"Selling/General/Admin. Expenses, Total 14711 8407 17407 20417  Research & Development - - - -  Depreciation / Amortization 480 50 102 98  Interest Expense (Income) - Net Operating -627 - - -  Unusual Expense (Income) - - -54 -  Other Operating Expenses, Total 264 1 1 1","Selling/General/Admin. Expenses, Total 14711 8407 17407 20417  Research & Development - - - -  Depreciation / Amortization 480 50 102 98  Interest Expense (Income) - Net Operating -627 - - -  Unusual Expense (Income) - - -54 -  Other Operating Expenses, Total 264 1 1 1","Selling/General/Admin. Expenses, Total 14711 8407 17407 20417  Research & Development - - - -  Depreciation / Amortization 480 50 102 98  Interest Expense (Income) - Net Operating -627 - - -  Unusual Expense (Income) - - -54 -  Other Operating Expenses, Total 264 1 1 1","Selling/General/Admin. Expenses, Total 14711 8407 17407 20417  Research & Development - - - -  Depreciation / Amortization 480 50 102 98  Interest Expense (Income) - Net Operating -627 - - -  Unusual Expense (Income) - - -54 -  Other Operating Expenses, Total 264 1 1 1","Selling/General/Admin. Expenses, Total 14711 8407 17407 20417  Research & Development - - - -  Depreciation / Amortization 480 50 102 98  Interest Expense (Income) - Net Operating -627 - - -  Unusual Expense (Income) - - -54 -  Other Operating Expenses, Total 264 1 1 1"
"Selling/General/Admin. Expenses, Total",14711,8407,17407,20417
Research & Development,-,-,-,-
Depreciation / Amortization,480,50,102,98
Interest Expense (Income) - Net Operating,-627,-,-,-
Unusual Expense (Income),-,-,-54,-
"Other Operating Expenses, Total",264,1,1,1
Operating Income,20636,14225,29816,32609
"Interest Income (Expense), Net Non-Operating",-,-373,-1069,-923
Gain (Loss) on Sale of Assets,-119,-,210,-
"Other, Net",67,36,387,299
Net Income Before Taxes,20688,13888,29344,31985
Provision for Income Taxes,5602,4727,9585,10115
Net Income After Taxes,15086,9161,19759,21870
Minority Interest,-,-39,773,23
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,14111,9122,20532,21893
Total Extraordinary Items,-,-,-,-
Net Income,14111,9122,20532,21893
Total Adjustments to Net Income,-,-1,1,-1
Income Available to Common Excluding Extraordinary Items,14111,9121,20533,21892
Dilution Adjustment,-0.571,-,-,-
Diluted Net Income,14111.57,9121,20533,21892
Diluted Weighted Average Shares,68.49,68.05,65.12,64.36
Diluted EPS Excluding Extraordinary Items,206.03,134.04,315.29,340.17
DPS - Common Stock Primary Issue,35,16,29,39
Diluted Normalized EPS,175.63,134.44,314.1,341.73
