Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3206,2891,1947,2864.59
"Revenue 3206 2891 1947 2864.59  Other Revenue, Total - - - -","Revenue 3206 2891 1947 2864.59  Other Revenue, Total - - - -","Revenue 3206 2891 1947 2864.59  Other Revenue, Total - - - -","Revenue 3206 2891 1947 2864.59  Other Revenue, Total - - - -","Revenue 3206 2891 1947 2864.59  Other Revenue, Total - - - -"
Revenue,3206,2891,1947,2864.59
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2260,1911,821,1172.81
Gross Profit,946,980,1126,1691.78
Total Operating Expenses,3101,2752,1759,2663.49
"Selling/General/Admin. Expenses, Total 841 841 938 1352.66  Research & Development - - 1 -  Depreciation / Amortization 140 132 59 -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.19 0.14 138.02  Other Operating Expenses, Total -139 -131 -60 -","Selling/General/Admin. Expenses, Total 841 841 938 1352.66  Research & Development - - 1 -  Depreciation / Amortization 140 132 59 -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.19 0.14 138.02  Other Operating Expenses, Total -139 -131 -60 -","Selling/General/Admin. Expenses, Total 841 841 938 1352.66  Research & Development - - 1 -  Depreciation / Amortization 140 132 59 -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.19 0.14 138.02  Other Operating Expenses, Total -139 -131 -60 -","Selling/General/Admin. Expenses, Total 841 841 938 1352.66  Research & Development - - 1 -  Depreciation / Amortization 140 132 59 -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.19 0.14 138.02  Other Operating Expenses, Total -139 -131 -60 -","Selling/General/Admin. Expenses, Total 841 841 938 1352.66  Research & Development - - 1 -  Depreciation / Amortization 140 132 59 -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.19 0.14 138.02  Other Operating Expenses, Total -139 -131 -60 -"
"Selling/General/Admin. Expenses, Total",841,841,938,1352.66
Research & Development,-,-,1,-
Depreciation / Amortization,140,132,59,-
Interest Expense (Income) - Net Operating,-1,-1,-,-
Unusual Expense (Income),-,0.19,0.14,138.02
"Other Operating Expenses, Total",-139,-131,-60,-
Operating Income,105,139,188,201.1
"Interest Income (Expense), Net Non-Operating",-,-1.24,-0.84,0.49
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-17,-1,-18,2.24
Net Income Before Taxes,122,140,206,203.83
Provision for Income Taxes,33,60,82,180.42
Net Income After Taxes,89,80,124,23.4
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,89,80,124,23.4
Total Extraordinary Items,-,-,-,-
Net Income,89,80,124,23.4
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,89,80,124,23.4
Dilution Adjustment,-,-,-,-
Diluted Net Income,89,80,124,23.4
Diluted Weighted Average Shares,5.27,5.51,5.51,5.5
Diluted EPS Excluding Extraordinary Items,16.88,14.52,22.51,4.25
DPS - Common Stock Primary Issue,14,14,14,20
Diluted Normalized EPS,12.33,15.88,23.37,21.86
