Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,10223,6528,4857.6,5324.12
"Revenue 10223 6528.78 4857.6 5324.12  Other Revenue, Total - - - -","Revenue 10223 6528.78 4857.6 5324.12  Other Revenue, Total - - - -","Revenue 10223 6528.78 4857.6 5324.12  Other Revenue, Total - - - -","Revenue 10223 6528.78 4857.6 5324.12  Other Revenue, Total - - - -","Revenue 10223 6528.78 4857.6 5324.12  Other Revenue, Total - - - -"
Revenue,10223,6528.78,4857.6,5324.12
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7554,4968.95,3901.35,4110.04
Gross Profit,2669,1559.83,956.25,1214.08
Total Operating Expenses,8876,6143.83,4935.04,5350.48
"Selling/General/Admin. Expenses, Total 1318 1017.64 913.78 969  Research & Development 73 152.25 114.27 264.64  Depreciation / Amortization 148 5 5.65 6.38  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - 0.42  Other Operating Expenses, Total -215 - - -","Selling/General/Admin. Expenses, Total 1318 1017.64 913.78 969  Research & Development 73 152.25 114.27 264.64  Depreciation / Amortization 148 5 5.65 6.38  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - 0.42  Other Operating Expenses, Total -215 - - -","Selling/General/Admin. Expenses, Total 1318 1017.64 913.78 969  Research & Development 73 152.25 114.27 264.64  Depreciation / Amortization 148 5 5.65 6.38  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - 0.42  Other Operating Expenses, Total -215 - - -","Selling/General/Admin. Expenses, Total 1318 1017.64 913.78 969  Research & Development 73 152.25 114.27 264.64  Depreciation / Amortization 148 5 5.65 6.38  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - 0.42  Other Operating Expenses, Total -215 - - -","Selling/General/Admin. Expenses, Total 1318 1017.64 913.78 969  Research & Development 73 152.25 114.27 264.64  Depreciation / Amortization 148 5 5.65 6.38  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - 0.42  Other Operating Expenses, Total -215 - - -"
"Selling/General/Admin. Expenses, Total",1318,1017.64,913.78,969
Research & Development,73,152.25,114.27,264.64
Depreciation / Amortization,148,5,5.65,6.38
Interest Expense (Income) - Net Operating,-2,-,-,-
Unusual Expense (Income),-,-,-,0.42
"Other Operating Expenses, Total",-215,-,-,-
Operating Income,1347,384.95,-77.45,-26.36
"Interest Income (Expense), Net Non-Operating",-,-3.85,1.7,37.64
Gain (Loss) on Sale of Assets,-,-,-47.39,-
"Other, Net",-114,109.44,56.17,47.48
Net Income Before Taxes,1461,490.54,-66.96,58.76
Provision for Income Taxes,433,112.82,60.73,-41.88
Net Income After Taxes,1028,377.73,-127.7,100.64
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1028,377.73,-127.7,100.64
Total Extraordinary Items,-,-,-,-
Net Income,1028,377.73,-127.7,100.64
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1028,377.73,-127.7,100.64
Dilution Adjustment,-,-,-,-
Diluted Net Income,1028,377.73,-127.7,100.64
Diluted Weighted Average Shares,5.46,5.46,5.46,5.46
Diluted EPS Excluding Extraordinary Items,188.27,69.18,-23.39,18.43
DPS - Common Stock Primary Issue,30,15,10,10
Diluted Normalized EPS,167.23,69.18,-17.74,18.48
