Period Ending:,202328/02,202231/08,202228/02,202131/08
Total Revenue,10982,10784,10590,20211.84
"Revenue 10982 10784 - 20211.84  Other Revenue, Total - - - -","Revenue 10982 10784 - 20211.84  Other Revenue, Total - - - -","Revenue 10982 10784 - 20211.84  Other Revenue, Total - - - -","Revenue 10982 10784 - 20211.84  Other Revenue, Total - - - -","Revenue 10982 10784 - 20211.84  Other Revenue, Total - - - -"
Revenue,10982,10784,-,20211.84
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5166,5020,-,8766.15
Gross Profit,5816,5764,-,11445.69
Total Operating Expenses,5284,5119,-,8920.75
"Selling/General/Admin. Expenses, Total 57 57 - 154.6  Research & Development - - - -  Depreciation / Amortization 1466 1464 - -  Interest Expense (Income) - Net Operating -574 -566 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -2493 -2568 - -","Selling/General/Admin. Expenses, Total 57 57 - 154.6  Research & Development - - - -  Depreciation / Amortization 1466 1464 - -  Interest Expense (Income) - Net Operating -574 -566 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -2493 -2568 - -","Selling/General/Admin. Expenses, Total 57 57 - 154.6  Research & Development - - - -  Depreciation / Amortization 1466 1464 - -  Interest Expense (Income) - Net Operating -574 -566 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -2493 -2568 - -","Selling/General/Admin. Expenses, Total 57 57 - 154.6  Research & Development - - - -  Depreciation / Amortization 1466 1464 - -  Interest Expense (Income) - Net Operating -574 -566 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -2493 -2568 - -","Selling/General/Admin. Expenses, Total 57 57 - 154.6  Research & Development - - - -  Depreciation / Amortization 1466 1464 - -  Interest Expense (Income) - Net Operating -574 -566 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -2493 -2568 - -"
"Selling/General/Admin. Expenses, Total",57,57,-,154.6
Research & Development,-,-,-,-
Depreciation / Amortization,1466,1464,-,-
Interest Expense (Income) - Net Operating,-574,-566,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-2493,-2568,-,-
Operating Income,5698,5665,-,11291.09
"Interest Income (Expense), Net Non-Operating",-,-,-,-1138.67
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",1797,1788,-,-195.63
Net Income Before Taxes,5099,5069,-,9956.79
Provision for Income Taxes,1,1,-,2.14
Net Income After Taxes,5098,5068,-,9954.65
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5098,5068,-,9954.65
Total Extraordinary Items,-,-,-,-
Net Income,5098,5068,-,9954.65
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,5098,5068,-,9954.65
Dilution Adjustment,-,-,-,-
Diluted Net Income,5098,5068,-,9954.65
Diluted Weighted Average Shares,1.78,1.78,-,1.69
Diluted EPS Excluding Extraordinary Items,5712.04,5678.43,-,5900.15
DPS - Common Stock Primary Issue,-,-,-,5811
Diluted Normalized EPS,3586.13,3568.63,-,5900.15
