Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,84130,80711,76403,80603
"Revenue 84130 80711 76403 80603  Other Revenue, Total - - - -","Revenue 84130 80711 76403 80603  Other Revenue, Total - - - -","Revenue 84130 80711 76403 80603  Other Revenue, Total - - - -","Revenue 84130 80711 76403 80603  Other Revenue, Total - - - -","Revenue 84130 80711 76403 80603  Other Revenue, Total - - - -"
Revenue,84130,80711,76403,80603
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",75332,68952,65315,69800
Gross Profit,8798,11759,11088,10803
Total Operating Expenses,82489,76479,73175,78596
"Selling/General/Admin. Expenses, Total 7157 6922 7324 7556  Research & Development - 935 916 -  Depreciation / Amortization 6028 6225 6543 377  Interest Expense (Income) - Net Operating -137 -137 -197 -  Unusual Expense (Income) - 54 4099 863  Other Operating Expenses, Total -5891 -6418 -6726 -","Selling/General/Admin. Expenses, Total 7157 6922 7324 7556  Research & Development - 935 916 -  Depreciation / Amortization 6028 6225 6543 377  Interest Expense (Income) - Net Operating -137 -137 -197 -  Unusual Expense (Income) - 54 4099 863  Other Operating Expenses, Total -5891 -6418 -6726 -","Selling/General/Admin. Expenses, Total 7157 6922 7324 7556  Research & Development - 935 916 -  Depreciation / Amortization 6028 6225 6543 377  Interest Expense (Income) - Net Operating -137 -137 -197 -  Unusual Expense (Income) - 54 4099 863  Other Operating Expenses, Total -5891 -6418 -6726 -","Selling/General/Admin. Expenses, Total 7157 6922 7324 7556  Research & Development - 935 916 -  Depreciation / Amortization 6028 6225 6543 377  Interest Expense (Income) - Net Operating -137 -137 -197 -  Unusual Expense (Income) - 54 4099 863  Other Operating Expenses, Total -5891 -6418 -6726 -","Selling/General/Admin. Expenses, Total 7157 6922 7324 7556  Research & Development - 935 916 -  Depreciation / Amortization 6028 6225 6543 377  Interest Expense (Income) - Net Operating -137 -137 -197 -  Unusual Expense (Income) - 54 4099 863  Other Operating Expenses, Total -5891 -6418 -6726 -"
"Selling/General/Admin. Expenses, Total",7157,6922,7324,7556
Research & Development,-,935,916,-
Depreciation / Amortization,6028,6225,6543,377
Interest Expense (Income) - Net Operating,-137,-137,-197,-
Unusual Expense (Income),-,54,4099,863
"Other Operating Expenses, Total",-5891,-6418,-6726,-
Operating Income,1641,4232,3228,2007
"Interest Income (Expense), Net Non-Operating",-,1134,8247,2206
Gain (Loss) on Sale of Assets,1938,1677,5816,10
"Other, Net",-5706,-4742,-10275,313
Net Income Before Taxes,5409,7297,7687,4536
Provision for Income Taxes,1130,1869,1937,619
Net Income After Taxes,4279,5428,5750,3917
Minority Interest,6344,6268,6681,-221
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4130,5251,5594,3696
Total Extraordinary Items,-,-,-,-
Net Income,4130,5251,5594,3696
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,4130,5251,5594,3694
Dilution Adjustment,-0.687,-0.456,-0.208,-
Diluted Net Income,4130.69,5251.46,5594.21,3694
Diluted Weighted Average Shares,12,13.31,13.49,13.94
Diluted EPS Excluding Extraordinary Items,344.31,394.52,414.57,265.03
DPS - Common Stock Primary Issue,100,120,100,75
Diluted Normalized EPS,198.88,255.79,264.95,318.67
