Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,4644,5018,5415,6143
"Revenue 4644 5018 5415 6143  Other Revenue, Total - - - -","Revenue 4644 5018 5415 6143  Other Revenue, Total - - - -","Revenue 4644 5018 5415 6143  Other Revenue, Total - - - -","Revenue 4644 5018 5415 6143  Other Revenue, Total - - - -","Revenue 4644 5018 5415 6143  Other Revenue, Total - - - -"
Revenue,4644,5018,5415,6143
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3507,3509,3806,4365
Gross Profit,1137,1509,1609,1778
Total Operating Expenses,5688,5897,6416,6632
"Selling/General/Admin. Expenses, Total 2097 2289 2676 2173  Research & Development 38 35 41 47  Depreciation / Amortization 179 83 73 44  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -19 -181 4  Other Operating Expenses, Total -128 - 1 -1","Selling/General/Admin. Expenses, Total 2097 2289 2676 2173  Research & Development 38 35 41 47  Depreciation / Amortization 179 83 73 44  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -19 -181 4  Other Operating Expenses, Total -128 - 1 -1","Selling/General/Admin. Expenses, Total 2097 2289 2676 2173  Research & Development 38 35 41 47  Depreciation / Amortization 179 83 73 44  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -19 -181 4  Other Operating Expenses, Total -128 - 1 -1","Selling/General/Admin. Expenses, Total 2097 2289 2676 2173  Research & Development 38 35 41 47  Depreciation / Amortization 179 83 73 44  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -19 -181 4  Other Operating Expenses, Total -128 - 1 -1","Selling/General/Admin. Expenses, Total 2097 2289 2676 2173  Research & Development 38 35 41 47  Depreciation / Amortization 179 83 73 44  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -19 -181 4  Other Operating Expenses, Total -128 - 1 -1"
"Selling/General/Admin. Expenses, Total",2097,2289,2676,2173
Research & Development,38,35,41,47
Depreciation / Amortization,179,83,73,44
Interest Expense (Income) - Net Operating,-5,-,-,-
Unusual Expense (Income),-,-19,-181,4
"Other Operating Expenses, Total",-128,-,1,-1
Operating Income,-1044,-879,-1001,-489
"Interest Income (Expense), Net Non-Operating",-,-173,1304,90
Gain (Loss) on Sale of Assets,738,-,-24,179
"Other, Net",-1456,47,32,-5
Net Income Before Taxes,-326,-1005,311,-225
Provision for Income Taxes,34,32,139,57
Net Income After Taxes,-360,-1037,172,-282
Minority Interest,366,71,-367,-9
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-370,-966,-195,-291
Total Extraordinary Items,-,-,-,-
Net Income,-370,-966,-195,-291
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,-370,-967,-195,-292
Dilution Adjustment,-,-,-,-
Diluted Net Income,-370,-967,-195,-292
Diluted Weighted Average Shares,29.66,29.66,29.66,29.66
Diluted EPS Excluding Extraordinary Items,-12.47,-32.6,-6.57,-9.84
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-23.2,-31.6,-7.61,-12.9
