Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,556565,432778,336306,333416
"Revenue 556565 432778 336306 333416  Other Revenue, Total - - - -","Revenue 556565 432778 336306 333416  Other Revenue, Total - - - -","Revenue 556565 432778 336306 333416  Other Revenue, Total - - - -","Revenue 556565 432778 336306 333416  Other Revenue, Total - - - -","Revenue 556565 432778 336306 333416  Other Revenue, Total - - - -"
Revenue,556565,432778,336306,333416
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",490942,375791,275916,271899
Gross Profit,65623,56987,60390,61517
Total Operating Expenses,540378,421108,323981,320243
"Selling/General/Admin. Expenses, Total 49436 45317 45944 44035  Research & Development - 2702 2495 2343  Depreciation / Amortization 9388 8876 8061 2005  Interest Expense (Income) - Net Operating -873 -536 -391 -  Unusual Expense (Income) - 1423 1932 -40  Other Operating Expenses, Total -11643 -11042 -8044 1","Selling/General/Admin. Expenses, Total 49436 45317 45944 44035  Research & Development - 2702 2495 2343  Depreciation / Amortization 9388 8876 8061 2005  Interest Expense (Income) - Net Operating -873 -536 -391 -  Unusual Expense (Income) - 1423 1932 -40  Other Operating Expenses, Total -11643 -11042 -8044 1","Selling/General/Admin. Expenses, Total 49436 45317 45944 44035  Research & Development - 2702 2495 2343  Depreciation / Amortization 9388 8876 8061 2005  Interest Expense (Income) - Net Operating -873 -536 -391 -  Unusual Expense (Income) - 1423 1932 -40  Other Operating Expenses, Total -11643 -11042 -8044 1","Selling/General/Admin. Expenses, Total 49436 45317 45944 44035  Research & Development - 2702 2495 2343  Depreciation / Amortization 9388 8876 8061 2005  Interest Expense (Income) - Net Operating -873 -536 -391 -  Unusual Expense (Income) - 1423 1932 -40  Other Operating Expenses, Total -11643 -11042 -8044 1","Selling/General/Admin. Expenses, Total 49436 45317 45944 44035  Research & Development - 2702 2495 2343  Depreciation / Amortization 9388 8876 8061 2005  Interest Expense (Income) - Net Operating -873 -536 -391 -  Unusual Expense (Income) - 1423 1932 -40  Other Operating Expenses, Total -11643 -11042 -8044 1"
"Selling/General/Admin. Expenses, Total",49436,45317,45944,44035
Research & Development,-,2702,2495,2343
Depreciation / Amortization,9388,8876,8061,2005
Interest Expense (Income) - Net Operating,-873,-536,-391,-
Unusual Expense (Income),-,1423,1932,-40
"Other Operating Expenses, Total",-11643,-11042,-8044,1
Operating Income,16187,11670,12325,13173
"Interest Income (Expense), Net Non-Operating",-,2085,1773,-343
Gain (Loss) on Sale of Assets,1348,752,183,-62
"Other, Net",-483,-1175,-50,-44
Net Income Before Taxes,15322,12093,12192,12724
Provision for Income Taxes,4005,3360,4054,4224
Net Income After Taxes,11317,8733,8138,8500
Minority Interest,8859,8088,7707,-206
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11157,8595,9244,8294
Total Extraordinary Items,-,-,-,-
Net Income,11157,8595,9244,8294
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,11157,8595,9244,8293
Dilution Adjustment,-,-,-,-
Diluted Net Income,11157,8595,9244,8293
Diluted Weighted Average Shares,32.41,32.41,33.21,33.9
Diluted EPS Excluding Extraordinary Items,344.25,265.22,278.32,244.67
DPS - Common Stock Primary Issue,120,90,80,80
Diluted Normalized EPS,311,241.91,295.63,246.02
