Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,692165,611634,550337,528721
"Revenue 692165 611634 550337 528721  Other Revenue, Total - - - -","Revenue 692165 611634 550337 528721  Other Revenue, Total - - - -","Revenue 692165 611634 550337 528721  Other Revenue, Total - - - -","Revenue 692165 611634 550337 528721  Other Revenue, Total - - - -","Revenue 692165 611634 550337 528721  Other Revenue, Total - - - -"
Revenue,692165,611634,550337,528721
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",452336,395562,364539,346101
Gross Profit,239829,216072,185798,182620
Total Operating Expenses,583022,508975,469589,443096
"Selling/General/Admin. Expenses, Total 131580 113536 98366 97491  Research & Development - 4992 - 4310  Depreciation / Amortization 45092 41941 - 5179  Interest Expense (Income) - Net Operating -5551 -1382 -62 -8  Unusual Expense (Income) - - 1292 39  Other Operating Expenses, Total -45672 -45674 5454 -527","Selling/General/Admin. Expenses, Total 131580 113536 98366 97491  Research & Development - 4992 - 4310  Depreciation / Amortization 45092 41941 - 5179  Interest Expense (Income) - Net Operating -5551 -1382 -62 -8  Unusual Expense (Income) - - 1292 39  Other Operating Expenses, Total -45672 -45674 5454 -527","Selling/General/Admin. Expenses, Total 131580 113536 98366 97491  Research & Development - 4992 - 4310  Depreciation / Amortization 45092 41941 - 5179  Interest Expense (Income) - Net Operating -5551 -1382 -62 -8  Unusual Expense (Income) - - 1292 39  Other Operating Expenses, Total -45672 -45674 5454 -527","Selling/General/Admin. Expenses, Total 131580 113536 98366 97491  Research & Development - 4992 - 4310  Depreciation / Amortization 45092 41941 - 5179  Interest Expense (Income) - Net Operating -5551 -1382 -62 -8  Unusual Expense (Income) - - 1292 39  Other Operating Expenses, Total -45672 -45674 5454 -527","Selling/General/Admin. Expenses, Total 131580 113536 98366 97491  Research & Development - 4992 - 4310  Depreciation / Amortization 45092 41941 - 5179  Interest Expense (Income) - Net Operating -5551 -1382 -62 -8  Unusual Expense (Income) - - 1292 39  Other Operating Expenses, Total -45672 -45674 5454 -527"
"Selling/General/Admin. Expenses, Total",131580,113536,98366,97491
Research & Development,-,4992,-,4310
Depreciation / Amortization,45092,41941,-,5179
Interest Expense (Income) - Net Operating,-5551,-1382,-62,-8
Unusual Expense (Income),-,-,1292,39
"Other Operating Expenses, Total",-45672,-45674,5454,-527
Operating Income,109143,102659,80748,85625
"Interest Income (Expense), Net Non-Operating",-,-1547,253,804
Gain (Loss) on Sale of Assets,2238,3356,-,1566
"Other, Net",-1593,-5367,-9926,-945
Net Income Before Taxes,108498,104670,71075,85484
Provision for Income Taxes,32002,32878,18497,26388
Net Income After Taxes,76496,71792,52578,59096
Minority Interest,-,3126,288,-900
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,76307,71445,52866,58196
Total Extraordinary Items,-,-,-,-
Net Income,76307,71445,52866,58196
Total Adjustments to Net Income,-,-,1,-1
Income Available to Common Excluding Extraordinary Items,76307,71445,52867,58195
Dilution Adjustment,0.173,-2.06,-,1
Diluted Net Income,76306.83,71447.06,52867,58196
Diluted Weighted Average Shares,592.08,593.71,599.93,635.17
Diluted EPS Excluding Extraordinary Items,128.88,120.34,88.12,109.07
DPS - Common Stock Primary Issue,45,40,36,32
Diluted Normalized EPS,111.85,106.07,89.72,81.71
