Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,123497,109923,88224,98808.67
"Revenue 123497 109923 88224 98808.67  Other Revenue, Total - - - -","Revenue 123497 109923 88224 98808.67  Other Revenue, Total - - - -","Revenue 123497 109923 88224 98808.67  Other Revenue, Total - - - -","Revenue 123497 109923 88224 98808.67  Other Revenue, Total - - - -","Revenue 123497 109923 88224 98808.67  Other Revenue, Total - - - -"
Revenue,123497,109923,88224,98808.67
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",103146,91008,71409,80833.38
Gross Profit,20351,18915,16815,17975.29
Total Operating Expenses,115991,103631,82910,93283.76
"Selling/General/Admin. Expenses, Total 12845 11386 10391 11273.61  Research & Development 1255 1237 1110 1119.86  Depreciation / Amortization 3597 3506 3713 -  Interest Expense (Income) - Net Operating -169 -109 -139 -  Unusual Expense (Income) - 515.8 35.59 56.91  Other Operating Expenses, Total -3428 -3397 -3574 -","Selling/General/Admin. Expenses, Total 12845 11386 10391 11273.61  Research & Development 1255 1237 1110 1119.86  Depreciation / Amortization 3597 3506 3713 -  Interest Expense (Income) - Net Operating -169 -109 -139 -  Unusual Expense (Income) - 515.8 35.59 56.91  Other Operating Expenses, Total -3428 -3397 -3574 -","Selling/General/Admin. Expenses, Total 12845 11386 10391 11273.61  Research & Development 1255 1237 1110 1119.86  Depreciation / Amortization 3597 3506 3713 -  Interest Expense (Income) - Net Operating -169 -109 -139 -  Unusual Expense (Income) - 515.8 35.59 56.91  Other Operating Expenses, Total -3428 -3397 -3574 -","Selling/General/Admin. Expenses, Total 12845 11386 10391 11273.61  Research & Development 1255 1237 1110 1119.86  Depreciation / Amortization 3597 3506 3713 -  Interest Expense (Income) - Net Operating -169 -109 -139 -  Unusual Expense (Income) - 515.8 35.59 56.91  Other Operating Expenses, Total -3428 -3397 -3574 -","Selling/General/Admin. Expenses, Total 12845 11386 10391 11273.61  Research & Development 1255 1237 1110 1119.86  Depreciation / Amortization 3597 3506 3713 -  Interest Expense (Income) - Net Operating -169 -109 -139 -  Unusual Expense (Income) - 515.8 35.59 56.91  Other Operating Expenses, Total -3428 -3397 -3574 -"
"Selling/General/Admin. Expenses, Total",12845,11386,10391,11273.61
Research & Development,1255,1237,1110,1119.86
Depreciation / Amortization,3597,3506,3713,-
Interest Expense (Income) - Net Operating,-169,-109,-139,-
Unusual Expense (Income),-,515.8,35.59,56.91
"Other Operating Expenses, Total",-3428,-3397,-3574,-
Operating Income,7506,6292,5314,5524.91
"Interest Income (Expense), Net Non-Operating",-,560.05,188.72,12.79
Gain (Loss) on Sale of Assets,10,104,13,340.7
"Other, Net",-465,-287,-328,147.12
Net Income Before Taxes,7961,6475,5629,6025.53
Provision for Income Taxes,2044,1847,1372,1647.96
Net Income After Taxes,5917,4628,4257,4377.57
Minority Interest,8969,7686,7335,-1313.22
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4557,3941,3234,3064.35
Total Extraordinary Items,-,-,-,-
Net Income,4557,3941,3234,3064.35
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,4557,3941,3234,3064.35
Dilution Adjustment,-,-,-,-
Diluted Net Income,4557,3941,3234,3064.35
Diluted Weighted Average Shares,63.2,63.09,63.15,63.7
Diluted EPS Excluding Extraordinary Items,72.1,62.47,51.21,48.11
DPS - Common Stock Primary Issue,-,19,16,16
Diluted Normalized EPS,57.23,57.35,39.73,47.33
