Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2710,2596,2538.85,2452.97
"Revenue 2710 2596 2538.85 2452.97  Other Revenue, Total - - - -","Revenue 2710 2596 2538.85 2452.97  Other Revenue, Total - - - -","Revenue 2710 2596 2538.85 2452.97  Other Revenue, Total - - - -","Revenue 2710 2596 2538.85 2452.97  Other Revenue, Total - - - -","Revenue 2710 2596 2538.85 2452.97  Other Revenue, Total - - - -"
Revenue,2710,2596,2538.85,2452.97
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2166,2077,1980.44,1968.14
Gross Profit,544,519,558.41,484.83
Total Operating Expenses,2596,2521,2442.93,2417.16
"Selling/General/Admin. Expenses, Total 430 436 448.29 442.08  Research & Development - - - -  Depreciation / Amortization 58 62 8.24 6.78  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.32 5.96 0.16  Other Operating Expenses, Total -57 -53 - -","Selling/General/Admin. Expenses, Total 430 436 448.29 442.08  Research & Development - - - -  Depreciation / Amortization 58 62 8.24 6.78  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.32 5.96 0.16  Other Operating Expenses, Total -57 -53 - -","Selling/General/Admin. Expenses, Total 430 436 448.29 442.08  Research & Development - - - -  Depreciation / Amortization 58 62 8.24 6.78  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.32 5.96 0.16  Other Operating Expenses, Total -57 -53 - -","Selling/General/Admin. Expenses, Total 430 436 448.29 442.08  Research & Development - - - -  Depreciation / Amortization 58 62 8.24 6.78  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.32 5.96 0.16  Other Operating Expenses, Total -57 -53 - -","Selling/General/Admin. Expenses, Total 430 436 448.29 442.08  Research & Development - - - -  Depreciation / Amortization 58 62 8.24 6.78  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 0.32 5.96 0.16  Other Operating Expenses, Total -57 -53 - -"
"Selling/General/Admin. Expenses, Total",430,436,448.29,442.08
Research & Development,-,-,-,-
Depreciation / Amortization,58,62,8.24,6.78
Interest Expense (Income) - Net Operating,-1,-1,-,-
Unusual Expense (Income),-,0.32,5.96,0.16
"Other Operating Expenses, Total",-57,-53,-,-
Operating Income,114,75,95.92,35.81
"Interest Income (Expense), Net Non-Operating",-,17.81,16.74,22.85
Gain (Loss) on Sale of Assets,-,-,0.1,0.07
"Other, Net",-20,-19,9.03,13.82
Net Income Before Taxes,134,94,121.79,72.55
Provision for Income Taxes,44,27,38.52,24.12
Net Income After Taxes,90,67,83.28,48.43
Minority Interest,93,87,-5.58,-1.61
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,83,64,77.69,46.82
Total Extraordinary Items,-,-,-,-
Net Income,83,64,77.69,46.82
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,83,64,77.69,46.82
Dilution Adjustment,-,-,-,-
Diluted Net Income,83,64,77.69,46.82
Diluted Weighted Average Shares,2.06,2.06,2.06,2.06
Diluted EPS Excluding Extraordinary Items,40.38,31.14,37.81,22.78
DPS - Common Stock Primary Issue,7.5,7.5,7.5,7.5
Diluted Normalized EPS,37.34,27.13,39.76,22.81
